Fri Jun  9 00:05:27 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
-------------------------------------------------------------------------
---------------------------- RUN 0 ------------------------------
-------------------------------------------------------------------------
****************************************
current sequence is 1
****************************************
seq: 1, epoch: 0, step: 0, training: 0.125, loss_tr: 1.79264, loss_t: 1.79029, testing: 0.166667, t2y: 0.333333
seq: 1, epoch: 0, step: 10, training: 0.125, loss_tr: 1.77218, loss_t: 1.78938, testing: 0.166667, t2y: 0.333333
seq: 1, epoch: 0, step: 20, training: 0, loss_tr: 1.81698, loss_t: 1.78745, testing: 0.166667, t2y: 0.333333
seq: 1, epoch: 0, step: 30, training: 0.125, loss_tr: 1.78787, loss_t: 1.7855, testing: 0.166667, t2y: 0.333333
seq: 1, epoch: 0, step: 40, training: 0.375, loss_tr: 1.77002, loss_t: 1.7848, testing: 0.166667, t2y: 0.333333
seq: 1, epoch: 0, step: 50, training: 0.375, loss_tr: 1.77308, loss_t: 1.78364, testing: 0.333333, t2y: 0.5
seq: 1, epoch: 0, step: 60, training: 0.25, loss_tr: 1.77031, loss_t: 1.78082, testing: 0.333333, t2y: 0.666667
seq: 1, epoch: 0, step: 70, training: 0.3125, loss_tr: 1.80974, loss_t: 1.77783, testing: 0.333333, t2y: 0.5
seq: 1, epoch: 1, step: 80, training: 0.375, loss_tr: 1.74597, loss_t: 1.7749, testing: 0.166667, t2y: 0.5
seq: 1, epoch: 1, step: 90, training: 0.125, loss_tr: 1.80593, loss_t: 1.77172, testing: 0.166667, t2y: 0.5
seq: 1, epoch: 1, step: 100, training: 0.375, loss_tr: 1.78369, loss_t: 1.76865, testing: 0.333333, t2y: 0.333333
seq: 1, epoch: 1, step: 110, training: 0.375, loss_tr: 1.79157, loss_t: 1.76502, testing: 0.333333, t2y: 0.333333
seq: 1, epoch: 1, step: 120, training: 0.25, loss_tr: 1.77116, loss_t: 1.76071, testing: 0.5, t2y: 0.5
seq: 1, epoch: 1, step: 130, training: 0.25, loss_tr: 1.76734, loss_t: 1.75728, testing: 0.333333, t2y: 0.5
seq: 1, epoch: 1, step: 140, training: 0.5, loss_tr: 1.7763, loss_t: 1.75446, testing: 0.666667, t2y: 0.666667
seq: 1, epoch: 1, step: 150, training: 0.4375, loss_tr: 1.72273, loss_t: 1.7491, testing: 0.5, t2y: 0.5
seq: 1, epoch: 2, step: 160, training: 0.3125, loss_tr: 1.72296, loss_t: 1.74324, testing: 0.333333, t2y: 0.666667
seq: 1, epoch: 2, step: 170, training: 0.5, loss_tr: 1.7163, loss_t: 1.7359, testing: 0.333333, t2y: 0.333333
seq: 1, epoch: 2, step: 180, training: 0.0625, loss_tr: 1.78019, loss_t: 1.72811, testing: 0.166667, t2y: 0.333333
seq: 1, epoch: 2, step: 190, training: 0.3125, loss_tr: 1.74601, loss_t: 1.71712, testing: 0.333333, t2y: 0.5
seq: 1, epoch: 2, step: 200, training: 0.5625, loss_tr: 1.70365, loss_t: 1.70533, testing: 0.5, t2y: 0.666667
seq: 1, epoch: 2, step: 210, training: 0.3125, loss_tr: 1.73783, loss_t: 1.69214, testing: 0.5, t2y: 0.5
seq: 1, epoch: 2, step: 220, training: 0.3125, loss_tr: 1.70289, loss_t: 1.66998, testing: 0.5, t2y: 0.666667
seq: 1, epoch: 2, step: 230, training: 0.5625, loss_tr: 1.72621, loss_t: 1.64152, testing: 0.666667, t2y: 0.666667
seq: 1, epoch: 3, step: 240, training: 0.5, loss_tr: 1.65308, loss_t: 1.60092, testing: 0.666667, t2y: 0.833333
seq: 1, epoch: 3, step: 250, training: 0.4375, loss_tr: 1.58692, loss_t: 1.556, testing: 0.5, t2y: 0.833333
seq: 1, epoch: 3, step: 260, training: 0.625, loss_tr: 1.5025, loss_t: 1.48099, testing: 0.666667, t2y: 0.666667
seq: 1, epoch: 3, step: 270, training: 0.5, loss_tr: 1.5465, loss_t: 1.37875, testing: 0.5, t2y: 0.666667
seq: 1, epoch: 3, step: 280, training: 0.5, loss_tr: 1.48392, loss_t: 1.22836, testing: 0.833333, t2y: 0.833333
seq: 1, epoch: 3, step: 290, training: 0.3125, loss_tr: 1.27495, loss_t: 1.17577, testing: 0.333333, t2y: 0.666667
seq: 1, epoch: 3, step: 300, training: 0.5625, loss_tr: 1.08635, loss_t: 1.04247, testing: 0.5, t2y: 0.666667
seq: 1, epoch: 3, step: 310, training: 0.3125, loss_tr: 1.34842, loss_t: 0.880475, testing: 0.666667, t2y: 0.833333
seq: 1, epoch: 4, step: 320, training: 0.6875, loss_tr: 1.19178, loss_t: 0.787304, testing: 0.666667, t2y: 1
seq: 1, epoch: 4, step: 330, training: 0.4375, loss_tr: 1.33414, loss_t: 0.796113, testing: 0.833333, t2y: 1
seq: 1, epoch: 4, step: 340, training: 0.375, loss_tr: 1.23424, loss_t: 0.862659, testing: 0.666667, t2y: 1
seq: 1, epoch: 4, step: 350, training: 0.5, loss_tr: 1.17787, loss_t: 0.837213, testing: 0.5, t2y: 0.666667
seq: 1, epoch: 4, step: 360, training: 0.625, loss_tr: 0.930915, loss_t: 0.831697, testing: 0.5, t2y: 0.833333
seq: 1, epoch: 4, step: 370, training: 0.625, loss_tr: 1.28643, loss_t: 0.835174, testing: 0.666667, t2y: 0.666667
seq: 1, epoch: 4, step: 380, training: 0.5625, loss_tr: 1.09676, loss_t: 0.743826, testing: 0.666667, t2y: 0.833333
seq: 1, epoch: 4, step: 390, training: 0.6875, loss_tr: 1.05013, loss_t: 0.724227, testing: 0.666667, t2y: 1
seq: 1, epoch: 5, step: 400, training: 0.4375, loss_tr: 1.2586, loss_t: 0.722552, testing: 0.833333, t2y: 1
seq: 1, epoch: 5, step: 410, training: 0.5, loss_tr: 1.28646, loss_t: 0.795928, testing: 0.666667, t2y: 0.833333
seq: 1, epoch: 5, step: 420, training: 0.75, loss_tr: 0.969816, loss_t: 0.598059, testing: 0.833333, t2y: 1
seq: 1, epoch: 5, step: 430, training: 0.6875, loss_tr: 0.747759, loss_t: 0.52495, testing: 0.666667, t2y: 1
seq: 1, epoch: 5, step: 440, training: 0.6875, loss_tr: 0.92988, loss_t: 0.548993, testing: 0.833333, t2y: 1
seq: 1, epoch: 5, step: 450, training: 0.75, loss_tr: 0.824382, loss_t: 0.575982, testing: 0.833333, t2y: 1
seq: 1, epoch: 5, step: 460, training: 0.75, loss_tr: 0.70074, loss_t: 0.562375, testing: 0.666667, t2y: 1
seq: 1, epoch: 5, step: 470, training: 0.75, loss_tr: 0.913871, loss_t: 0.625754, testing: 0.666667, t2y: 1
