Fri Jun  9 14:13:45 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
-------------------------------------------------------------------------
---------------------------- RUN 0 ------------------------------
-------------------------------------------------------------------------
****************************************
current sequence is 1
****************************************
seq1, epoch0, step: 0, training: 0.5, loss_tr: 2.35082, loss_t: 1.85756, testing: 0.166667, t2y: 0.5
seq1, epoch0, step: 10, training: 0.4375, loss_tr: 2.29942, loss_t: 1.80355, testing: 0.166667, t2y: 0.166667
seq1, epoch0, step: 20, training: 0.625, loss_tr: 2.14967, loss_t: 1.7296, testing: 0.166667, t2y: 0.833333
seq1, epoch0, step: 30, training: 0.5625, loss_tr: 1.88981, loss_t: 1.54718, testing: 0.333333, t2y: 0.5
seq1, epoch0, step: 40, training: 0.625, loss_tr: 1.51356, loss_t: 1.43789, testing: 0.333333, t2y: 0.833333
seq1, epoch0, step: 50, training: 0.1875, loss_tr: 1.58746, loss_t: 1.34358, testing: 0.166667, t2y: 0.5
seq1, epoch0, step: 60, training: 0.5625, loss_tr: 1.42048, loss_t: 1.28679, testing: 0.5, t2y: 0.5
seq1, epoch0, step: 70, training: 0.625, loss_tr: 1.49158, loss_t: 1.12724, testing: 0.666667, t2y: 0.833333
seq1, epoch1, step: 80, training: 0.75, loss_tr: 1.0354, loss_t: 0.99621, testing: 0.5, t2y: 0.833333
seq1, epoch1, step: 90, training: 0.875, loss_tr: 0.983498, loss_t: 0.859168, testing: 0.666667, t2y: 0.833333
seq1, epoch1, step: 100, training: 0.8125, loss_tr: 0.86547, loss_t: 0.801394, testing: 0.666667, t2y: 0.833333
seq1, epoch1, step: 110, training: 0.75, loss_tr: 0.955617, loss_t: 0.699876, testing: 0.666667, t2y: 0.666667
seq1, epoch1, step: 120, training: 0.5625, loss_tr: 0.913047, loss_t: 0.669359, testing: 0.5, t2y: 1
seq1, epoch1, step: 130, training: 0.875, loss_tr: 0.885148, loss_t: 0.648832, testing: 0.666667, t2y: 0.833333
seq1, epoch1, step: 140, training: 0.875, loss_tr: 0.783087, loss_t: 0.564838, testing: 0.833333, t2y: 1
seq1, epoch1, step: 150, training: 0.9375, loss_tr: 0.702276, loss_t: 0.486312, testing: 0.666667, t2y: 0.833333
seq1, epoch2, step: 160, training: 0.875, loss_tr: 0.659671, loss_t: 0.387115, testing: 0.666667, t2y: 1
seq1, epoch2, step: 170, training: 0.9375, loss_tr: 0.506575, loss_t: 0.384638, testing: 0.666667, t2y: 1
seq1, epoch2, step: 180, training: 1, loss_tr: 0.430931, loss_t: 0.365175, testing: 0.666667, t2y: 0.833333
seq1, epoch2, step: 190, training: 0.875, loss_tr: 0.411625, loss_t: 0.385874, testing: 0.666667, t2y: 0.833333
seq1, epoch2, step: 200, training: 0.8125, loss_tr: 0.470053, loss_t: 0.354303, testing: 0.666667, t2y: 1
seq1, epoch2, step: 210, training: 1, loss_tr: 0.461046, loss_t: 0.361542, testing: 0.833333, t2y: 0.833333
seq1, epoch2, step: 220, training: 1, loss_tr: 0.362794, loss_t: 0.284182, testing: 0.833333, t2y: 1
seq1, epoch2, step: 230, training: 0.9375, loss_tr: 0.308629, loss_t: 0.26198, testing: 0.666667, t2y: 1
seq1, epoch3, step: 240, training: 0.9375, loss_tr: 0.279494, loss_t: 0.190249, testing: 0.833333, t2y: 1
seq1, epoch3, step: 250, training: 0.9375, loss_tr: 0.284879, loss_t: 0.216537, testing: 0.833333, t2y: 1
seq1, epoch3, step: 260, training: 0.875, loss_tr: 0.237191, loss_t: 0.172705, testing: 0.833333, t2y: 1
seq1, epoch3, step: 270, training: 1, loss_tr: 0.184501, loss_t: 0.150367, testing: 1, t2y: 1
 
****************************************
current sequence is 2
****************************************
seq2, epoch0, step: 0, training: 0.1875, loss_tr: 2.94847, loss_t: 1.81197, testing: 0.166667, t2y: 0.5
seq2, epoch0, step: 10, training: 0.3125, loss_tr: 2.55256, loss_t: 1.75772, testing: 0.333333, t2y: 0.333333
seq2, epoch0, step: 20, training: 0.5, loss_tr: 2.25971, loss_t: 1.71125, testing: 0.166667, t2y: 0.5
seq2, epoch0, step: 30, training: 0.4375, loss_tr: 1.88679, loss_t: 1.62388, testing: 0.333333, t2y: 0.5
seq2, epoch0, step: 40, training: 0.5625, loss_tr: 1.77392, loss_t: 1.50417, testing: 0.333333, t2y: 0.5
seq2, epoch0, step: 50, training: 0.5625, loss_tr: 1.62265, loss_t: 1.41015, testing: 0.333333, t2y: 0.5
seq2, epoch0, step: 60, training: 0.625, loss_tr: 1.4517, loss_t: 1.25896, testing: 0.666667, t2y: 0.666667
seq2, epoch0, step: 70, training: 0.625, loss_tr: 1.27187, loss_t: 1.2301, testing: 0.166667, t2y: 0.666667
seq2, epoch1, step: 80, training: 0.625, loss_tr: 1.11759, loss_t: 1.10268, testing: 0.666667, t2y: 0.833333
seq2, epoch1, step: 90, training: 0.875, loss_tr: 0.965183, loss_t: 1.04684, testing: 0.5, t2y: 0.833333
