Thu Jun  8 17:38:30 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
-------------------------------------------------------------------------
---------------------------- RUN 0 ------------------------------
-------------------------------------------------------------------------
****************************************
current sequence is 1
****************************************
seq: 1, epoch: 0, step: 0, training: 0.25, loss_tr: 1.73383, loss_t: 1.7955, testing: 0.166667, t2y: 0.333333
seq: 1, epoch: 0, step: 10, training: 0.375, loss_tr: 1.74262, loss_t: 1.7915, testing: 0.333333, t2y: 0.5
seq: 1, epoch: 0, step: 20, training: 0.125, loss_tr: 1.78933, loss_t: 1.81043, testing: 0.166667, t2y: 0.333333
seq: 1, epoch: 0, step: 30, training: 0.3125, loss_tr: 1.59747, loss_t: 1.72496, testing: 0.333333, t2y: 0.666667
seq: 1, epoch: 0, step: 40, training: 0.3125, loss_tr: 1.64407, loss_t: 1.53697, testing: 0.333333, t2y: 0.5
seq: 1, epoch: 0, step: 50, training: 0.1875, loss_tr: 1.58355, loss_t: 1.37814, testing: 0.333333, t2y: 0.666667
seq: 1, epoch: 0, step: 60, training: 0.125, loss_tr: 1.87876, loss_t: 1.7945, testing: 0.166667, t2y: 0.333333
seq: 1, epoch: 0, step: 70, training: 0.1875, loss_tr: 1.60667, loss_t: 1.70111, testing: 0.166667, t2y: 0.333333
seq: 1, epoch: 1, step: 80, training: 0.625, loss_tr: 1.23169, loss_t: 1.31759, testing: 0.333333, t2y: 0.666667
seq: 1, epoch: 1, step: 90, training: 0.4375, loss_tr: 1.20691, loss_t: 1.38951, testing: 0.333333, t2y: 0.5
seq: 1, epoch: 1, step: 100, training: 0.75, loss_tr: 0.980283, loss_t: 1.37643, testing: 0.666667, t2y: 0.666667
seq: 1, epoch: 1, step: 110, training: 0.5, loss_tr: 1.09525, loss_t: 1.33828, testing: 0.333333, t2y: 0.5
seq: 1, epoch: 1, step: 120, training: 0.3125, loss_tr: 1.78187, loss_t: 1.7508, testing: 0.333333, t2y: 0.5
seq: 1, epoch: 1, step: 130, training: 0.5, loss_tr: 1.67894, loss_t: 1.2656, testing: 0.5, t2y: 0.666667
seq: 1, epoch: 1, step: 140, training: 0.4375, loss_tr: 1.44, loss_t: 1.28305, testing: 0.5, t2y: 0.666667
seq: 1, epoch: 1, step: 150, training: 0.5625, loss_tr: 1.34128, loss_t: 1.10564, testing: 0.5, t2y: 0.666667
seq: 1, epoch: 2, step: 160, training: 0.5, loss_tr: 1.5279, loss_t: 1.69352, testing: 0.5, t2y: 0.666667
seq: 1, epoch: 2, step: 170, training: 0.5, loss_tr: 1.13271, loss_t: 1.39728, testing: 0.5, t2y: 0.666667
seq: 1, epoch: 2, step: 180, training: 0.5, loss_tr: 1.01329, loss_t: 0.644417, testing: 0.833333, t2y: 0.833333
seq: 1, epoch: 2, step: 190, training: 0.5, loss_tr: 1.38701, loss_t: 1.36354, testing: 0.333333, t2y: 0.833333
seq: 1, epoch: 2, step: 200, training: 0.625, loss_tr: 1.04684, loss_t: 1.18789, testing: 0.5, t2y: 0.666667
seq: 1, epoch: 2, step: 210, training: 0.6875, loss_tr: 0.608643, loss_t: 2.15118, testing: 0.5, t2y: 0.666667
seq: 1, epoch: 2, step: 220, training: 0.6875, loss_tr: 0.588724, loss_t: 0.766914, testing: 0.666667, t2y: 0.833333
seq: 1, epoch: 2, step: 230, training: 0.375, loss_tr: 1.75062, loss_t: 1.50602, testing: 0.333333, t2y: 0.666667
seq: 1, epoch: 3, step: 240, training: 0.5625, loss_tr: 1.02666, loss_t: 2.36577, testing: 0.333333, t2y: 0.333333
seq: 1, epoch: 3, step: 250, training: 0.75, loss_tr: 0.877222, loss_t: 0.783542, testing: 0.5, t2y: 0.666667
seq: 1, epoch: 3, step: 260, training: 0.9375, loss_tr: 0.281872, loss_t: 0.219446, testing: 1, t2y: 1
 
****************************************
current sequence is 2
****************************************
seq: 2, epoch: 0, step: 0, training: 0.3125, loss_tr: 1.71635, loss_t: 1.80324, testing: 0.166667, t2y: 0.333333
seq: 2, epoch: 0, step: 10, training: 0.1875, loss_tr: 1.80792, loss_t: 1.79925, testing: 0.166667, t2y: 0.333333
seq: 2, epoch: 0, step: 20, training: 0.125, loss_tr: 1.78389, loss_t: 1.7697, testing: 0.166667, t2y: 0.333333
seq: 2, epoch: 0, step: 30, training: 0.125, loss_tr: 1.75724, loss_t: 1.78433, testing: 0.166667, t2y: 0.333333
seq: 2, epoch: 0, step: 40, training: 0.375, loss_tr: 1.79776, loss_t: 1.74282, testing: 0.333333, t2y: 0.333333
seq: 2, epoch: 0, step: 50, training: 0.3125, loss_tr: 1.33745, loss_t: 1.58987, testing: 0.333333, t2y: 0.5
seq: 2, epoch: 0, step: 60, training: 0.5625, loss_tr: 1.39961, loss_t: 1.31379, testing: 0.333333, t2y: 0.833333
seq: 2, epoch: 0, step: 70, training: 0.5625, loss_tr: 1.10131, loss_t: 1.44109, testing: 0.5, t2y: 0.833333
seq: 2, epoch: 1, step: 80, training: 0.1875, loss_tr: 1.7545, loss_t: 1.63765, testing: 0.166667, t2y: 0.5
seq: 2, epoch: 1, step: 90, training: 0.125, loss_tr: 1.81151, loss_t: 1.74912, testing: 0.166667, t2y: 0.666667
seq: 2, epoch: 1, step: 100, training: 0.25, loss_tr: 1.50001, loss_t: 2.06223, testing: 0.166667, t2y: 0.333333
