Fri Jun  9 18:49:17 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
-------------------------------------------------------------------------
---------------------------- RUN 0 ------------------------------
-------------------------------------------------------------------------
****************************************
current sequence is 1
****************************************
seq1, epoch0, step: 0, training: 0.3125, loss_tr: 22662.7, loss_t: 5783.83, testing: 0.166667, t2y: 0.333333
seq1, epoch0, step: 10, training: 0.1875, loss_tr: 20511.5, loss_t: 7200.85, testing: 0.222222, t2y: 0.5
seq1, epoch0, step: 20, training: 0.5625, loss_tr: 20439, loss_t: 6955.17, testing: 0.222222, t2y: 0.666667
seq1, epoch0, step: 30, training: 0.375, loss_tr: 20271, loss_t: 7391.9, testing: 0.277778, t2y: 0.5
seq1, epoch0, step: 40, training: 0.875, loss_tr: 18986.8, loss_t: 4519.97, testing: 0.388889, t2y: 1
seq1, epoch0, step: 50, training: 0.8125, loss_tr: 15905.5, loss_t: 5181.13, testing: 0.444444, t2y: 0.666667
seq1, epoch0, step: 60, training: 0.5, loss_tr: 11581.5, loss_t: 3593.39, testing: 0.444444, t2y: 0.666667
seq1, epoch0, step: 70, training: 0.8125, loss_tr: 9716.75, loss_t: 4173.91, testing: 0.388889, t2y: 0.666667
seq1, epoch1, step: 80, training: 0.875, loss_tr: 8834.4, loss_t: 2737.23, testing: 0.444444, t2y: 0.666667
seq1, epoch1, step: 90, training: 0.5, loss_tr: 6981.98, loss_t: 2879.44, testing: 0.388889, t2y: 0.666667
seq1, epoch1, step: 100, training: 0.75, loss_tr: 6817.75, loss_t: 2421.69, testing: 0.444444, t2y: 0.833333
seq1, epoch1, step: 110, training: 0.75, loss_tr: 5060.01, loss_t: 1589.2, testing: 0.5, t2y: 0.833333
seq1, epoch1, step: 120, training: 0.625, loss_tr: 5516.51, loss_t: 1147.13, testing: 0.611111, t2y: 0.666667
seq1, epoch1, step: 130, training: 0.9375, loss_tr: 3916.35, loss_t: 703.922, testing: 0.611111, t2y: 0.833333
seq1, epoch1, step: 140, training: 0.875, loss_tr: 3154.05, loss_t: 742.587, testing: 0.611111, t2y: 0.833333
seq1, epoch1, step: 150, training: 0.8125, loss_tr: 1806.39, loss_t: 525.313, testing: 0.611111, t2y: 1
seq1, epoch2, step: 160, training: 0.875, loss_tr: 1568.02, loss_t: 797.48, testing: 0.611111, t2y: 0.666667
