Wed May 10 16:26:03 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
****************************************
current sequence is 2
****************************************
seq: 2, epoch: 0, step: 0, training: 0.3125, loss: 7703.45, testing: 0.166667, t2y: 0.333333, anv: 0.0555556, best: 0.0555556 
seq: 2, epoch: 1, step: 20, training: 0.125, loss: 1950.95, testing: 0.333333, t2y: 0.333333, anv: 0.166667, best: 0.166667 
seq: 2, epoch: 2, step: 40, training: 0.625, loss: 490.417, testing: 0.5, t2y: 0.666667, anv: 0.333333, best: 0.333333 
seq: 2, epoch: 3, step: 60, training: 0.6875, loss: 469.947, testing: 0.5, t2y: 0.666667, anv: 0.444444, best: 0.444444 
seq: 2, epoch: 4, step: 80, training: 0.6875, loss: 227.308, testing: 0.666667, t2y: 0.666667, anv: 0.555556, best: 0.555556 
seq: 2, epoch: 5, step: 100, training: 0.6875, loss: 148.587, testing: 0.5, t2y: 0.833333, anv: 0.555556, best: 0.555556 
seq: 2, epoch: 6, step: 120, training: 1, loss: 93.3464, testing: 0.833333, t2y: 1, anv: 0.666667, best: 0.666667 
seq: 2, epoch: 7, step: 140, training: 0.875, loss: 161.442, testing: 0.666667, t2y: 1, anv: 0.666667, best: 0.666667 
seq: 2, epoch: 8, step: 160, training: 0.9375, loss: 134.774, testing: 0.5, t2y: 0.833333, anv: 0.666667, best: 0.666667 
seq: 2, epoch: 9, step: 180, training: 1, loss: 122.503, testing: 0.833333, t2y: 1, anv: 0.666667, best: 0.666667 
seq: 2, epoch: 10, step: 200, training: 1, loss: 16.4383, testing: 0.833333, t2y: 0.833333, anv: 0.722222, best: 0.722222 
seq: 2, epoch: 11, step: 220, training: 1, loss: 118.426, testing: 0.666667, t2y: 1, anv: 0.777778, best: 0.777778 
seq: 2, epoch: 12, step: 240, training: 0.9375, loss: 172.413, testing: 0.833333, t2y: 0.833333, anv: 0.777778, best: 0.777778 
seq: 2, epoch: 13, step: 260, training: 1, loss: 67.242, testing: 0.833333, t2y: 1, anv: 0.777778, best: 0.777778 
seq: 2, epoch: 14, step: 280, training: 1, loss: 13.8636, testing: 0.666667, t2y: 0.833333, anv: 0.777778, best: 0.777778 
seq: 2, epoch: 15, step: 300, training: 0.875, loss: 98.8726, testing: 0.833333, t2y: 1, anv: 0.777778, best: 0.777778 
seq: 2, epoch: 16, step: 320, training: 1, loss: 58.1398, testing: 0.666667, t2y: 1, anv: 0.722222, best: 0.777778 
seq: 2, epoch: 17, step: 340, training: 1, loss: 61.0651, testing: 0.833333, t2y: 1, anv: 0.777778, best: 0.777778 
seq: 2, epoch: 18, step: 360, training: 1, loss: 135.567, testing: 0.833333, t2y: 1, anv: 0.777778, best: 0.777778 
seq: 2, epoch: 19, step: 380, training: 1, loss: 64.5482, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 20, step: 400, training: 1, loss: 94.2374, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 21, step: 420, training: 1, loss: 92.0079, testing: 0.666667, t2y: 1, anv: 0.777778, best: 0.833333 
seq: 2, epoch: 22, step: 440, training: 1, loss: 35.3633, testing: 0.833333, t2y: 1, anv: 0.777778, best: 0.833333 
seq: 2, epoch: 23, step: 460, training: 1, loss: 27.7308, testing: 0.833333, t2y: 1, anv: 0.777778, best: 0.833333 
seq: 2, epoch: 24, step: 480, training: 1, loss: 129.343, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 25, step: 500, training: 1, loss: 95.1951, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 26, step: 520, training: 1, loss: 80.7766, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 27, step: 540, training: 1, loss: 103.987, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 28, step: 560, training: 1, loss: 44.1689, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 29, step: 580, training: 1, loss: 119.173, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 30, step: 600, training: 1, loss: 22.2099, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 31, step: 620, training: 1, loss: 21.958, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 32, step: 640, training: 1, loss: 0, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 33, step: 660, training: 1, loss: 17.6197, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
