Thu Jun  8 17:19:10 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
-------------------------------------------------------------------------
---------------------------- RUN 0 ------------------------------
-------------------------------------------------------------------------
****************************************
current sequence is 1
****************************************
seq: 1, epoch: 0, step: 0, training: 0.125, loss_tr: 1.80122, loss_t: 1.79111, testing: 0.166667, t2y: 0.5
seq: 1, epoch: 0, step: 10, training: 0.125, loss_tr: 1.79691, loss_t: 1.79027, testing: 0.166667, t2y: 0.333333
seq: 1, epoch: 0, step: 20, training: 0.125, loss_tr: 1.78348, loss_t: 1.78936, testing: 0.166667, t2y: 0.333333
seq: 1, epoch: 0, step: 30, training: 0.25, loss_tr: 1.78523, loss_t: 1.78792, testing: 0.166667, t2y: 0.333333
seq: 1, epoch: 0, step: 40, training: 0.125, loss_tr: 1.79981, loss_t: 1.7868, testing: 0.166667, t2y: 0.333333
seq: 1, epoch: 0, step: 50, training: 0.1875, loss_tr: 1.75078, loss_t: 1.78526, testing: 0.166667, t2y: 0.333333
seq: 1, epoch: 0, step: 60, training: 0.125, loss_tr: 1.81745, loss_t: 1.78387, testing: 0.166667, t2y: 0.333333
seq: 1, epoch: 0, step: 70, training: 0.1875, loss_tr: 1.78075, loss_t: 1.78227, testing: 0.166667, t2y: 0.666667
seq: 1, epoch: 1, step: 80, training: 0.3125, loss_tr: 1.81073, loss_t: 1.78036, testing: 0.166667, t2y: 0.333333
seq: 1, epoch: 1, step: 90, training: 0.125, loss_tr: 1.766, loss_t: 1.7786, testing: 0.333333, t2y: 0.333333
seq: 1, epoch: 1, step: 100, training: 0.125, loss_tr: 1.82682, loss_t: 1.77699, testing: 0.166667, t2y: 0.333333
seq: 1, epoch: 1, step: 110, training: 0.25, loss_tr: 1.80582, loss_t: 1.7748, testing: 0.166667, t2y: 0.333333
seq: 1, epoch: 1, step: 120, training: 0.625, loss_tr: 1.75329, loss_t: 1.77313, testing: 0.333333, t2y: 0.5
seq: 1, epoch: 1, step: 130, training: 0.125, loss_tr: 1.77607, loss_t: 1.7723, testing: 0.166667, t2y: 0.5
seq: 1, epoch: 1, step: 140, training: 0.5, loss_tr: 1.76125, loss_t: 1.77106, testing: 0.5, t2y: 0.5
seq: 1, epoch: 1, step: 150, training: 0.125, loss_tr: 1.81946, loss_t: 1.76748, testing: 0.5, t2y: 0.5
seq: 1, epoch: 2, step: 160, training: 0.5, loss_tr: 1.76921, loss_t: 1.76387, testing: 0.333333, t2y: 0.5
seq: 1, epoch: 2, step: 170, training: 0.25, loss_tr: 1.76157, loss_t: 1.76009, testing: 0.333333, t2y: 0.333333
seq: 1, epoch: 2, step: 180, training: 0.5625, loss_tr: 1.73448, loss_t: 1.7571, testing: 0.333333, t2y: 0.5
seq: 1, epoch: 2, step: 190, training: 0.5, loss_tr: 1.73296, loss_t: 1.75372, testing: 0.333333, t2y: 0.5
seq: 1, epoch: 2, step: 200, training: 0.375, loss_tr: 1.76247, loss_t: 1.75023, testing: 0.333333, t2y: 0.5
seq: 1, epoch: 2, step: 210, training: 0.375, loss_tr: 1.74198, loss_t: 1.7461, testing: 0.166667, t2y: 0.333333
seq: 1, epoch: 2, step: 220, training: 0.0625, loss_tr: 1.75742, loss_t: 1.74164, testing: 0.166667, t2y: 0.666667
seq: 1, epoch: 2, step: 230, training: 0.25, loss_tr: 1.77609, loss_t: 1.73737, testing: 0.166667, t2y: 0.666667
seq: 1, epoch: 3, step: 240, training: 0.375, loss_tr: 1.72638, loss_t: 1.73267, testing: 0.5, t2y: 0.833333
seq: 1, epoch: 3, step: 250, training: 0.4375, loss_tr: 1.71255, loss_t: 1.72844, testing: 0.333333, t2y: 0.666667
seq: 1, epoch: 3, step: 260, training: 0.25, loss_tr: 1.69863, loss_t: 1.72194, testing: 0.5, t2y: 0.5
seq: 1, epoch: 3, step: 270, training: 0.5, loss_tr: 1.74915, loss_t: 1.71222, testing: 0.333333, t2y: 0.666667
seq: 1, epoch: 3, step: 280, training: 0.25, loss_tr: 1.74156, loss_t: 1.70268, testing: 0.333333, t2y: 0.666667
seq: 1, epoch: 3, step: 290, training: 0.4375, loss_tr: 1.74653, loss_t: 1.6901, testing: 0.666667, t2y: 0.833333
seq: 1, epoch: 3, step: 300, training: 0.625, loss_tr: 1.7047, loss_t: 1.6786, testing: 0.666667, t2y: 0.833333
seq: 1, epoch: 3, step: 310, training: 0.5625, loss_tr: 1.68919, loss_t: 1.66489, testing: 0.666667, t2y: 0.666667
seq: 1, epoch: 4, step: 320, training: 0.4375, loss_tr: 1.60867, loss_t: 1.64886, testing: 0.666667, t2y: 0.666667
seq: 1, epoch: 4, step: 330, training: 0.6875, loss_tr: 1.58902, loss_t: 1.63855, testing: 0.666667, t2y: 0.833333
seq: 1, epoch: 4, step: 340, training: 0.625, loss_tr: 1.67469, loss_t: 1.62852, testing: 0.666667, t2y: 0.833333
seq: 1, epoch: 4, step: 350, training: 0.4375, loss_tr: 1.60233, loss_t: 1.61557, testing: 0.666667, t2y: 0.833333
seq: 1, epoch: 4, step: 360, training: 0.5625, loss_tr: 1.64943, loss_t: 1.60123, testing: 0.833333, t2y: 0.833333
seq: 1, epoch: 4, step: 370, training: 0.5625, loss_tr: 1.64834, loss_t: 1.58414, testing: 0.833333, t2y: 0.833333
seq: 1, epoch: 4, step: 380, training: 0.5, loss_tr: 1.70273, loss_t: 1.56689, testing: 0.5, t2y: 0.833333
seq: 1, epoch: 4, step: 390, training: 0.375, loss_tr: 1.56228, loss_t: 1.55132, testing: 0.5, t2y: 0.833333
seq: 1, epoch: 5, step: 400, training: 0.5, loss_tr: 1.60498, loss_t: 1.52819, testing: 0.666667, t2y: 0.833333
seq: 1, epoch: 5, step: 410, training: 0.5625, loss_tr: 1.44773, loss_t: 1.50323, testing: 0.666667, t2y: 0.833333
seq: 1, epoch: 5, step: 420, training: 0.5, loss_tr: 1.57326, loss_t: 1.47652, testing: 0.666667, t2y: 0.833333
seq: 1, epoch: 5, step: 430, training: 0.4375, loss_tr: 1.59837, loss_t: 1.4521, testing: 0.666667, t2y: 0.833333
seq: 1, epoch: 5, step: 440, training: 0.4375, loss_tr: 1.46536, loss_t: 1.42273, testing: 0.833333, t2y: 0.833333
seq: 1, epoch: 5, step: 450, training: 0.625, loss_tr: 1.54904, loss_t: 1.38872, testing: 0.833333, t2y: 0.833333
seq: 1, epoch: 5, step: 460, training: 0.875, loss_tr: 1.51089, loss_t: 1.36125, testing: 0.833333, t2y: 0.833333
seq: 1, epoch: 5, step: 470, training: 0.4375, loss_tr: 1.38604, loss_t: 1.35129, testing: 0.666667, t2y: 0.833333
seq: 1, epoch: 6, step: 480, training: 0.6875, loss_tr: 1.36241, loss_t: 1.31149, testing: 0.666667, t2y: 0.833333
seq: 1, epoch: 6, step: 490, training: 0.5, loss_tr: 1.46693, loss_t: 1.24674, testing: 0.666667, t2y: 0.833333
seq: 1, epoch: 6, step: 500, training: 0.875, loss_tr: 1.20796, loss_t: 1.20245, testing: 0.666667, t2y: 0.833333
seq: 1, epoch: 6, step: 510, training: 0.5625, loss_tr: 1.39974, loss_t: 1.18521, testing: 0.666667, t2y: 0.833333
 
****************************************
current sequence is 2
****************************************
seq: 2, epoch: 0, step: 0, training: 0, loss_tr: 1.82493, loss_t: 1.78815, testing: 0.166667, t2y: 0.333333
seq: 2, epoch: 0, step: 10, training: 0.125, loss_tr: 1.79119, loss_t: 1.78768, testing: 0.166667, t2y: 0.333333
seq: 2, epoch: 0, step: 20, training: 0.125, loss_tr: 1.78658, loss_t: 1.78579, testing: 0.166667, t2y: 0.333333
seq: 2, epoch: 0, step: 30, training: 0.3125, loss_tr: 1.8142, loss_t: 1.78386, testing: 0.166667, t2y: 0.333333
seq: 2, epoch: 0, step: 40, training: 0.1875, loss_tr: 1.77288, loss_t: 1.78181, testing: 0.166667, t2y: 0.333333
seq: 2, epoch: 0, step: 50, training: 0.0625, loss_tr: 1.80416, loss_t: 1.78012, testing: 0.166667, t2y: 0.333333
seq: 2, epoch: 0, step: 60, training: 0.125, loss_tr: 1.79536, loss_t: 1.77766, testing: 0.166667, t2y: 0.5
seq: 2, epoch: 0, step: 70, training: 0.5, loss_tr: 1.81242, loss_t: 1.77559, testing: 0.5, t2y: 0.666667
seq: 2, epoch: 1, step: 80, training: 0.25, loss_tr: 1.79269, loss_t: 1.77371, testing: 0.333333, t2y: 0.5
seq: 2, epoch: 1, step: 90, training: 0.1875, loss_tr: 1.79458, loss_t: 1.77182, testing: 0.166667, t2y: 0.5
