Sun Jun 11 15:39:23 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
-------------------------------------------------------------------------
---------------------------- RUN 0 ------------------------------
-------------------------------------------------------------------------
****************************************
current sequence is 1
****************************************
seq1, epoch0, step: 0, training: 0.1875, loss_tr: 1.77422, loss_t: 1.80743, testing: 0.166667, t2y: 0.5
seq1, epoch0, step: 10, training: 0.25, loss_tr: 1.7945, loss_t: 1.71278, testing: 0.277778, t2y: 0.5
seq1, epoch0, step: 20, training: 0.3125, loss_tr: 1.67881, loss_t: 1.52352, testing: 0.333333, t2y: 0.833333
seq1, epoch0, step: 30, training: 0.625, loss_tr: 1.49041, loss_t: 1.23033, testing: 0.555556, t2y: 0.833333
seq1, epoch1, step: 40, training: 0.6875, loss_tr: 1.20729, loss_t: 1.04383, testing: 0.611111, t2y: 0.666667
seq1, epoch1, step: 50, training: 0.625, loss_tr: 1.05785, loss_t: 0.916947, testing: 0.777778, t2y: 0.833333
seq1, epoch1, step: 60, training: 0.5625, loss_tr: 1.01938, loss_t: 1.03287, testing: 0.666667, t2y: 0.666667
seq1, epoch1, step: 70, training: 0.8125, loss_tr: 0.926952, loss_t: 0.965677, testing: 0.666667, t2y: 0.833333
seq1, epoch2, step: 80, training: 0.875, loss_tr: 0.771301, loss_t: 0.880019, testing: 0.666667, t2y: 1
seq1, epoch2, step: 90, training: 1, loss_tr: 0.546018, loss_t: 0.611834, testing: 0.833333, t2y: 1
seq1, epoch2, step: 100, training: 0.625, loss_tr: 0.523435, loss_t: 0.542709, testing: 0.777778, t2y: 1
seq1, epoch2, step: 110, training: 0.9375, loss_tr: 0.496081, loss_t: 0.473785, testing: 0.833333, t2y: 1
seq1, epoch3, step: 120, training: 0.9375, loss_tr: 0.472906, loss_t: 0.422311, testing: 0.833333, t2y: 1
seq1, epoch3, step: 130, training: 0.875, loss_tr: 0.336558, loss_t: 0.340886, testing: 1, t2y: 1
seq1, epoch3, step: 140, training: 1, loss_tr: 0.256403, loss_t: 0.286254, testing: 1, t2y: 1
