Tue Jun 13 13:53:46 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
-------------------------------------------------------------------------
---------------------------- RUN 0 ------------------------------
-------------------------------------------------------------------------
****************************************
current sequence is 1
****************************************
seq: 1, epoch: 0, step: 0, training: 0.625, testing: 0.722222, loss_tr: 0.665882, loss_t: 0.60309  
seq: 1, epoch: 0, step: 10, training: 0.5625, testing: 0.722222, loss_tr: 0.692854, loss_t: 0.621103  
seq: 1, epoch: 0, step: 20, training: 0.5625, testing: 0.722222, loss_tr: 0.688108, loss_t: 0.605148  
seq: 1, epoch: 0, step: 30, training: 0.6875, testing: 0.722222, loss_tr: 0.611197, loss_t: 0.588562  
seq: 1, epoch: 0, step: 40, training: 0.75, testing: 0.722222, loss_tr: 0.561614, loss_t: 0.585654  
seq: 1, epoch: 0, step: 50, training: 0.625, testing: 0.722222, loss_tr: 0.654854, loss_t: 0.608574  
seq: 1, epoch: 0, step: 60, training: 0.75, testing: 0.722222, loss_tr: 0.652744, loss_t: 0.655009  
seq: 1, epoch: 0, step: 70, training: 0.75, testing: 0.722222, loss_tr: 0.630678, loss_t: 0.640567  
seq: 1, epoch: 0, step: 80, training: 0.625, testing: 0.722222, loss_tr: 0.683249, loss_t: 0.580569  
seq: 1, epoch: 0, step: 90, training: 0.875, testing: 0.722222, loss_tr: 0.47351, loss_t: 0.578698  
seq: 1, epoch: 0, step: 100, training: 0.5, testing: 0.555556, loss_tr: 0.678788, loss_t: 0.679055  
seq: 1, epoch: 0, step: 110, training: 0.625, testing: 0.722222, loss_tr: 0.635039, loss_t: 0.585266  
seq: 1, epoch: 0, step: 120, training: 0.6875, testing: 0.722222, loss_tr: 0.583518, loss_t: 0.575719  
seq: 1, epoch: 0, step: 130, training: 0.8125, testing: 0.722222, loss_tr: 0.547335, loss_t: 0.590842  
seq: 1, epoch: 0, step: 140, training: 0.6875, testing: 0.722222, loss_tr: 0.553843, loss_t: 0.556592  
seq: 1, epoch: 0, step: 150, training: 0.8125, testing: 0.944444, loss_tr: 0.612526, loss_t: 0.636282  
seq: 1, epoch: 0, step: 160, training: 0.5, testing: 0.722222, loss_tr: 0.681385, loss_t: 0.542593  
seq: 1, epoch: 0, step: 170, training: 0.375, testing: 0.722222, loss_tr: 0.664797, loss_t: 0.648012  
seq: 1, epoch: 0, step: 180, training: 0.75, testing: 0.722222, loss_tr: 0.614677, loss_t: 0.548302  
seq: 1, epoch: 0, step: 190, training: 0.8125, testing: 0.722222, loss_tr: 0.434986, loss_t: 0.528937  
seq: 1, epoch: 1, step: 200, training: 0.75, testing: 0.722222, loss_tr: 0.488997, loss_t: 0.511573  
seq: 1, epoch: 1, step: 210, training: 0.5625, testing: 0.722222, loss_tr: 0.706407, loss_t: 0.49633  
seq: 1, epoch: 1, step: 220, training: 0.8125, testing: 0.722222, loss_tr: 0.581226, loss_t: 0.484817  
seq: 1, epoch: 1, step: 230, training: 0.8125, testing: 0.722222, loss_tr: 0.495994, loss_t: 0.475863  
seq: 1, epoch: 1, step: 240, training: 0.75, testing: 0.722222, loss_tr: 0.490568, loss_t: 0.480835  
seq: 1, epoch: 1, step: 250, training: 0.5625, testing: 0.888889, loss_tr: 0.600758, loss_t: 0.554843  
seq: 1, epoch: 1, step: 260, training: 0.6875, testing: 0.722222, loss_tr: 0.546342, loss_t: 0.438813  
seq: 1, epoch: 1, step: 270, training: 0.75, testing: 0.722222, loss_tr: 0.626564, loss_t: 0.421171  
seq: 1, epoch: 1, step: 280, training: 0.5625, testing: 0.888889, loss_tr: 0.599978, loss_t: 0.404235  
seq: 1, epoch: 1, step: 290, training: 0.6875, testing: 0.944444, loss_tr: 0.589751, loss_t: 0.395262  
seq: 1, epoch: 1, step: 300, training: 0.75, testing: 0.833333, loss_tr: 0.439256, loss_t: 0.350934  
seq: 1, epoch: 1, step: 310, training: 0.8125, testing: 0.777778, loss_tr: 0.383664, loss_t: 0.383616  
seq: 1, epoch: 1, step: 320, training: 0.3125, testing: 0.888889, loss_tr: 0.956067, loss_t: 0.410908  
seq: 1, epoch: 1, step: 330, training: 0.875, testing: 0.888889, loss_tr: 0.34786, loss_t: 0.333931  
seq: 1, epoch: 1, step: 340, training: 0.75, testing: 0.833333, loss_tr: 0.543073, loss_t: 0.327628  
seq: 1, epoch: 1, step: 350, training: 0.875, testing: 0.944444, loss_tr: 0.396419, loss_t: 0.309599  
seq: 1, epoch: 1, step: 360, training: 0.6875, testing: 0.833333, loss_tr: 0.694684, loss_t: 0.380175  
seq: 1, epoch: 1, step: 370, training: 0.8125, testing: 0.888889, loss_tr: 0.299719, loss_t: 0.27166  
seq: 1, epoch: 1, step: 380, training: 0.8125, testing: 0.888889, loss_tr: 0.346439, loss_t: 0.265745  
seq: 1, epoch: 2, step: 390, training: 0.875, testing: 0.888889, loss_tr: 0.344528, loss_t: 0.262943  
seq: 1, epoch: 2, step: 400, training: 0.6875, testing: 0.888889, loss_tr: 0.537636, loss_t: 0.254121  
seq: 1, epoch: 2, step: 410, training: 0.9375, testing: 0.888889, loss_tr: 0.276235, loss_t: 0.249868  
seq: 1, epoch: 2, step: 420, training: 0.9375, testing: 0.833333, loss_tr: 0.268143, loss_t: 0.258381  
