Sat May 13 15:27:58 2017 Finetune the dual-nets model with two independent feature variables on UT-Interaction set1! 
****************************************
current sequence is 1
****************************************
Epoch: 0, step: 0, training: 0.3125, loss: 41785.6, testing: 0.166667, top2: 0.333333, anv: 0.0555556, best: 0.0555556 
Epoch: 0, step: 20, training: 0.25, loss: 2556.36, testing: 0.166667, top2: 0.333333, anv: 0.111111, best: 0.111111 
Epoch: 1, step: 40, training: 0.375, loss: 470.49, testing: 0.166667, top2: 0.333333, anv: 0.166667, best: 0.166667 
Epoch: 2, step: 60, training: 0.6875, loss: 50.6416, testing: 0.333333, top2: 0.833333, anv: 0.222222, best: 0.222222 
Epoch: 3, step: 80, training: 0.8125, loss: 23.345, testing: 0.5, top2: 0.666667, anv: 0.333333, best: 0.333333 
Epoch: 4, step: 100, training: 0.875, loss: 28.0287, testing: 0.5, top2: 0.666667, anv: 0.444444, best: 0.444444 
Epoch: 5, step: 120, training: 0.9375, loss: 24.6059, testing: 0.5, top2: 0.666667, anv: 0.5, best: 0.5 
Epoch: 6, step: 140, training: 1, loss: 17.1425, testing: 0.5, top2: 0.666667, anv: 0.5, best: 0.5 
Epoch: 7, step: 160, training: 1, loss: 20.1594, testing: 0.5, top2: 0.666667, anv: 0.5, best: 0.5 
Epoch: 8, step: 180, training: 1, loss: 10.0014, testing: 0.666667, top2: 0.833333, anv: 0.555556, best: 0.555556 
Epoch: 9, step: 200, training: 1, loss: 4.35036, testing: 0.833333, top2: 0.833333, anv: 0.666667, best: 0.666667 
Epoch: 10, step: 220, training: 1, loss: 5.86491, testing: 0.833333, top2: 0.833333, anv: 0.777778, best: 0.777778 
Epoch: 11, step: 240, training: 1, loss: 12.1128, testing: 0.666667, top2: 0.666667, anv: 0.777778, best: 0.777778 
Epoch: 12, step: 260, training: 1, loss: 10.3727, testing: 0.666667, top2: 0.833333, anv: 0.722222, best: 0.777778 
Epoch: 13, step: 280, training: 1, loss: 10.0444, testing: 0.833333, top2: 0.833333, anv: 0.722222, best: 0.777778 
Epoch: 14, step: 300, training: 1, loss: 5.53104, testing: 0.833333, top2: 0.833333, anv: 0.777778, best: 0.777778 
Epoch: 15, step: 320, training: 1, loss: 4.47819, testing: 0.833333, top2: 0.833333, anv: 0.833333, best: 0.833333 
Epoch: 16, step: 340, training: 1, loss: 4.36127, testing: 0.833333, top2: 1, anv: 0.833333, best: 0.833333 
Epoch: 17, step: 360, training: 1, loss: 5.64058, testing: 0.833333, top2: 1, anv: 0.833333, best: 0.833333 
Epoch: 18, step: 380, training: 1, loss: 5.94283, testing: 0.833333, top2: 0.833333, anv: 0.833333, best: 0.833333 
Epoch: 19, step: 400, training: 1, loss: 4.43084, testing: 0.833333, top2: 0.833333, anv: 0.833333, best: 0.833333 
Epoch: 20, step: 420, training: 1, loss: 3.69698, testing: 0.833333, top2: 0.833333, anv: 0.833333, best: 0.833333 
Epoch: 21, step: 440, training: 1, loss: 5.14033, testing: 0.833333, top2: 0.833333, anv: 0.833333, best: 0.833333 
Epoch: 22, step: 460, training: 1, loss: 4.03835, testing: 0.833333, top2: 1, anv: 0.833333, best: 0.833333 
Epoch: 23, step: 480, training: 1, loss: 4.59741, testing: 0.833333, top2: 0.833333, anv: 0.833333, best: 0.833333 
Epoch: 24, step: 500, training: 1, loss: 5.04334, testing: 0.833333, top2: 0.833333, anv: 0.833333, best: 0.833333 
Epoch: 25, step: 520, training: 1, loss: 4.98516, testing: 0.833333, top2: 0.833333, anv: 0.833333, best: 0.833333 
Epoch: 26, step: 540, training: 1, loss: 5.44806, testing: 0.833333, top2: 0.833333, anv: 0.833333, best: 0.833333 
Epoch: 27, step: 560, training: 1, loss: 5.26966, testing: 0.833333, top2: 0.833333, anv: 0.833333, best: 0.833333 
Epoch: 28, step: 580, training: 1, loss: 5.30959, testing: 0.833333, top2: 0.833333, anv: 0.833333, best: 0.833333 
Epoch: 29, step: 600, training: 1, loss: 4.96874, testing: 0.833333, top2: 0.833333, anv: 0.833333, best: 0.833333 
Epoch: 30, step: 620, training: 1, loss: 4.62939, testing: 0.833333, top2: 0.833333, anv: 0.833333, best: 0.833333 
 The training is finished at Sat May 13 15:44:20 2017 
****************************************
current sequence is 8
****************************************
Epoch: 0, step: 0, training: 0.1875, loss: 23656.7, testing: 0.142857, top2: 0.285714, anv: 0.047619, best: 0.047619 
Epoch: 1, step: 20, training: 0.1875, loss: 1578.28, testing: 0.142857, top2: 0.285714, anv: 0.0952381, best: 0.0952381 
Epoch: 2, step: 40, training: 0.25, loss: 368.635, testing: 0.142857, top2: 0.285714, anv: 0.142857, best: 0.142857 
