Thu May 11 11:17:47 2017 Finetune the dual-nets model with two independent feature variables on UT-Interaction set1! 
****************************************
current sequence is 1
****************************************
Epoch: 0, step: 0, training: 0.375, loss: 52940.1, testing: 0.166667, top2: 0.333333, anv: 0.0555556, best: 0.0555556 
Epoch: 0, step: 20, training: 0.1875, loss: 1410.55, testing: 0.333333, top2: 0.333333, anv: 0.166667, best: 0.166667 
Epoch: 1, step: 40, training: 0.5, loss: 190.725, testing: 0.5, top2: 0.5, anv: 0.333333, best: 0.333333 
Epoch: 2, step: 60, training: 0.5, loss: 84.2489, testing: 0.166667, top2: 0.666667, anv: 0.333333, best: 0.333333 
Epoch: 3, step: 80, training: 0.5, loss: 39.8753, testing: 0.166667, top2: 0.666667, anv: 0.277778, best: 0.333333 
Epoch: 4, step: 100, training: 0.5, loss: 39.1839, testing: 0.5, top2: 0.833333, anv: 0.277778, best: 0.333333 
Epoch: 5, step: 120, training: 0.5, loss: 11.9511, testing: 0.666667, top2: 1, anv: 0.444444, best: 0.444444 
Epoch: 6, step: 140, training: 0.75, loss: 37.14, testing: 0.333333, top2: 1, anv: 0.5, best: 0.5 
Epoch: 7, step: 160, training: 0.875, loss: 11.989, testing: 0.666667, top2: 0.666667, anv: 0.555556, best: 0.555556 
Epoch: 8, step: 180, training: 0.875, loss: 4.26667, testing: 0.833333, top2: 1, anv: 0.611111, best: 0.611111 
Epoch: 9, step: 200, training: 0.875, loss: 8.60936, testing: 0.833333, top2: 1, anv: 0.777778, best: 0.777778 
Epoch: 10, step: 220, training: 1, loss: 9.9059, testing: 0.666667, top2: 0.833333, anv: 0.777778, best: 0.777778 
Epoch: 11, step: 240, training: 1, loss: 4.82371, testing: 0.833333, top2: 0.833333, anv: 0.777778, best: 0.777778 
Epoch: 12, step: 260, training: 0.9375, loss: 2.87755, testing: 0.833333, top2: 1, anv: 0.777778, best: 0.777778 
Epoch: 13, step: 280, training: 1, loss: 5.57883, testing: 0.833333, top2: 1, anv: 0.833333, best: 0.833333 
Epoch: 14, step: 300, training: 1, loss: 4.17776, testing: 1, top2: 1, anv: 0.888889, best: 0.888889 
Epoch: 15, step: 320, training: 1, loss: 5.66577, testing: 0.833333, top2: 1, anv: 0.888889, best: 0.888889 
Epoch: 16, step: 340, training: 1, loss: 4.01564, testing: 0.833333, top2: 1, anv: 0.888889, best: 0.888889 
Epoch: 17, step: 360, training: 0.9375, loss: 5.785, testing: 1, top2: 1, anv: 0.888889, best: 0.888889 
Epoch: 18, step: 380, training: 1, loss: 7.27046, testing: 0.833333, top2: 1, anv: 0.888889, best: 0.888889 
Epoch: 19, step: 400, training: 1, loss: 6.24431, testing: 0.833333, top2: 1, anv: 0.888889, best: 0.888889 
Epoch: 20, step: 420, training: 1, loss: 3.80524, testing: 1, top2: 1, anv: 0.888889, best: 0.888889 
Epoch: 21, step: 440, training: 1, loss: 4.52875, testing: 0.833333, top2: 1, anv: 0.888889, best: 0.888889 
Epoch: 22, step: 460, training: 1, loss: 7.18341, testing: 0.833333, top2: 1, anv: 0.888889, best: 0.888889 
Epoch: 23, step: 480, training: 1, loss: 5.35, testing: 0.833333, top2: 1, anv: 0.833333, best: 0.888889 
Epoch: 24, step: 500, training: 1, loss: 4.96007, testing: 0.833333, top2: 1, anv: 0.833333, best: 0.888889 
Epoch: 25, step: 520, training: 0.9375, loss: 4.55976, testing: 0.833333, top2: 1, anv: 0.833333, best: 0.888889 
Epoch: 26, step: 540, training: 1, loss: 4.68973, testing: 0.833333, top2: 1, anv: 0.833333, best: 0.888889 
Epoch: 27, step: 560, training: 1, loss: 4.94435, testing: 0.833333, top2: 1, anv: 0.833333, best: 0.888889 
Epoch: 28, step: 580, training: 1, loss: 4.54752, testing: 0.833333, top2: 1, anv: 0.833333, best: 0.888889 
Epoch: 29, step: 600, training: 1, loss: 4.53098, testing: 0.833333, top2: 1, anv: 0.833333, best: 0.888889 
Epoch: 30, step: 620, training: 1, loss: 4.81765, testing: 0.833333, top2: 1, anv: 0.833333, best: 0.888889 
 The training is finished at Thu May 11 11:32:28 2017 
****************************************
current sequence is 2
****************************************
Epoch: 0, step: 0, training: 0.125, loss: 24512.4, testing: 0.166667, top2: 0.333333, anv: 0.0555556, best: 0.0555556 
Epoch: 0, step: 20, training: 0.5, loss: 990.352, testing: 0.333333, top2: 0.333333, anv: 0.166667, best: 0.166667 
Epoch: 1, step: 40, training: 0.5625, loss: 220.091, testing: 0.166667, top2: 0.166667, anv: 0.222222, best: 0.222222 
Epoch: 2, step: 60, training: 0.5, loss: 102.169, testing: 0.166667, top2: 0.5, anv: 0.222222, best: 0.222222 
Epoch: 3, step: 80, training: 0.625, loss: 36.049, testing: 0.333333, top2: 0.5, anv: 0.222222, best: 0.222222 
Epoch: 4, step: 100, training: 0.6875, loss: 26.4682, testing: 0.5, top2: 0.5, anv: 0.333333, best: 0.333333 
Epoch: 5, step: 120, training: 0.625, loss: 27.0352, testing: 0.166667, top2: 0.5, anv: 0.333333, best: 0.333333 
Epoch: 6, step: 140, training: 0.5, loss: 44.0695, testing: 0.333333, top2: 0.666667, anv: 0.333333, best: 0.333333 
Epoch: 7, step: 160, training: 0.875, loss: 14.6779, testing: 0.333333, top2: 0.666667, anv: 0.277778, best: 0.333333 
Epoch: 8, step: 180, training: 0.875, loss: 16.5463, testing: 0.333333, top2: 0.5, anv: 0.333333, best: 0.333333 
Epoch: 9, step: 200, training: 0.875, loss: 14.1964, testing: 0.333333, top2: 0.666667, anv: 0.333333, best: 0.333333 
Epoch: 10, step: 220, training: 0.9375, loss: 12.9604, testing: 0.166667, top2: 0.666667, anv: 0.277778, best: 0.333333 
Epoch: 11, step: 240, training: 0.9375, loss: 11.9213, testing: 0.333333, top2: 0.5, anv: 0.277778, best: 0.333333 
Epoch: 12, step: 260, training: 1, loss: 9.16402, testing: 0.666667, top2: 0.666667, anv: 0.388889, best: 0.388889 
Epoch: 13, step: 280, training: 0.875, loss: 15.4034, testing: 0.5, top2: 0.833333, anv: 0.5, best: 0.5 
Epoch: 14, step: 300, training: 0.9375, loss: 15.5772, testing: 0.5, top2: 0.5, anv: 0.555556, best: 0.555556 
Epoch: 15, step: 320, training: 1, loss: 11.354, testing: 0.5, top2: 0.833333, anv: 0.5, best: 0.555556 
Epoch: 16, step: 340, training: 1, loss: 11.9485, testing: 0.666667, top2: 0.833333, anv: 0.555556, best: 0.555556 
Epoch: 17, step: 360, training: 1, loss: 9.54013, testing: 0.666667, top2: 0.833333, anv: 0.611111, best: 0.611111 
Epoch: 18, step: 380, training: 1, loss: 9.913, testing: 0.333333, top2: 0.666667, anv: 0.555556, best: 0.611111 
Epoch: 19, step: 400, training: 1, loss: 10.6893, testing: 0.333333, top2: 0.833333, anv: 0.444444, best: 0.611111 
Epoch: 20, step: 420, training: 0.9375, loss: 10.9012, testing: 0.5, top2: 0.833333, anv: 0.388889, best: 0.611111 
Epoch: 21, step: 440, training: 1, loss: 10.2833, testing: 0.5, top2: 0.833333, anv: 0.444444, best: 0.611111 
Epoch: 22, step: 460, training: 1, loss: 11.0317, testing: 0.5, top2: 0.666667, anv: 0.5, best: 0.611111 
Epoch: 23, step: 480, training: 1, loss: 10.6799, testing: 0.5, top2: 0.833333, anv: 0.5, best: 0.611111 
Epoch: 24, step: 500, training: 0.9375, loss: 10.9384, testing: 0.333333, top2: 0.833333, anv: 0.444444, best: 0.611111 
Epoch: 25, step: 520, training: 1, loss: 11.5073, testing: 0.5, top2: 0.833333, anv: 0.444444, best: 0.611111 
Epoch: 26, step: 540, training: 1, loss: 10.8443, testing: 0.5, top2: 0.833333, anv: 0.444444, best: 0.611111 
Epoch: 27, step: 560, training: 1, loss: 12.342, testing: 0.333333, top2: 0.5, anv: 0.444444, best: 0.611111 
Epoch: 28, step: 580, training: 1, loss: 12.1062, testing: 0.5, top2: 0.666667, anv: 0.444444, best: 0.611111 
