Sat Jun 10 14:08:12 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
-------------------------------------------------------------------------
---------------------------- RUN 0 ------------------------------
-------------------------------------------------------------------------
****************************************
current sequence is 1
****************************************
seq1, epoch0, step: 0, training: 0.3125, loss_tr: 2.30895, loss_t: 1.9532, testing: 0.166667, t2y: 0.166667
seq1, epoch0, step: 10, training: 0.1875, loss_tr: 2.3199, loss_t: 1.94721, testing: 0.166667, t2y: 0.5
seq1, epoch0, step: 20, training: 0.5625, loss_tr: 2.04477, loss_t: 1.79254, testing: 0.222222, t2y: 0.666667
seq1, epoch0, step: 30, training: 0.25, loss_tr: 2.01257, loss_t: 1.58605, testing: 0.222222, t2y: 0.833333
seq1, epoch0, step: 40, training: 0.5625, loss_tr: 1.70333, loss_t: 1.35985, testing: 0.333333, t2y: 0.833333
seq1, epoch0, step: 50, training: 0.6875, loss_tr: 1.5864, loss_t: 1.19075, testing: 0.444444, t2y: 0.833333
seq1, epoch0, step: 60, training: 0.625, loss_tr: 1.20917, loss_t: 1.06384, testing: 0.611111, t2y: 0.833333
seq1, epoch0, step: 70, training: 0.8125, loss_tr: 1.25407, loss_t: 0.916199, testing: 0.722222, t2y: 1
seq1, epoch1, step: 80, training: 0.5625, loss_tr: 1.20544, loss_t: 0.875167, testing: 0.666667, t2y: 1
seq1, epoch1, step: 90, training: 0.9375, loss_tr: 1.0473, loss_t: 0.811231, testing: 0.722222, t2y: 0.833333
seq1, epoch1, step: 100, training: 0.875, loss_tr: 0.877736, loss_t: 0.748005, testing: 0.722222, t2y: 1
seq1, epoch1, step: 110, training: 0.875, loss_tr: 0.883161, loss_t: 0.635171, testing: 0.833333, t2y: 1
seq1, epoch1, step: 120, training: 0.9375, loss_tr: 0.905134, loss_t: 0.563655, testing: 0.777778, t2y: 1
seq1, epoch1, step: 130, training: 0.9375, loss_tr: 0.660452, loss_t: 0.514445, testing: 0.777778, t2y: 1
seq1, epoch1, step: 140, training: 1, loss_tr: 0.623972, loss_t: 0.47281, testing: 0.833333, t2y: 1
seq1, epoch1, step: 150, training: 0.75, loss_tr: 0.662909, loss_t: 0.404465, testing: 0.944444, t2y: 1
seq1, epoch2, step: 160, training: 0.9375, loss_tr: 0.673356, loss_t: 0.349205, testing: 1, t2y: 1
seq1, epoch2, step: 170, training: 0.9375, loss_tr: 0.533918, loss_t: 0.337601, testing: 1, t2y: 1
seq1, epoch2, step: 180, training: 0.9375, loss_tr: 0.386422, loss_t: 0.318217, testing: 1, t2y: 1
seq1, epoch2, step: 190, training: 1, loss_tr: 0.398517, loss_t: 0.287794, testing: 1, t2y: 1
seq1, epoch2, step: 200, training: 1, loss_tr: 0.28305, loss_t: 0.228902, testing: 1, t2y: 1
seq1, epoch2, step: 210, training: 0.9375, loss_tr: 0.264691, loss_t: 0.179449, testing: 1, t2y: 1
seq1, epoch2, step: 220, training: 1, loss_tr: 0.221441, loss_t: 0.154818, testing: 1, t2y: 1
seq1, epoch2, step: 230, training: 1, loss_tr: 0.259739, loss_t: 0.135972, testing: 1, t2y: 1
