Sun Jun 11 11:30:56 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
-------------------------------------------------------------------------
---------------------------- RUN 0 ------------------------------
-------------------------------------------------------------------------
****************************************
current sequence is 1
****************************************
seq1, epoch0, step: 0, training: 0.25, loss_tr: 1.703, loss_t: 2.03476, testing: 0.166667, t2y: 0.5
seq1, epoch0, step: 10, training: 0.25, loss_tr: 1.81064, loss_t: 1.95272, testing: 0.277778, t2y: 0.5
seq1, epoch1, step: 20, training: 0.5, loss_tr: 1.6987, loss_t: 1.81733, testing: 0.333333, t2y: 0.333333
seq1, epoch1, step: 30, training: 0.4375, loss_tr: 1.50879, loss_t: 1.58196, testing: 0.333333, t2y: 0.5
seq1, epoch2, step: 40, training: 0.625, loss_tr: 1.29149, loss_t: 1.46048, testing: 0.333333, t2y: 0.666667
seq1, epoch2, step: 50, training: 0.8125, loss_tr: 1.09082, loss_t: 1.23667, testing: 0.444444, t2y: 0.833333
seq1, epoch3, step: 60, training: 0.875, loss_tr: 0.944932, loss_t: 1.01195, testing: 0.666667, t2y: 1
seq1, epoch3, step: 70, training: 0.9375, loss_tr: 0.644806, loss_t: 0.746103, testing: 0.722222, t2y: 1
seq1, epoch4, step: 80, training: 0.9375, loss_tr: 0.513687, loss_t: 0.590724, testing: 0.777778, t2y: 1
seq1, epoch4, step: 90, training: 0.8125, loss_tr: 0.404724, loss_t: 0.572907, testing: 0.777778, t2y: 0.833333
seq1, epoch5, step: 100, training: 1, loss_tr: 0.330046, loss_t: 0.501592, testing: 0.888889, t2y: 1
seq1, epoch5, step: 110, training: 0.875, loss_tr: 0.328672, loss_t: 0.516526, testing: 0.833333, t2y: 0.833333
seq1, epoch6, step: 120, training: 1, loss_tr: 0.258722, loss_t: 0.456425, testing: 0.833333, t2y: 0.833333
seq1, epoch6, step: 130, training: 0.9375, loss_tr: 0.232344, loss_t: 0.417719, testing: 0.777778, t2y: 1
seq1, epoch7, step: 140, training: 1, loss_tr: 0.184112, loss_t: 0.357371, testing: 0.833333, t2y: 0.833333
seq1, epoch7, step: 150, training: 0.9375, loss_tr: 0.164806, loss_t: 0.33664, testing: 0.833333, t2y: 0.833333
seq1, epoch8, step: 160, training: 0.9375, loss_tr: 0.147122, loss_t: 0.322106, testing: 0.888889, t2y: 1
