Mon Apr 10 15:30:10 2017 Finetune the dual-nets model with two independent feature variables on UT-Interaction set1! 
****************************************
current sequence is 1
****************************************
Epoch: 0, step: 0, training: 0.1875, testing: 0.166667, anv: 0.0555556, best: 0.0555556 
Epoch: 0, step: 20, training: 0.375, testing: 0.166667, anv: 0.111111, best: 0.111111 
Epoch: 0, step: 40, training: 0.125, testing: 0.166667, anv: 0.166667, best: 0.166667 
Epoch: 0, step: 60, training: 0.375, testing: 0.5, anv: 0.277778, best: 0.277778 
Epoch: 0, step: 80, training: 0.5, testing: 0.333333, anv: 0.333333, best: 0.333333 
Epoch: 0, step: 100, training: 0.4375, testing: 0.333333, anv: 0.388889, best: 0.388889 
Epoch: 0, step: 120, training: 0.8125, testing: 0.666667, anv: 0.444444, best: 0.444444 
Epoch: 0, step: 140, training: 0.625, testing: 0.333333, anv: 0.444444, best: 0.444444 
Epoch: 0, step: 160, training: 0.8125, testing: 0.666667, anv: 0.555556, best: 0.555556 
Epoch: 0, step: 180, training: 0.625, testing: 0.666667, anv: 0.555556, best: 0.555556 
Epoch: 0, step: 200, training: 0.75, testing: 0.5, anv: 0.611111, best: 0.611111 
Epoch: 0, step: 220, training: 0.875, testing: 0.666667, anv: 0.611111, best: 0.611111 
Epoch: 0, step: 240, training: 0.75, testing: 0.5, anv: 0.555556, best: 0.611111 
Epoch: 0, step: 260, training: 1, testing: 0.666667, anv: 0.611111, best: 0.611111 
Epoch: 0, step: 280, training: 0.875, testing: 0.666667, anv: 0.611111, best: 0.611111 
Epoch: 0, step: 300, training: 0.9375, testing: 0.5, anv: 0.611111, best: 0.611111 
Epoch: 0, step: 320, training: 0.9375, testing: 0.5, anv: 0.555556, best: 0.611111 
Epoch: 0, step: 340, training: 1, testing: 0.333333, anv: 0.444444, best: 0.611111 
Epoch: 0, step: 360, training: 0.75, testing: 0.5, anv: 0.444444, best: 0.611111 
Epoch: 0, step: 380, training: 1, testing: 0.666667, anv: 0.5, best: 0.611111 
Epoch: 0, step: 400, training: 0.9375, testing: 0.666667, anv: 0.611111, best: 0.611111 
Epoch: 0, step: 420, training: 1, testing: 0.5, anv: 0.611111, best: 0.611111 
Epoch: 0, step: 440, training: 0.9375, testing: 0.833333, anv: 0.666667, best: 0.666667 
Epoch: 0, step: 460, training: 1, testing: 0.5, anv: 0.611111, best: 0.666667 
Epoch: 0, step: 480, training: 0.9375, testing: 0.666667, anv: 0.666667, best: 0.666667 
Epoch: 0, step: 500, training: 0.9375, testing: 0.5, anv: 0.555556, best: 0.666667 
Epoch: 0, step: 520, training: 1, testing: 0.5, anv: 0.555556, best: 0.666667 
Epoch: 0, step: 540, training: 0.9375, testing: 0.666667, anv: 0.555556, best: 0.666667 
Epoch: 0, step: 560, training: 1, testing: 0.5, anv: 0.555556, best: 0.666667 
Epoch: 0, step: 580, training: 1, testing: 0.5, anv: 0.555556, best: 0.666667 
Epoch: 0, step: 600, training: 1, testing: 0.833333, anv: 0.611111, best: 0.666667 
Epoch: 0, step: 620, training: 1, testing: 0.666667, anv: 0.666667, best: 0.666667 
Epoch: 0, step: 640, training: 1, testing: 0.833333, anv: 0.777778, best: 0.777778 
Epoch: 0, step: 660, training: 1, testing: 0.833333, anv: 0.777778, best: 0.777778 
Epoch: 0, step: 680, training: 0.9375, testing: 0.833333, anv: 0.833333, best: 0.833333 
Epoch: 0, step: 700, training: 1, testing: 0.833333, anv: 0.833333, best: 0.833333 
Epoch: 0, step: 720, training: 1, testing: 0.833333, anv: 0.833333, best: 0.833333 
Epoch: 0, step: 740, training: 1, testing: 0.666667, anv: 0.777778, best: 0.833333 
Epoch: 0, step: 760, training: 1, testing: 0.833333, anv: 0.777778, best: 0.833333 
Epoch: 0, step: 780, training: 1, testing: 0.833333, anv: 0.777778, best: 0.833333 
Epoch: 0, step: 800, training: 1, testing: 0.5, anv: 0.722222, best: 0.833333 
Epoch: 0, step: 820, training: 1, testing: 0.833333, anv: 0.722222, best: 0.833333 
