Mon May  8 11:36:29 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
****************************************
current sequence is 4
****************************************
epoch: 0, step: 0, training: 0.4375, loss: 1.33896e+11, testing: 0.166667, t2y: 0.5, anv: 0.0555556, best: 0.0555556 
epoch: 1, step: 20, training: 0.375, loss: 3.66104e+10, testing: 0.333333, t2y: 0.5, anv: 0.166667, best: 0.166667 
epoch: 2, step: 40, training: 0.5, loss: 1.02015e+10, testing: 0.166667, t2y: 0.666667, anv: 0.222222, best: 0.222222 
epoch: 3, step: 60, training: 0.6875, loss: 3.24256e+09, testing: 0.5, t2y: 0.666667, anv: 0.333333, best: 0.333333 
epoch: 4, step: 80, training: 0.625, loss: 3.40041e+09, testing: 0.333333, t2y: 0.833333, anv: 0.333333, best: 0.333333 
epoch: 5, step: 100, training: 0.875, loss: 1.87517e+09, testing: 0.5, t2y: 0.666667, anv: 0.444444, best: 0.444444 
epoch: 6, step: 120, training: 1, loss: 9.9008e+08, testing: 0.333333, t2y: 0.833333, anv: 0.388889, best: 0.444444 
epoch: 7, step: 140, training: 0.6875, loss: 8.09107e+08, testing: 0.333333, t2y: 1, anv: 0.388889, best: 0.444444 
epoch: 8, step: 160, training: 1, loss: 2.63031e+08, testing: 0.5, t2y: 0.666667, anv: 0.388889, best: 0.444444 
epoch: 9, step: 180, training: 1, loss: 2.36826e+08, testing: 0.666667, t2y: 0.666667, anv: 0.5, best: 0.5 
epoch: 10, step: 200, training: 0.9375, loss: 3.13255e+08, testing: 0.333333, t2y: 0.666667, anv: 0.5, best: 0.5 
epoch: 11, step: 220, training: 0.9375, loss: 1.67167e+08, testing: 0.333333, t2y: 0.5, anv: 0.444444, best: 0.5 
epoch: 12, step: 240, training: 0.875, loss: 2.79263e+08, testing: 0.5, t2y: 0.666667, anv: 0.388889, best: 0.5 
epoch: 13, step: 260, training: 0.9375, loss: 1.42122e+08, testing: 0.333333, t2y: 0.666667, anv: 0.388889, best: 0.5 
epoch: 14, step: 280, training: 1, loss: 6.93466e+07, testing: 0.333333, t2y: 0.666667, anv: 0.388889, best: 0.5 
epoch: 15, step: 300, training: 1, loss: 8.56143e+07, testing: 0.5, t2y: 0.666667, anv: 0.388889, best: 0.5 
epoch: 16, step: 320, training: 1, loss: 9.5289e+07, testing: 0.333333, t2y: 0.666667, anv: 0.388889, best: 0.5 
epoch: 17, step: 340, training: 1, loss: 1.78818e+08, testing: 0.5, t2y: 0.666667, anv: 0.444444, best: 0.5 
epoch: 18, step: 360, training: 1, loss: 1.39556e+07, testing: 0.333333, t2y: 0.666667, anv: 0.388889, best: 0.5 
epoch: 19, step: 380, training: 1, loss: 3.00603e+07, testing: 0.666667, t2y: 0.666667, anv: 0.5, best: 0.5 
epoch: 20, step: 400, training: 1, loss: 1.05141e+08, testing: 0.5, t2y: 0.5, anv: 0.5, best: 0.5 
epoch: 21, step: 420, training: 1, loss: 2.39533e+07, testing: 0.5, t2y: 0.666667, anv: 0.555556, best: 0.555556 
epoch: 22, step: 440, training: 1, loss: 4.09052e+07, testing: 0.5, t2y: 0.666667, anv: 0.5, best: 0.555556 
epoch: 23, step: 460, training: 1, loss: 1.03505e+07, testing: 0.666667, t2y: 0.666667, anv: 0.555556, best: 0.555556 
epoch: 24, step: 480, training: 1, loss: 8.80788e+07, testing: 0.333333, t2y: 0.666667, anv: 0.5, best: 0.555556 
epoch: 25, step: 500, training: 1, loss: 0, testing: 0.5, t2y: 0.666667, anv: 0.5, best: 0.555556 
epoch: 26, step: 520, training: 1, loss: 5.3497e+07, testing: 0.5, t2y: 0.5, anv: 0.444444, best: 0.555556 
epoch: 27, step: 540, training: 1, loss: 1.01192e+07, testing: 0.5, t2y: 0.666667, anv: 0.5, best: 0.555556 
epoch: 28, step: 560, training: 1, loss: 6.96338e+07, testing: 0.5, t2y: 0.5, anv: 0.5, best: 0.555556 
epoch: 29, step: 580, training: 1, loss: 5.41438e+07, testing: 0.5, t2y: 0.833333, anv: 0.5, best: 0.555556 
epoch: 30, step: 600, training: 1, loss: 0, testing: 0.5, t2y: 0.666667, anv: 0.5, best: 0.555556 
epoch: 31, step: 620, training: 1, loss: 0, testing: 0.5, t2y: 0.833333, anv: 0.5, best: 0.555556 
epoch: 32, step: 640, training: 1, loss: 1.54086e+07, testing: 0.333333, t2y: 0.666667, anv: 0.444444, best: 0.555556 
epoch: 33, step: 660, training: 1, loss: 6.05416e+06, testing: 0.5, t2y: 0.666667, anv: 0.444444, best: 0.555556 
epoch: 34, step: 680, training: 1, loss: 4.91476e+07, testing: 0.5, t2y: 0.666667, anv: 0.444444, best: 0.555556 
epoch: 35, step: 700, training: 1, loss: 0, testing: 0.333333, t2y: 0.666667, anv: 0.444444, best: 0.555556 
epoch: 36, step: 720, training: 1, loss: 0, testing: 0.333333, t2y: 0.833333, anv: 0.388889, best: 0.555556 
epoch: 37, step: 740, training: 1, loss: 0, testing: 0.5, t2y: 0.833333, anv: 0.388889, best: 0.555556 
epoch: 38, step: 760, training: 1, loss: 0, testing: 0.333333, t2y: 0.833333, anv: 0.388889, best: 0.555556 
epoch: 39, step: 780, training: 1, loss: 0, testing: 0.5, t2y: 0.833333, anv: 0.444444, best: 0.555556 
epoch: 40, step: 800, training: 1, loss: 0, testing: 0.5, t2y: 0.833333, anv: 0.444444, best: 0.555556 
epoch: 41, step: 820, training: 1, loss: 1.4506e+07, testing: 0.333333, t2y: 0.666667, anv: 0.444444, best: 0.555556 
epoch: 42, step: 840, training: 1, loss: 2.44441e+07, testing: 0.5, t2y: 0.666667, anv: 0.444444, best: 0.555556 
epoch: 43, step: 860, training: 1, loss: 1.52966e+07, testing: 0.333333, t2y: 0.666667, anv: 0.388889, best: 0.555556 
epoch: 44, step: 880, training: 1, loss: 0, testing: 0.5, t2y: 0.666667, anv: 0.444444, best: 0.555556 
epoch: 45, step: 900, training: 1, loss: 0, testing: 0.5, t2y: 0.5, anv: 0.444444, best: 0.555556 
epoch: 46, step: 920, training: 1, loss: 4.98914e+07, testing: 0.666667, t2y: 0.666667, anv: 0.555556, best: 0.555556 
epoch: 47, step: 940, training: 1, loss: 1.082e+06, testing: 0.5, t2y: 0.666667, anv: 0.555556, best: 0.555556 
epoch: 48, step: 960, training: 1, loss: 0, testing: 0.5, t2y: 0.5, anv: 0.555556, best: 0.555556 
epoch: 49, step: 980, training: 1, loss: 0, testing: 0.5, t2y: 0.5, anv: 0.5, best: 0.555556 
epoch: 50, step: 1000, training: 1, loss: 1.93426e+06, testing: 0.333333, t2y: 0.833333, anv: 0.444444, best: 0.555556 
epoch: 51, step: 1020, training: 1, loss: 0, testing: 0.333333, t2y: 0.833333, anv: 0.388889, best: 0.555556 
epoch: 52, step: 1040, training: 1, loss: 6.86994e+06, testing: 0.333333, t2y: 0.5, anv: 0.333333, best: 0.555556 
