Sat Apr  8 23:31:17 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
****************************************
current sequence is 2
****************************************
step 0, training: 0.2, testing: 0.166667, anv: 0.0166667, best 0.0166667 
step 20, training: 0.466667, testing: 0.166667, anv: 0.0333333, best 0.0333333 
step 40, training: 0.533333, testing: 0.166667, anv: 0.05, best 0.05 
step 60, training: 0.266667, testing: 0.166667, anv: 0.0666667, best 0.0666667 
step 80, training: 0.4, testing: 0.5, anv: 0.116667, best 0.116667 
step 100, training: 0.266667, testing: 0.333333, anv: 0.15, best 0.15 
step 120, training: 0.0666667, testing: 0.333333, anv: 0.183333, best 0.183333 
step 140, training: 0.2, testing: 0.333333, anv: 0.216667, best 0.216667 
step 160, training: 0.6, testing: 0.666667, anv: 0.283333, best 0.283333 
step 180, training: 0.533333, testing: 0.5, anv: 0.333333, best 0.333333 
step 200, training: 0.533333, testing: 0.5, anv: 0.366667, best 0.366667 
step 220, training: 0.466667, testing: 0.5, anv: 0.4, best 0.4 
step 240, training: 0.533333, testing: 0.666667, anv: 0.45, best 0.45 
step 260, training: 0.733333, testing: 0.5, anv: 0.483333, best 0.483333 
step 280, training: 0.8, testing: 0.666667, anv: 0.5, best 0.5 
step 300, training: 0.6, testing: 0.666667, anv: 0.533333, best 0.533333 
step 320, training: 0.466667, testing: 0.5, anv: 0.55, best 0.55 
step 340, training: 0.666667, testing: 0.333333, anv: 0.55, best 0.55 
step 360, training: 0.533333, testing: 0.666667, anv: 0.55, best 0.55 
step 380, training: 0.866667, testing: 0.666667, anv: 0.566667, best 0.566667 
step 400, training: 0.666667, testing: 0.666667, anv: 0.583333, best 0.583333 
step 420, training: 0.866667, testing: 0.666667, anv: 0.6, best 0.6 
step 440, training: 0.8, testing: 0.666667, anv: 0.6, best 0.6 
step 460, training: 0.733333, testing: 0.666667, anv: 0.616667, best 0.616667 
step 480, training: 0.8, testing: 0.666667, anv: 0.616667, best 0.616667 
step 500, training: 0.733333, testing: 0.666667, anv: 0.616667, best 0.616667 
step 520, training: 0.733333, testing: 0.666667, anv: 0.633333, best 0.633333 
step 540, training: 0.733333, testing: 0.666667, anv: 0.666667, best 0.666667 
step 560, training: 0.933333, testing: 0.666667, anv: 0.666667, best 0.666667 
step 580, training: 0.933333, testing: 0.666667, anv: 0.666667, best 0.666667 
step 600, training: 0.866667, testing: 0.5, anv: 0.65, best 0.666667 
step 620, training: 0.666667, testing: 0.666667, anv: 0.65, best 0.666667 
step 640, training: 0.8, testing: 0.666667, anv: 0.65, best 0.666667 
step 660, training: 0.933333, testing: 0.666667, anv: 0.65, best 0.666667 
step 680, training: 0.866667, testing: 0.666667, anv: 0.65, best 0.666667 
step 700, training: 1, testing: 0.666667, anv: 0.65, best 0.666667 
step 720, training: 0.866667, testing: 0.666667, anv: 0.65, best 0.666667 
step 740, training: 0.933333, testing: 0.666667, anv: 0.65, best 0.666667 
step 760, training: 1, testing: 0.5, anv: 0.633333, best 0.666667 
step 780, training: 1, testing: 0.333333, anv: 0.6, best 0.666667 
step 800, training: 0.933333, testing: 0.5, anv: 0.6, best 0.666667 
step 820, training: 1, testing: 0.5, anv: 0.583333, best 0.666667 
step 840, training: 1, testing: 0.666667, anv: 0.583333, best 0.666667 
step 860, training: 0.933333, testing: 0.5, anv: 0.566667, best 0.666667 
step 880, training: 1, testing: 0.666667, anv: 0.566667, best 0.666667 
step 900, training: 1, testing: 0.5, anv: 0.55, best 0.666667 
step 920, training: 0.933333, testing: 0.666667, anv: 0.55, best 0.666667 
step 940, training: 0.933333, testing: 0.5, anv: 0.533333, best 0.666667 
step 960, training: 1, testing: 0.5, anv: 0.533333, best 0.666667 
step 980, training: 0.933333, testing: 0.5, anv: 0.55, best 0.666667 
step 1000, training: 0.866667, testing: 0.5, anv: 0.55, best 0.666667 
step 1020, training: 1, testing: 0.5, anv: 0.55, best 0.666667 
step 1040, training: 0.933333, testing: 0.5, anv: 0.533333, best 0.666667 
step 1060, training: 1, testing: 0.666667, anv: 0.55, best 0.666667 
step 1080, training: 1, testing: 0.666667, anv: 0.55, best 0.666667 
step 1100, training: 0.866667, testing: 0.666667, anv: 0.566667, best 0.666667 
step 1120, training: 0.933333, testing: 0.666667, anv: 0.566667, best 0.666667 
step 1140, training: 0.933333, testing: 0.833333, anv: 0.6, best 0.666667 
step 1160, training: 1, testing: 0.666667, anv: 0.616667, best 0.666667 
step 1180, training: 1, testing: 0.666667, anv: 0.633333, best 0.666667 
step 1200, training: 1, testing: 0.666667, anv: 0.65, best 0.666667 
step 1220, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1240, training: 1, testing: 0.666667, anv: 0.683333, best 0.683333 
step 1260, training: 0.933333, testing: 0.666667, anv: 0.683333, best 0.683333 
step 1280, training: 0.933333, testing: 0.666667, anv: 0.683333, best 0.683333 
step 1300, training: 1, testing: 0.666667, anv: 0.683333, best 0.683333 
step 1320, training: 1, testing: 0.666667, anv: 0.683333, best 0.683333 
step 1340, training: 0.933333, testing: 0.666667, anv: 0.666667, best 0.683333 
step 1360, training: 1, testing: 0.666667, anv: 0.666667, best 0.683333 
