Sat Jun 10 19:46:30 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
-------------------------------------------------------------------------
---------------------------- RUN 0 ------------------------------
-------------------------------------------------------------------------
****************************************
current sequence is 1
****************************************
seq1, epoch0, step: 0, training: 0.25, loss_tr: 1.73705, loss_t: 2.00477, testing: 0.166667, t2y: 0.333333
seq1, epoch0, step: 10, training: 0.3125, loss_tr: 1.80219, loss_t: 1.95696, testing: 0.166667, t2y: 0.333333
seq1, epoch0, step: 20, training: 0.375, loss_tr: 1.7419, loss_t: 1.79024, testing: 0.222222, t2y: 0.5
seq1, epoch0, step: 30, training: 0.625, loss_tr: 1.51894, loss_t: 1.50861, testing: 0.277778, t2y: 0.666667
seq1, epoch0, step: 40, training: 0.5, loss_tr: 1.28393, loss_t: 1.25097, testing: 0.388889, t2y: 0.666667
seq1, epoch0, step: 50, training: 0.625, loss_tr: 1.03414, loss_t: 1.08966, testing: 0.444444, t2y: 0.666667
seq1, epoch0, step: 60, training: 0.875, loss_tr: 0.906813, loss_t: 0.954954, testing: 0.5, t2y: 0.833333
seq1, epoch0, step: 70, training: 0.9375, loss_tr: 0.721565, loss_t: 0.810872, testing: 0.555556, t2y: 1
seq1, epoch1, step: 80, training: 0.6875, loss_tr: 0.666196, loss_t: 0.703806, testing: 0.555556, t2y: 1
seq1, epoch1, step: 90, training: 0.9375, loss_tr: 0.58142, loss_t: 0.65815, testing: 0.611111, t2y: 1
seq1, epoch1, step: 100, training: 0.8125, loss_tr: 0.510887, loss_t: 0.626042, testing: 0.555556, t2y: 1
seq1, epoch1, step: 110, training: 0.875, loss_tr: 0.413202, loss_t: 0.528271, testing: 0.666667, t2y: 1
seq1, epoch1, step: 120, training: 0.8125, loss_tr: 0.374355, loss_t: 0.461757, testing: 0.722222, t2y: 1
seq1, epoch1, step: 130, training: 0.9375, loss_tr: 0.324058, loss_t: 0.369756, testing: 0.888889, t2y: 1
seq1, epoch1, step: 140, training: 0.8125, loss_tr: 0.333498, loss_t: 0.345264, testing: 0.833333, t2y: 0.833333
seq1, epoch1, step: 150, training: 0.75, loss_tr: 0.435593, loss_t: 0.293204, testing: 0.833333, t2y: 1
seq1, epoch2, step: 160, training: 0.8125, loss_tr: 0.426911, loss_t: 0.480476, testing: 0.722222, t2y: 0.833333
seq1, epoch2, step: 170, training: 0.6875, loss_tr: 0.522447, loss_t: 0.510034, testing: 0.777778, t2y: 0.833333
seq1, epoch2, step: 180, training: 1, loss_tr: 0.388019, loss_t: 0.49556, testing: 0.833333, t2y: 1
seq1, epoch2, step: 190, training: 1, loss_tr: 0.328581, loss_t: 0.243043, testing: 0.944444, t2y: 1
seq1, epoch2, step: 200, training: 0.9375, loss_tr: 0.14344, loss_t: 0.144089, testing: 1, t2y: 1
seq1, epoch2, step: 210, training: 1, loss_tr: 0.0914263, loss_t: 0.0946943, testing: 1, t2y: 1
seq1, epoch2, step: 220, training: 1, loss_tr: 0.0713981, loss_t: 0.0818632, testing: 1, t2y: 1
seq1, epoch2, step: 230, training: 1, loss_tr: 0.0456797, loss_t: 0.0834846, testing: 1, t2y: 1
seq1, epoch3, step: 240, training: 1, loss_tr: 0.0403698, loss_t: 0.080558, testing: 1, t2y: 1
seq1, epoch3, step: 250, training: 0.8125, loss_tr: 0.080183, loss_t: 0.108672, testing: 0.944444, t2y: 1
seq1, epoch3, step: 260, training: 0.9375, loss_tr: 0.0976174, loss_t: 0.0916924, testing: 0.944444, t2y: 1
seq1, epoch3, step: 270, training: 1, loss_tr: 0.0989031, loss_t: 0.129837, testing: 0.888889, t2y: 1
seq1, epoch3, step: 280, training: 1, loss_tr: 0.0474799, loss_t: 0.0971253, testing: 0.944444, t2y: 1
seq1, epoch3, step: 290, training: 1, loss_tr: 0.0261344, loss_t: 0.079452, testing: 0.944444, t2y: 1
seq1, epoch3, step: 300, training: 1, loss_tr: 0.011963, loss_t: 0.0256509, testing: 1, t2y: 1
seq1, epoch3, step: 310, training: 1, loss_tr: 0.0155908, loss_t: 0.0169774, testing: 1, t2y: 1
seq1, epoch4, step: 320, training: 1, loss_tr: 0.0225013, loss_t: 0.0230053, testing: 1, t2y: 1
seq1, epoch4, step: 330, training: 1, loss_tr: 0.0350901, loss_t: 0.0346417, testing: 1, t2y: 1
seq1, epoch4, step: 340, training: 0.9375, loss_tr: 0.0802756, loss_t: 0.058196, testing: 1, t2y: 1
seq1, epoch4, step: 350, training: 1, loss_tr: 0.079271, loss_t: 0.114277, testing: 0.944444, t2y: 1
seq1, epoch4, step: 360, training: 1, loss_tr: 0.0685719, loss_t: 0.103329, testing: 0.944444, t2y: 1
seq1, epoch4, step: 370, training: 1, loss_tr: 0.018498, loss_t: 0.0780362, testing: 0.944444, t2y: 1
seq1, epoch4, step: 380, training: 1, loss_tr: 0.00842837, loss_t: 0.00905912, testing: 1, t2y: 1
seq1, epoch4, step: 390, training: 1, loss_tr: 0.0105018, loss_t: 0.00477386, testing: 1, t2y: 1
seq1, epoch5, step: 400, training: 1, loss_tr: 0.0110074, loss_t: 0.00710957, testing: 1, t2y: 1
seq1, epoch5, step: 410, training: 1, loss_tr: 0.0107999, loss_t: 0.00612799, testing: 1, t2y: 1
seq1, epoch5, step: 420, training: 1, loss_tr: 0.00866322, loss_t: 0.0069443, testing: 1, t2y: 1
seq1, epoch5, step: 430, training: 1, loss_tr: 0.00762803, loss_t: 0.00764172, testing: 1, t2y: 1
seq1, epoch5, step: 440, training: 1, loss_tr: 0.00676659, loss_t: 0.0596323, testing: 0.944444, t2y: 1
seq1, epoch5, step: 450, training: 1, loss_tr: 0.00421828, loss_t: 0.058296, testing: 0.944444, t2y: 1
seq1, epoch5, step: 460, training: 1, loss_tr: 0.00364612, loss_t: 0.0544619, testing: 0.944444, t2y: 1
seq1, epoch5, step: 470, training: 1, loss_tr: 0.0111551, loss_t: 0.0393653, testing: 0.944444, t2y: 1
seq1, epoch6, step: 480, training: 1, loss_tr: 0.00954531, loss_t: 0.0409337, testing: 0.944444, t2y: 1
seq1, epoch6, step: 490, training: 1, loss_tr: 0.0092942, loss_t: 0.0408781, testing: 0.944444, t2y: 1
seq1, epoch6, step: 500, training: 1, loss_tr: 0.00213605, loss_t: 0.0126525, testing: 1, t2y: 1
seq1, epoch6, step: 510, training: 1, loss_tr: 0.00280855, loss_t: 0.0119598, testing: 1, t2y: 1
 
****************************************
current sequence is 2
****************************************
seq2, epoch0, step: 0, training: 0.125, loss_tr: 1.7916, loss_t: 2.05361, testing: 0, t2y: 0.166667
seq2, epoch0, step: 10, training: 0.25, loss_tr: 1.76589, loss_t: 1.90763, testing: 0.111111, t2y: 0.5
seq2, epoch0, step: 20, training: 0.125, loss_tr: 1.83996, loss_t: 1.79706, testing: 0.277778, t2y: 0.5
seq2, epoch0, step: 30, training: 0.8125, loss_tr: 1.5602, loss_t: 1.52857, testing: 0.388889, t2y: 0.666667
seq2, epoch0, step: 40, training: 0.625, loss_tr: 1.30921, loss_t: 1.37398, testing: 0.388889, t2y: 0.5
seq2, epoch0, step: 50, training: 0.75, loss_tr: 0.935853, loss_t: 1.11755, testing: 0.444444, t2y: 0.833333
