Tue Jun 13 11:58:39 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
-------------------------------------------------------------------------
---------------------------- RUN 0 ------------------------------
-------------------------------------------------------------------------
****************************************
current sequence is 1
****************************************
seq: 1, epoch: 0, step: 0, training: 0.4375, testing: 0.277778, loss_tr: 0.714676, loss_t: 0.748752  
seq: 1, epoch: 0, step: 10, training: 0.875, testing: 0.722222, loss_tr: 0.391378, loss_t: 0.62186  
seq: 1, epoch: 0, step: 20, training: 0.75, testing: 0.722222, loss_tr: 0.562877, loss_t: 0.588805  
seq: 1, epoch: 0, step: 30, training: 0.4375, testing: 0.277778, loss_tr: 0.700211, loss_t: 0.691436  
seq: 1, epoch: 0, step: 40, training: 0.6875, testing: 0.722222, loss_tr: 0.630594, loss_t: 0.598236  
seq: 1, epoch: 0, step: 50, training: 0.5625, testing: 0.722222, loss_tr: 0.666042, loss_t: 0.589761  
seq: 1, epoch: 0, step: 60, training: 0.5625, testing: 0.722222, loss_tr: 0.710228, loss_t: 0.574974  
seq: 1, epoch: 0, step: 70, training: 0.875, testing: 0.722222, loss_tr: 0.609327, loss_t: 0.634921  
seq: 1, epoch: 0, step: 80, training: 0.625, testing: 0.722222, loss_tr: 0.728074, loss_t: 0.594068  
seq: 1, epoch: 0, step: 90, training: 0.625, testing: 0.722222, loss_tr: 0.604837, loss_t: 0.592294  
seq: 1, epoch: 0, step: 100, training: 0.8125, testing: 0.722222, loss_tr: 0.451473, loss_t: 0.56678  
seq: 1, epoch: 0, step: 110, training: 0.75, testing: 0.722222, loss_tr: 0.527404, loss_t: 0.560057  
seq: 1, epoch: 0, step: 120, training: 0.625, testing: 0.722222, loss_tr: 0.624952, loss_t: 0.555457  
seq: 1, epoch: 0, step: 130, training: 0.5625, testing: 0.444444, loss_tr: 0.656347, loss_t: 0.681498  
seq: 1, epoch: 0, step: 140, training: 0.6875, testing: 0.722222, loss_tr: 0.753347, loss_t: 0.667353  
seq: 1, epoch: 0, step: 150, training: 0.8125, testing: 0.722222, loss_tr: 0.616515, loss_t: 0.576669  
seq: 1, epoch: 0, step: 160, training: 0.5625, testing: 0.722222, loss_tr: 0.706979, loss_t: 0.551927  
seq: 1, epoch: 0, step: 170, training: 0.75, testing: 0.722222, loss_tr: 0.6193, loss_t: 0.579617  
seq: 1, epoch: 0, step: 180, training: 0.625, testing: 0.722222, loss_tr: 0.731566, loss_t: 0.574735  
seq: 1, epoch: 0, step: 190, training: 0.5625, testing: 0.666667, loss_tr: 0.637784, loss_t: 0.634756  
seq: 1, epoch: 1, step: 200, training: 0.625, testing: 0.722222, loss_tr: 0.634338, loss_t: 0.545045  
seq: 1, epoch: 1, step: 210, training: 0.5625, testing: 0.555556, loss_tr: 0.672393, loss_t: 0.644278  
seq: 1, epoch: 1, step: 220, training: 0.625, testing: 0.722222, loss_tr: 0.642512, loss_t: 0.562573  
seq: 1, epoch: 1, step: 230, training: 0.5, testing: 1, loss_tr: 0.608958, loss_t: 0.541185  
seq: 1, epoch: 1, step: 240, training: 0.3125, testing: 0.722222, loss_tr: 1.09245, loss_t: 0.533612  
seq: 1, epoch: 1, step: 250, training: 0.8125, testing: 0.722222, loss_tr: 0.507626, loss_t: 0.502297  
seq: 1, epoch: 1, step: 260, training: 0.625, testing: 0.722222, loss_tr: 0.573947, loss_t: 0.483188  
seq: 1, epoch: 1, step: 270, training: 0.8125, testing: 0.833333, loss_tr: 0.538584, loss_t: 0.48355  
seq: 1, epoch: 1, step: 280, training: 0.875, testing: 0.722222, loss_tr: 0.320581, loss_t: 0.456829  
seq: 1, epoch: 1, step: 290, training: 0.6875, testing: 0.722222, loss_tr: 0.658394, loss_t: 0.437012  
seq: 1, epoch: 1, step: 300, training: 0.8125, testing: 0.833333, loss_tr: 0.489085, loss_t: 0.4129  
seq: 1, epoch: 1, step: 310, training: 0.75, testing: 0.722222, loss_tr: 0.488596, loss_t: 0.413788  
seq: 1, epoch: 1, step: 320, training: 0.6875, testing: 0.722222, loss_tr: 0.41252, loss_t: 0.391391  
seq: 1, epoch: 1, step: 330, training: 0.8125, testing: 0.722222, loss_tr: 0.515797, loss_t: 0.386926  
seq: 1, epoch: 1, step: 340, training: 0.625, testing: 0.944444, loss_tr: 0.558648, loss_t: 0.387052  
seq: 1, epoch: 1, step: 350, training: 0.875, testing: 0.722222, loss_tr: 0.456719, loss_t: 0.383317  
seq: 1, epoch: 1, step: 360, training: 0.875, testing: 0.944444, loss_tr: 0.44816, loss_t: 0.354537  
seq: 1, epoch: 1, step: 370, training: 1, testing: 0.777778, loss_tr: 0.229731, loss_t: 0.334566  
