Mon May  8 19:38:28 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
****************************************
current sequence is 4
****************************************
epoch: 0, step: 0, training: 0.25, loss: 5.90179e+11, testing: 0.166667, t2y: 0.333333, anv: 0.0555556, best: 0.0555556 
epoch: 1, step: 20, training: 0.25, loss: 3.10405e+10, testing: 0.166667, t2y: 0.333333, anv: 0.111111, best: 0.111111 
epoch: 2, step: 40, training: 0.375, loss: 7.69312e+09, testing: 0.166667, t2y: 0.5, anv: 0.166667, best: 0.166667 
epoch: 3, step: 60, training: 0.4375, loss: 1.03799e+09, testing: 0.166667, t2y: 0.166667, anv: 0.166667, best: 0.166667 
epoch: 4, step: 80, training: 0.4375, loss: 2.36842e+08, testing: 0.166667, t2y: 0.666667, anv: 0.166667, best: 0.166667 
epoch: 5, step: 100, training: 0.625, loss: 2.09363e+07, testing: 0.333333, t2y: 0.666667, anv: 0.222222, best: 0.222222 
epoch: 6, step: 120, training: 0.5, loss: 9.33175e+07, testing: 0.5, t2y: 0.666667, anv: 0.333333, best: 0.333333 
epoch: 7, step: 140, training: 0.8125, loss: 6.04313e+07, testing: 0.333333, t2y: 0.5, anv: 0.388889, best: 0.388889 
epoch: 8, step: 160, training: 0.875, loss: 9.86226e+06, testing: 0.333333, t2y: 0.5, anv: 0.388889, best: 0.388889 
epoch: 9, step: 180, training: 0.5625, loss: 3.23139e+07, testing: 0.333333, t2y: 0.333333, anv: 0.333333, best: 0.388889 
epoch: 10, step: 200, training: 0.6875, loss: 4.10394e+07, testing: 0.333333, t2y: 0.333333, anv: 0.333333, best: 0.388889 
epoch: 11, step: 220, training: 0.6875, loss: 1.13603e+07, testing: 0.333333, t2y: 0.333333, anv: 0.333333, best: 0.388889 
epoch: 12, step: 240, training: 0.75, loss: 480025, testing: 0.333333, t2y: 0.5, anv: 0.333333, best: 0.388889 
epoch: 13, step: 260, training: 0.75, loss: 1.71319e+06, testing: 0.333333, t2y: 0.333333, anv: 0.333333, best: 0.388889 
epoch: 14, step: 280, training: 0.625, loss: 6.80176e+06, testing: 0.333333, t2y: 0.333333, anv: 0.333333, best: 0.388889 
epoch: 15, step: 300, training: 0.5625, loss: 6.28833e+06, testing: 0.333333, t2y: 0.333333, anv: 0.333333, best: 0.388889 
epoch: 16, step: 320, training: 0.625, loss: 220385, testing: 0.333333, t2y: 0.333333, anv: 0.333333, best: 0.388889 
epoch: 17, step: 340, training: 0.875, loss: 4.76201e+06, testing: 0.333333, t2y: 0.333333, anv: 0.333333, best: 0.388889 
epoch: 18, step: 360, training: 0.8125, loss: 5.28002e+06, testing: 0.333333, t2y: 0.333333, anv: 0.333333, best: 0.388889 
epoch: 19, step: 380, training: 0.5, loss: 2.44461e+07, testing: 0.333333, t2y: 0.333333, anv: 0.333333, best: 0.388889 
epoch: 20, step: 400, training: 0.4375, loss: 49868.1, testing: 0.333333, t2y: 0.333333, anv: 0.333333, best: 0.388889 
epoch: 21, step: 420, training: 0.8125, loss: 5.90002e+06, testing: 0.333333, t2y: 0.333333, anv: 0.333333, best: 0.388889 
epoch: 22, step: 440, training: 0.75, loss: 56348.8, testing: 0.333333, t2y: 0.333333, anv: 0.333333, best: 0.388889 
epoch: 23, step: 460, training: 0.6875, loss: 226.779, testing: 0.333333, t2y: 0.5, anv: 0.333333, best: 0.388889 
epoch: 24, step: 480, training: 0.6875, loss: 2.62668e+06, testing: 0.333333, t2y: 0.333333, anv: 0.333333, best: 0.388889 
epoch: 25, step: 500, training: 0.5625, loss: 4.39264e+06, testing: 0.333333, t2y: 0.333333, anv: 0.333333, best: 0.388889 
epoch: 26, step: 520, training: 0.8125, loss: 23457.8, testing: 0.333333, t2y: 0.333333, anv: 0.333333, best: 0.388889 
epoch: 27, step: 540, training: 0.625, loss: 1.24177e+06, testing: 0.333333, t2y: 0.333333, anv: 0.333333, best: 0.388889 
