Tue Jun 13 10:49:20 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
-------------------------------------------------------------------------
---------------------------- RUN 0 ------------------------------
-------------------------------------------------------------------------
****************************************
current sequence is 1
****************************************
seq: 1, epoch: 0, step: 0, training: 0.25, testing: 0.315789, loss_tr: 0.716166, loss_t: 0.698882  
seq: 1, epoch: 0, step: 10, training: 0.625, testing: 0.684211, loss_tr: 0.675426, loss_t: 0.618251  
seq: 1, epoch: 0, step: 20, training: 0.625, testing: 0.684211, loss_tr: 0.651663, loss_t: 0.621952  
seq: 1, epoch: 0, step: 30, training: 0.625, testing: 0.684211, loss_tr: 0.701223, loss_t: 0.628683  
seq: 1, epoch: 0, step: 40, training: 0.4375, testing: 0.684211, loss_tr: 0.772186, loss_t: 0.610431  
seq: 1, epoch: 0, step: 50, training: 0.5625, testing: 0.684211, loss_tr: 0.702582, loss_t: 0.606642  
seq: 1, epoch: 0, step: 60, training: 0.6875, testing: 0.684211, loss_tr: 0.667887, loss_t: 0.65171  
seq: 1, epoch: 0, step: 70, training: 0.5625, testing: 0.684211, loss_tr: 0.685669, loss_t: 0.608601  
seq: 1, epoch: 0, step: 80, training: 0.75, testing: 0.684211, loss_tr: 0.542059, loss_t: 0.606118  
seq: 1, epoch: 0, step: 90, training: 0.6875, testing: 0.684211, loss_tr: 0.61374, loss_t: 0.603851  
seq: 1, epoch: 0, step: 100, training: 0.5, testing: 0.684211, loss_tr: 0.671659, loss_t: 0.621723  
seq: 1, epoch: 0, step: 110, training: 0.5, testing: 0.684211, loss_tr: 0.75259, loss_t: 0.60345  
seq: 1, epoch: 0, step: 120, training: 0.5625, testing: 0.684211, loss_tr: 0.680676, loss_t: 0.636896  
seq: 1, epoch: 0, step: 130, training: 0.75, testing: 0.684211, loss_tr: 0.57481, loss_t: 0.602807  
seq: 1, epoch: 0, step: 140, training: 0.4375, testing: 0.684211, loss_tr: 0.743098, loss_t: 0.605907  
seq: 1, epoch: 0, step: 150, training: 0.625, testing: 0.315789, loss_tr: 0.65947, loss_t: 0.71119  
seq: 1, epoch: 0, step: 160, training: 0.6875, testing: 0.684211, loss_tr: 0.589645, loss_t: 0.596495  
seq: 1, epoch: 0, step: 170, training: 0.625, testing: 0.789474, loss_tr: 0.686815, loss_t: 0.647965  
seq: 1, epoch: 0, step: 180, training: 0.4375, testing: 0.684211, loss_tr: 0.741953, loss_t: 0.595648  
seq: 1, epoch: 0, step: 190, training: 0.6875, testing: 0.684211, loss_tr: 0.667797, loss_t: 0.616671  
seq: 1, epoch: 0, step: 200, training: 0.6875, testing: 0.684211, loss_tr: 0.643716, loss_t: 0.619764  
seq: 1, epoch: 1, step: 210, training: 0.875, testing: 0.684211, loss_tr: 0.607766, loss_t: 0.61091  
seq: 1, epoch: 1, step: 220, training: 0.5, testing: 0.684211, loss_tr: 0.7583, loss_t: 0.587784  
seq: 1, epoch: 1, step: 230, training: 0.4375, testing: 0.947368, loss_tr: 0.68241, loss_t: 0.63227  
seq: 1, epoch: 1, step: 240, training: 0.75, testing: 0.684211, loss_tr: 0.575423, loss_t: 0.573687  
seq: 1, epoch: 1, step: 250, training: 0.6875, testing: 0.736842, loss_tr: 0.656777, loss_t: 0.581715  
seq: 1, epoch: 1, step: 260, training: 0.625, testing: 0.736842, loss_tr: 0.668634, loss_t: 0.567718  
seq: 1, epoch: 1, step: 270, training: 0.5, testing: 0.684211, loss_tr: 0.629237, loss_t: 0.546201  
seq: 1, epoch: 1, step: 280, training: 0.75, testing: 0.736842, loss_tr: 0.656893, loss_t: 0.55677  
seq: 1, epoch: 1, step: 290, training: 0.625, testing: 0.684211, loss_tr: 0.599807, loss_t: 0.535715  
