Sun Jun 11 18:47:12 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
-------------------------------------------------------------------------
---------------------------- RUN 0 ------------------------------
-------------------------------------------------------------------------
****************************************
current sequence is 1
****************************************
seq1, epoch0, step: 0, training: 0.25, loss_tr: 1.67202, loss_t: 2.01337, testing: 0.166667, t2y: 0.166667
seq1, epoch0, step: 10, training: 0.125, loss_tr: 1.81704, loss_t: 2.12172, testing: 0.166667, t2y: 0.333333
seq1, epoch0, step: 20, training: 0.3125, loss_tr: 2.04962, loss_t: 2.13426, testing: 0.166667, t2y: 0.5
seq1, epoch0, step: 30, training: 0.75, loss_tr: 1.7903, loss_t: 1.87889, testing: 0.277778, t2y: 0.666667
seq1, epoch0, step: 40, training: 0.5625, loss_tr: 1.50971, loss_t: 1.49899, testing: 0.444444, t2y: 0.666667
seq1, epoch0, step: 50, training: 0.6875, loss_tr: 1.03293, loss_t: 1.17136, testing: 0.555556, t2y: 0.833333
seq1, epoch0, step: 60, training: 0.6875, loss_tr: 1.03701, loss_t: 1.06874, testing: 0.555556, t2y: 0.666667
seq1, epoch0, step: 70, training: 0.6875, loss_tr: 0.966536, loss_t: 0.951556, testing: 0.555556, t2y: 0.833333
seq1, epoch1, step: 80, training: 0.75, loss_tr: 0.83824, loss_t: 0.82854, testing: 0.611111, t2y: 1
seq1, epoch1, step: 90, training: 0.5, loss_tr: 0.884114, loss_t: 0.761084, testing: 0.722222, t2y: 0.833333
seq1, epoch1, step: 100, training: 0.9375, loss_tr: 0.662823, loss_t: 0.671166, testing: 0.833333, t2y: 1
seq1, epoch1, step: 110, training: 0.9375, loss_tr: 0.612142, loss_t: 0.602593, testing: 0.944444, t2y: 1
seq1, epoch1, step: 120, training: 0.9375, loss_tr: 0.386706, loss_t: 0.51231, testing: 0.944444, t2y: 0.833333
seq1, epoch1, step: 130, training: 0.9375, loss_tr: 0.357414, loss_t: 0.454611, testing: 0.888889, t2y: 0.833333
seq1, epoch1, step: 140, training: 0.875, loss_tr: 0.316933, loss_t: 0.446909, testing: 0.833333, t2y: 1
seq1, epoch1, step: 150, training: 1, loss_tr: 0.232005, loss_t: 0.403066, testing: 0.833333, t2y: 1
seq1, epoch2, step: 160, training: 0.9375, loss_tr: 0.241894, loss_t: 0.407052, testing: 0.833333, t2y: 1
seq1, epoch2, step: 170, training: 1, loss_tr: 0.19777, loss_t: 0.338019, testing: 0.888889, t2y: 1
seq1, epoch2, step: 180, training: 1, loss_tr: 0.208268, loss_t: 0.30378, testing: 0.944444, t2y: 1
seq1, epoch2, step: 190, training: 0.9375, loss_tr: 0.151679, loss_t: 0.235433, testing: 1, t2y: 1
seq1, epoch2, step: 200, training: 1, loss_tr: 0.142087, loss_t: 0.213748, testing: 1, t2y: 1
seq1, epoch2, step: 210, training: 0.9375, loss_tr: 0.136161, loss_t: 0.203879, testing: 0.944444, t2y: 1
seq1, epoch2, step: 220, training: 0.9375, loss_tr: 0.144588, loss_t: 0.214678, testing: 0.888889, t2y: 1
seq1, epoch2, step: 230, training: 1, loss_tr: 0.120921, loss_t: 0.180758, testing: 0.888889, t2y: 1
seq1, epoch3, step: 240, training: 1, loss_tr: 0.0968112, loss_t: 0.162419, testing: 0.888889, t2y: 1
seq1, epoch3, step: 250, training: 1, loss_tr: 0.0496501, loss_t: 0.11187, testing: 0.944444, t2y: 1
seq1, epoch3, step: 260, training: 1, loss_tr: 0.0495927, loss_t: 0.113242, testing: 0.944444, t2y: 1
seq1, epoch3, step: 270, training: 1, loss_tr: 0.0488639, loss_t: 0.0922429, testing: 1, t2y: 1
seq1, epoch3, step: 280, training: 1, loss_tr: 0.042587, loss_t: 0.0813018, testing: 1, t2y: 1
seq1, epoch3, step: 290, training: 1, loss_tr: 0.0346941, loss_t: 0.062641, testing: 1, t2y: 1
seq1, epoch3, step: 300, training: 1, loss_tr: 0.0278189, loss_t: 0.047353, testing: 1, t2y: 1
seq1, epoch3, step: 310, training: 1, loss_tr: 0.0308509, loss_t: 0.0390329, testing: 1, t2y: 1
seq1, epoch4, step: 320, training: 1, loss_tr: 0.0260733, loss_t: 0.0382584, testing: 1, t2y: 1
