Sun Jun 11 15:50:29 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
-------------------------------------------------------------------------
---------------------------- RUN 0 ------------------------------
-------------------------------------------------------------------------
****************************************
current sequence is 1
****************************************
seq1, epoch0, step: 0, training: 0.375, loss_tr: 1.63117, loss_t: 1.87576, testing: 0.166667, t2y: 0.333333
seq1, epoch0, step: 10, training: 0.4375, loss_tr: 1.51004, loss_t: 1.71998, testing: 0.277778, t2y: 0.833333
seq1, epoch0, step: 20, training: 0.4375, loss_tr: 1.49122, loss_t: 1.56108, testing: 0.333333, t2y: 0.5
seq1, epoch0, step: 30, training: 0.6875, loss_tr: 1.21906, loss_t: 1.2387, testing: 0.444444, t2y: 0.833333
seq1, epoch0, step: 40, training: 0.625, loss_tr: 1.15602, loss_t: 1.00919, testing: 0.555556, t2y: 1
seq1, epoch0, step: 50, training: 0.8125, loss_tr: 0.963937, loss_t: 0.853132, testing: 0.666667, t2y: 0.666667
seq1, epoch0, step: 60, training: 0.5625, loss_tr: 0.987583, loss_t: 0.750408, testing: 0.722222, t2y: 1
seq1, epoch0, step: 70, training: 0.625, loss_tr: 0.966008, loss_t: 0.708287, testing: 0.666667, t2y: 1
seq1, epoch1, step: 80, training: 0.625, loss_tr: 0.877653, loss_t: 0.729552, testing: 0.611111, t2y: 0.666667
seq1, epoch1, step: 90, training: 1, loss_tr: 0.714327, loss_t: 0.720823, testing: 0.611111, t2y: 0.833333
seq1, epoch1, step: 100, training: 0.625, loss_tr: 0.643576, loss_t: 0.693492, testing: 0.611111, t2y: 1
seq1, epoch1, step: 110, training: 0.75, loss_tr: 0.62484, loss_t: 0.602901, testing: 0.666667, t2y: 0.833333
seq1, epoch1, step: 120, training: 0.5625, loss_tr: 0.730302, loss_t: 0.57607, testing: 0.666667, t2y: 1
seq1, epoch1, step: 130, training: 0.8125, loss_tr: 0.568185, loss_t: 0.564674, testing: 0.666667, t2y: 1
seq1, epoch1, step: 140, training: 0.875, loss_tr: 0.47008, loss_t: 0.563915, testing: 0.722222, t2y: 0.833333
seq1, epoch1, step: 150, training: 0.8125, loss_tr: 0.404538, loss_t: 0.570709, testing: 0.666667, t2y: 1
seq1, epoch2, step: 160, training: 0.8125, loss_tr: 0.437061, loss_t: 0.549271, testing: 0.722222, t2y: 1
seq1, epoch2, step: 170, training: 0.8125, loss_tr: 0.435373, loss_t: 0.506591, testing: 0.722222, t2y: 0.833333
seq1, epoch2, step: 180, training: 0.875, loss_tr: 0.38077, loss_t: 0.45788, testing: 0.833333, t2y: 1
seq1, epoch2, step: 190, training: 0.6875, loss_tr: 0.352224, loss_t: 0.446361, testing: 0.888889, t2y: 1
seq1, epoch2, step: 200, training: 0.9375, loss_tr: 0.330141, loss_t: 0.365773, testing: 0.888889, t2y: 1
seq1, epoch2, step: 210, training: 1, loss_tr: 0.270626, loss_t: 0.363195, testing: 0.944444, t2y: 1
seq1, epoch2, step: 220, training: 0.875, loss_tr: 0.250675, loss_t: 0.388424, testing: 0.888889, t2y: 1
seq1, epoch2, step: 230, training: 0.9375, loss_tr: 0.205002, loss_t: 0.35092, testing: 0.944444, t2y: 1
seq1, epoch3, step: 240, training: 1, loss_tr: 0.169316, loss_t: 0.312618, testing: 0.944444, t2y: 1
seq1, epoch3, step: 250, training: 0.9375, loss_tr: 0.146662, loss_t: 0.337325, testing: 0.944444, t2y: 0.833333
seq1, epoch3, step: 260, training: 0.9375, loss_tr: 0.148447, loss_t: 0.361034, testing: 0.944444, t2y: 1
seq1, epoch3, step: 270, training: 0.875, loss_tr: 0.234594, loss_t: 0.463399, testing: 0.888889, t2y: 0.833333
seq1, epoch3, step: 280, training: 1, loss_tr: 0.212957, loss_t: 0.344552, testing: 0.944444, t2y: 1
seq1, epoch3, step: 290, training: 0.8125, loss_tr: 0.217652, loss_t: 0.367729, testing: 0.944444, t2y: 1
seq1, epoch3, step: 300, training: 1, loss_tr: 0.117473, loss_t: 0.248602, testing: 1, t2y: 1
seq1, epoch3, step: 310, training: 0.9375, loss_tr: 0.13315, loss_t: 0.418456, testing: 0.944444, t2y: 1
seq1, epoch4, step: 320, training: 0.9375, loss_tr: 0.100425, loss_t: 0.358203, testing: 0.944444, t2y: 1
seq1, epoch4, step: 330, training: 0.625, loss_tr: 0.392877, loss_t: 0.653056, testing: 0.888889, t2y: 0.833333
seq1, epoch4, step: 340, training: 1, loss_tr: 0.36389, loss_t: 0.55759, testing: 0.888889, t2y: 1
seq1, epoch4, step: 350, training: 0.9375, loss_tr: 0.383767, loss_t: 0.611622, testing: 0.833333, t2y: 1
seq1, epoch4, step: 360, training: 1, loss_tr: 0.0912447, loss_t: 0.364442, testing: 0.777778, t2y: 1
seq1, epoch4, step: 370, training: 0.9375, loss_tr: 0.105622, loss_t: 0.314314, testing: 0.833333, t2y: 1
seq1, epoch4, step: 380, training: 0.875, loss_tr: 0.135245, loss_t: 0.288214, testing: 0.888889, t2y: 1
seq1, epoch4, step: 390, training: 1, loss_tr: 0.136083, loss_t: 0.266221, testing: 1, t2y: 1
seq1, epoch5, step: 400, training: 1, loss_tr: 0.139057, loss_t: 0.275981, testing: 1, t2y: 1
seq1, epoch5, step: 410, training: 1, loss_tr: 0.0749404, loss_t: 0.259138, testing: 1, t2y: 1
seq1, epoch5, step: 420, training: 0.9375, loss_tr: 0.0907059, loss_t: 0.229803, testing: 1, t2y: 1
seq1, epoch5, step: 430, training: 1, loss_tr: 0.0570701, loss_t: 0.216278, testing: 1, t2y: 1
seq1, epoch5, step: 440, training: 0.875, loss_tr: 0.0421299, loss_t: 0.263983, testing: 1, t2y: 1
seq1, epoch5, step: 450, training: 1, loss_tr: 0.0184032, loss_t: 0.254549, testing: 1, t2y: 1
seq1, epoch5, step: 460, training: 0.875, loss_tr: 0.0362403, loss_t: 0.242317, testing: 1, t2y: 1
seq1, epoch5, step: 470, training: 0.9375, loss_tr: 0.0559686, loss_t: 0.260692, testing: 1, t2y: 1
seq1, epoch6, step: 480, training: 0.9375, loss_tr: 0.0861546, loss_t: 0.257086, testing: 1, t2y: 1
seq1, epoch6, step: 490, training: 1, loss_tr: 0.0549266, loss_t: 0.231625, testing: 1, t2y: 1
seq1, epoch6, step: 500, training: 0.9375, loss_tr: 0.0536782, loss_t: 0.215752, testing: 1, t2y: 1
seq1, epoch6, step: 510, training: 0.9375, loss_tr: 0.0351758, loss_t: 0.240376, testing: 1, t2y: 1
 
****************************************
current sequence is 2
****************************************
seq2, epoch0, step: 0, training: 0.3125, loss_tr: 1.6975, loss_t: 1.7138, testing: 0.166667, t2y: 0.5
seq2, epoch0, step: 10, training: 0.625, loss_tr: 1.57312, loss_t: 1.71608, testing: 0.222222, t2y: 0.666667
seq2, epoch0, step: 20, training: 0.625, loss_tr: 1.41743, loss_t: 1.66089, testing: 0.277778, t2y: 0.5
seq2, epoch0, step: 30, training: 0.5625, loss_tr: 1.19065, loss_t: 1.56785, testing: 0.333333, t2y: 0.5
seq2, epoch0, step: 40, training: 0.5625, loss_tr: 1.05352, loss_t: 1.43583, testing: 0.333333, t2y: 0.666667
seq2, epoch0, step: 50, training: 0.625, loss_tr: 0.985366, loss_t: 1.37123, testing: 0.333333, t2y: 0.833333
seq2, epoch0, step: 60, training: 0.8125, loss_tr: 0.86484, loss_t: 1.30398, testing: 0.333333, t2y: 0.666667
seq2, epoch0, step: 70, training: 0.5625, loss_tr: 0.862845, loss_t: 1.26558, testing: 0.388889, t2y: 0.666667
seq2, epoch1, step: 80, training: 0.6875, loss_tr: 0.736078, loss_t: 1.22953, testing: 0.333333, t2y: 0.5
seq2, epoch1, step: 90, training: 0.875, loss_tr: 0.702532, loss_t: 1.25719, testing: 0.333333, t2y: 0.5
