Tue Jun 13 23:08:14 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
-------------------------------------------------------------------------
---------------------------- RUN 0 ------------------------------
-------------------------------------------------------------------------
****************************************
current sequence is 2
****************************************
seq: 2, epoch: 0, step: 0, training: 0.0625, testing: 0.0714286, loss_tr: 1.74984, loss_t: 1.97228  
seq: 2, epoch: 0, step: 10, training: 0.75, testing: 0.642857, loss_tr: 0.920752, loss_t: 1.24253  
seq: 2, epoch: 0, step: 20, training: 0.5, testing: 0.642857, loss_tr: 1.55218, loss_t: 1.19612  
seq: 2, epoch: 0, step: 30, training: 0.625, testing: 0.714286, loss_tr: 1.02133, loss_t: 0.894997  
seq: 2, epoch: 0, step: 40, training: 0.625, testing: 0.714286, loss_tr: 0.753332, loss_t: 0.694203  
seq: 2, epoch: 0, step: 50, training: 0.6875, testing: 0.714286, loss_tr: 0.665736, loss_t: 0.626259  
seq: 2, epoch: 0, step: 60, training: 0.8125, testing: 0.785714, loss_tr: 0.556841, loss_t: 0.610917  
seq: 2, epoch: 0, step: 70, training: 0.625, testing: 0.714286, loss_tr: 0.747882, loss_t: 0.66516  
seq: 2, epoch: 0, step: 80, training: 0.75, testing: 0.785714, loss_tr: 0.389129, loss_t: 0.506438  
seq: 2, epoch: 0, step: 90, training: 0.8125, testing: 0.785714, loss_tr: 0.567938, loss_t: 0.504218  
seq: 2, epoch: 0, step: 100, training: 0.75, testing: 0.785714, loss_tr: 0.443623, loss_t: 0.434787  
seq: 2, epoch: 0, step: 110, training: 0.875, testing: 0.857143, loss_tr: 0.362832, loss_t: 0.35682  
seq: 2, epoch: 0, step: 120, training: 0.8125, testing: 0.785714, loss_tr: 0.163803, loss_t: 0.350054  
seq: 2, epoch: 0, step: 130, training: 0.875, testing: 0.928571, loss_tr: 0.302864, loss_t: 0.341258  
seq: 2, epoch: 0, step: 140, training: 0.6875, testing: 0.928571, loss_tr: 0.319674, loss_t: 0.296918  
seq: 2, epoch: 0, step: 150, training: 0.875, testing: 0.857143, loss_tr: 0.204823, loss_t: 0.281707  
seq: 2, epoch: 0, step: 160, training: 0.6875, testing: 0.785714, loss_tr: 0.256345, loss_t: 0.311279  
seq: 2, epoch: 0, step: 170, training: 1, testing: 0.928571, loss_tr: 0.26617, loss_t: 0.237249  
seq: 2, epoch: 0, step: 180, training: 0.875, testing: 0.857143, loss_tr: 0.224707, loss_t: 0.238229  
seq: 2, epoch: 0, step: 190, training: 0.8125, testing: 0.928571, loss_tr: 0.343797, loss_t: 0.295973  
seq: 2, epoch: 1, step: 200, training: 0.75, testing: 0.785714, loss_tr: 0.280717, loss_t: 0.331677  
seq: 2, epoch: 1, step: 210, training: 0.6875, testing: 0.857143, loss_tr: 0.317746, loss_t: 0.198288  
seq: 2, epoch: 1, step: 220, training: 0.875, testing: 0.928571, loss_tr: 0.565757, loss_t: 0.19721  
seq: 2, epoch: 1, step: 230, training: 0.8125, testing: 0.857143, loss_tr: 0.217587, loss_t: 0.164968  
seq: 2, epoch: 1, step: 240, training: 0.8125, testing: 0.857143, loss_tr: 0.205757, loss_t: 0.179466  
seq: 2, epoch: 1, step: 250, training: 1, testing: 0.928571, loss_tr: 0.10964, loss_t: 0.218784  
seq: 2, epoch: 1, step: 260, training: 0.9375, testing: 0.857143, loss_tr: 0.0271531, loss_t: 0.241797  
seq: 2, epoch: 1, step: 270, training: 0.625, testing: 0.857143, loss_tr: 0.205867, loss_t: 0.17135  
seq: 2, epoch: 1, step: 280, training: 0.8125, testing: 0.857143, loss_tr: 0.125122, loss_t: 0.158386  
seq: 2, epoch: 1, step: 290, training: 0.9375, testing: 0.928571, loss_tr: 0.0539984, loss_t: 0.210668  
seq: 2, epoch: 1, step: 300, training: 0.9375, testing: 0.857143, loss_tr: 0.00259811, loss_t: 0.126843  
seq: 2, epoch: 1, step: 310, training: 0.875, testing: 0.928571, loss_tr: 0.0206624, loss_t: 0.123367  
seq: 2, epoch: 1, step: 320, training: 0.9375, testing: 0.928571, loss_tr: 0.111959, loss_t: 0.143073  
seq: 2, epoch: 1, step: 330, training: 0.9375, testing: 0.928571, loss_tr: 0.0830198, loss_t: 0.143532  
seq: 2, epoch: 1, step: 340, training: 0.875, testing: 0.928571, loss_tr: 0.0928199, loss_t: 0.155565  
seq: 2, epoch: 1, step: 350, training: 0.8125, testing: 0.928571, loss_tr: 0.0734802, loss_t: 0.118175  
seq: 2, epoch: 1, step: 360, training: 1, testing: 0.928571, loss_tr: 0.0429251, loss_t: 0.17245  
seq: 2, epoch: 1, step: 370, training: 0.9375, testing: 0.928571, loss_tr: 0.0221851, loss_t: 0.108469  
seq: 2, epoch: 1, step: 380, training: 0.8125, testing: 0.785714, loss_tr: 0.00211146, loss_t: 0.134369  
seq: 2, epoch: 1, step: 390, training: 0.9375, testing: 0.928571, loss_tr: 0.135439, loss_t: 0.205669  
seq: 2, epoch: 2, step: 400, training: 0.75, testing: 0.928571, loss_tr: 0.078282, loss_t: 0.319657  
seq: 2, epoch: 2, step: 410, training: 0.9375, testing: 0.928571, loss_tr: 0.0416392, loss_t: 0.140836  
seq: 2, epoch: 2, step: 420, training: 0.875, testing: 0.928571, loss_tr: 0.0246303, loss_t: 0.0924293  
seq: 2, epoch: 2, step: 430, training: 0.875, testing: 0.928571, loss_tr: 0.015993, loss_t: 0.0818731  
seq: 2, epoch: 2, step: 440, training: 0.9375, testing: 0.928571, loss_tr: 0.0373033, loss_t: 0.108709  
seq: 2, epoch: 2, step: 450, training: 0.9375, testing: 0.928571, loss_tr: 0.00557202, loss_t: 0.0722687  
seq: 2, epoch: 2, step: 460, training: 0.8125, testing: 0.928571, loss_tr: 0.0653759, loss_t: 0.139902  
seq: 2, epoch: 2, step: 470, training: 1, testing: 0.857143, loss_tr: 0.0987088, loss_t: 0.153992  
seq: 2, epoch: 2, step: 480, training: 0.875, testing: 0.928571, loss_tr: 0.0124582, loss_t: 0.0802067  
seq: 2, epoch: 2, step: 490, training: 0.9375, testing: 0.928571, loss_tr: 0.00574207, loss_t: 0.339983  
seq: 2, epoch: 2, step: 500, training: 0.9375, testing: 0.857143, loss_tr: 0.00305584, loss_t: 0.248755  
seq: 2, epoch: 2, step: 510, training: 1, testing: 0.928571, loss_tr: 0.0107035, loss_t: 0.0705339  
seq: 2, epoch: 2, step: 520, training: 1, testing: 0.928571, loss_tr: 0.0299739, loss_t: 0.137803  
seq: 2, epoch: 2, step: 530, training: 0.8125, testing: 0.928571, loss_tr: 0.0120715, loss_t: 0.221797  
seq: 2, epoch: 2, step: 540, training: 1, testing: 0.928571, loss_tr: 0.0248382, loss_t: 0.0901932  
seq: 2, epoch: 2, step: 550, training: 0.875, testing: 0.857143, loss_tr: 0.0301623, loss_t: 0.201754  
seq: 2, epoch: 2, step: 560, training: 1, testing: 0.928571, loss_tr: 0.0171356, loss_t: 0.263672  
seq: 2, epoch: 2, step: 570, training: 0.9375, testing: 0.928571, loss_tr: 0.00298557, loss_t: 0.139891  
seq: 2, epoch: 2, step: 580, training: 1, testing: 0.928571, loss_tr: 0.0167092, loss_t: 0.239253  
seq: 2, epoch: 2, step: 590, training: 0.9375, testing: 0.928571, loss_tr: 0.00340066, loss_t: 0.280129  
seq: 2, epoch: 3, step: 600, training: 1, testing: 0.928571, loss_tr: 0.0253774, loss_t: 0.251642  
seq: 2, epoch: 3, step: 610, training: 0.9375, testing: 0.928571, loss_tr: 0.0324212, loss_t: 0.404979  
seq: 2, epoch: 3, step: 620, training: 1, testing: 0.928571, loss_tr: 0.00501988, loss_t: 0.123717  
seq: 2, epoch: 3, step: 630, training: 0.875, testing: 0.928571, loss_tr: 0.0235862, loss_t: 0.250233  
seq: 2, epoch: 3, step: 640, training: 1, testing: 0.928571, loss_tr: 0.0166221, loss_t: 0.222184  
seq: 2, epoch: 3, step: 650, training: 0.9375, testing: 0.928571, loss_tr: 0.0226735, loss_t: 0.102038  
