Tue Jun 13 23:57:20 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
-------------------------------------------------------------------------
---------------------------- RUN 0 ------------------------------
-------------------------------------------------------------------------
****************************************
current sequence is 2
****************************************
seq: 2, epoch: 0, step: 0, training: 0.6875, testing: 0.357143, loss_tr: 1.62327, loss_t: 1.76859  
seq: 2, epoch: 0, step: 10, training: 0.5625, testing: 0.642857, loss_tr: 1.99853, loss_t: 1.44976  
seq: 2, epoch: 0, step: 20, training: 0.6875, testing: 0.642857, loss_tr: 0.886809, loss_t: 0.918867  
seq: 2, epoch: 0, step: 30, training: 0.75, testing: 0.642857, loss_tr: 0.825622, loss_t: 0.800684  
seq: 2, epoch: 0, step: 40, training: 0.75, testing: 0.642857, loss_tr: 0.463166, loss_t: 0.727935  
seq: 2, epoch: 0, step: 50, training: 0.75, testing: 0.785714, loss_tr: 0.47094, loss_t: 0.598721  
seq: 2, epoch: 0, step: 60, training: 0.8125, testing: 0.785714, loss_tr: 0.384693, loss_t: 0.630258  
seq: 2, epoch: 0, step: 70, training: 0.6875, testing: 0.857143, loss_tr: 0.560125, loss_t: 0.519606  
seq: 2, epoch: 0, step: 80, training: 0.5625, testing: 0.714286, loss_tr: 0.707521, loss_t: 0.501708  
seq: 2, epoch: 0, step: 90, training: 0.8125, testing: 0.785714, loss_tr: 0.320158, loss_t: 0.475169  
seq: 2, epoch: 0, step: 100, training: 0.8125, testing: 0.642857, loss_tr: 0.368309, loss_t: 0.40772  
seq: 2, epoch: 0, step: 110, training: 0.75, testing: 0.857143, loss_tr: 0.295069, loss_t: 0.420078  
seq: 2, epoch: 0, step: 120, training: 0.75, testing: 0.785714, loss_tr: 0.370027, loss_t: 0.409484  
seq: 2, epoch: 0, step: 130, training: 0.875, testing: 0.785714, loss_tr: 0.215882, loss_t: 0.347327  
seq: 2, epoch: 0, step: 140, training: 0.75, testing: 0.857143, loss_tr: 0.357236, loss_t: 0.319946  
seq: 2, epoch: 0, step: 150, training: 0.75, testing: 0.857143, loss_tr: 0.626133, loss_t: 0.303612  
seq: 2, epoch: 0, step: 160, training: 0.6875, testing: 0.857143, loss_tr: 0.537085, loss_t: 0.315055  
seq: 2, epoch: 0, step: 170, training: 0.8125, testing: 0.785714, loss_tr: 0.215979, loss_t: 0.353829  
seq: 2, epoch: 0, step: 180, training: 0.875, testing: 0.928571, loss_tr: 0.27311, loss_t: 0.320792  
seq: 2, epoch: 0, step: 190, training: 0.875, testing: 0.785714, loss_tr: 0.210318, loss_t: 0.262993  
