Wed Apr  5 15:55:24 2017 Finetune the dual-nets model with two independent feature variables on UT-Interaction set1! 
****************************************
current sequence is 1
****************************************
step 0, training: 0.15, testing: 0.166667, anv: 0.0166667, best 0.0166667 
step 20, training: 0.1, testing: 0.166667, anv: 0.0333333, best 0.0333333 
step 40, training: 0.15, testing: 0.166667, anv: 0.05, best 0.05 
step 60, training: 0.15, testing: 0.166667, anv: 0.0666667, best 0.0666667 
step 80, training: 0.2, testing: 0.333333, anv: 0.1, best 0.1 
step 100, training: 0.3, testing: 0.333333, anv: 0.133333, best 0.133333 
step 120, training: 0.15, testing: 0.166667, anv: 0.15, best 0.15 
step 140, training: 0.55, testing: 0.166667, anv: 0.166667, best 0.166667 
step 160, training: 0.4, testing: 0.333333, anv: 0.2, best 0.2 
step 180, training: 0.6, testing: 0.666667, anv: 0.266667, best 0.266667 
step 200, training: 0.6, testing: 0.333333, anv: 0.283333, best 0.283333 
step 220, training: 0.2, testing: 0.333333, anv: 0.3, best 0.3 
step 240, training: 0.5, testing: 0.333333, anv: 0.316667, best 0.316667 
step 260, training: 0.35, testing: 0.333333, anv: 0.333333, best 0.333333 
step 280, training: 0.8, testing: 0.333333, anv: 0.333333, best 0.333333 
step 300, training: 0.6, testing: 0.666667, anv: 0.366667, best 0.366667 
step 320, training: 0.9, testing: 0.5, anv: 0.4, best 0.4 
step 340, training: 0.7, testing: 0.5, anv: 0.433333, best 0.433333 
step 360, training: 0.85, testing: 0.5, anv: 0.45, best 0.45 
step 380, training: 0.6, testing: 0.666667, anv: 0.45, best 0.45 
step 400, training: 0.85, testing: 0.5, anv: 0.466667, best 0.466667 
step 420, training: 0.9, testing: 0.666667, anv: 0.5, best 0.5 
step 440, training: 1, testing: 0.666667, anv: 0.533333, best 0.533333 
step 460, training: 0.6, testing: 0.666667, anv: 0.566667, best 0.566667 
step 480, training: 0.85, testing: 0.833333, anv: 0.616667, best 0.616667 
step 500, training: 0.85, testing: 0.666667, anv: 0.616667, best 0.616667 
