Wed Apr  5 10:40:13 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
****************************************
current sequence is 1
****************************************
step 0, training: 0.2, testing: 0.166667, anv: 0.0166667, best 0.0166667 
step 20, training: 0.133333, testing: 0, anv: 0.0166667, best 0.0166667 
step 40, training: 0.333333, testing: 0, anv: 0.0166667, best 0.0166667 
step 60, training: 0.2, testing: 0, anv: 0.0166667, best 0.0166667 
step 80, training: 0.266667, testing: 0.166667, anv: 0.0333333, best 0.0333333 
step 100, training: 0.333333, testing: 0.166667, anv: 0.05, best 0.05 
step 120, training: 0.266667, testing: 0.166667, anv: 0.0666667, best 0.0666667 
step 140, training: 0.2, testing: 0.166667, anv: 0.0833333, best 0.0833333 
step 160, training: 0.266667, testing: 0.166667, anv: 0.1, best 0.1 
step 180, training: 0.266667, testing: 0.166667, anv: 0.116667, best 0.116667 
step 200, training: 0.2, testing: 0.166667, anv: 0.116667, best 0.116667 
step 220, training: 0.133333, testing: 0.166667, anv: 0.133333, best 0.133333 
step 240, training: 0.133333, testing: 0.166667, anv: 0.15, best 0.15 
step 260, training: 0.0666667, testing: 0.166667, anv: 0.166667, best 0.166667 
step 280, training: 0.333333, testing: 0.166667, anv: 0.166667, best 0.166667 
step 300, training: 0.133333, testing: 0.166667, anv: 0.166667, best 0.166667 
step 320, training: 0.266667, testing: 0.166667, anv: 0.166667, best 0.166667 
step 340, training: 0.133333, testing: 0.166667, anv: 0.166667, best 0.166667 
step 360, training: 0.133333, testing: 0.166667, anv: 0.166667, best 0.166667 
step 380, training: 0.133333, testing: 0.166667, anv: 0.166667, best 0.166667 
step 400, training: 0.266667, testing: 0.166667, anv: 0.166667, best 0.166667 
step 420, training: 0.266667, testing: 0.166667, anv: 0.166667, best 0.166667 
step 440, training: 0.0666667, testing: 0.166667, anv: 0.166667, best 0.166667 
step 460, training: 0.133333, testing: 0.166667, anv: 0.166667, best 0.166667 
step 480, training: 0.133333, testing: 0.166667, anv: 0.166667, best 0.166667 
step 500, training: 0.266667, testing: 0.166667, anv: 0.166667, best 0.166667 
step 520, training: 0.133333, testing: 0.166667, anv: 0.166667, best 0.166667 
step 540, training: 0.2, testing: 0.166667, anv: 0.166667, best 0.166667 
step 560, training: 0.266667, testing: 0.166667, anv: 0.166667, best 0.166667 
step 580, training: 0.2, testing: 0.166667, anv: 0.166667, best 0.166667 
step 600, training: 0.266667, testing: 0.166667, anv: 0.166667, best 0.166667 
step 620, training: 0.4, testing: 0.166667, anv: 0.166667, best 0.166667 
step 640, training: 0.4, testing: 0.166667, anv: 0.166667, best 0.166667 
step 660, training: 0, testing: 0.166667, anv: 0.166667, best 0.166667 
step 680, training: 0.466667, testing: 0.166667, anv: 0.166667, best 0.166667 
step 700, training: 0.0666667, testing: 0.166667, anv: 0.166667, best 0.166667 
step 720, training: 0.333333, testing: 0.166667, anv: 0.166667, best 0.166667 
step 740, training: 0.133333, testing: 0.166667, anv: 0.166667, best 0.166667 
step 760, training: 0.133333, testing: 0.166667, anv: 0.166667, best 0.166667 
step 780, training: 0.266667, testing: 0.166667, anv: 0.166667, best 0.166667 
step 800, training: 0.2, testing: 0.166667, anv: 0.166667, best 0.166667 
step 820, training: 0.133333, testing: 0.166667, anv: 0.166667, best 0.166667 
step 840, training: 0.266667, testing: 0.166667, anv: 0.166667, best 0.166667 
step 860, training: 0.333333, testing: 0.166667, anv: 0.166667, best 0.166667 
step 880, training: 0.0666667, testing: 0.166667, anv: 0.166667, best 0.166667 
step 900, training: 0.0666667, testing: 0.166667, anv: 0.166667, best 0.166667 
step 920, training: 0.266667, testing: 0.166667, anv: 0.166667, best 0.166667 
step 940, training: 0.0666667, testing: 0.166667, anv: 0.166667, best 0.166667 
step 960, training: 0.4, testing: 0.166667, anv: 0.166667, best 0.166667 
step 980, training: 0.333333, testing: 0.166667, anv: 0.166667, best 0.166667 
step 1000, training: 0.266667, testing: 0.166667, anv: 0.166667, best 0.166667 
step 1020, training: 0.2, testing: 0.166667, anv: 0.166667, best 0.166667 
step 1040, training: 0.0666667, testing: 0.166667, anv: 0.166667, best 0.166667 
step 1060, training: 0.333333, testing: 0.166667, anv: 0.166667, best 0.166667 
