Thu May 11 18:07:35 2017 Finetune the dual-nets model with two independent feature variables on UT-Interaction set1! 
****************************************
current sequence is 1
****************************************
Epoch: 0, step: 0, training: 0.375, loss: 44129.7, testing: 0.166667, top2: 0.333333, anv: 0.0555556, best: 0.0555556 
Epoch: 0, step: 20, training: 0.25, loss: 1058.3, testing: 0.166667, top2: 0.333333, anv: 0.111111, best: 0.111111 
Epoch: 1, step: 40, training: 0.25, loss: 277.183, testing: 0.333333, top2: 0.333333, anv: 0.222222, best: 0.222222 
Epoch: 2, step: 60, training: 0.5625, loss: 118.943, testing: 0.166667, top2: 0.333333, anv: 0.222222, best: 0.222222 
Epoch: 3, step: 80, training: 0.6875, loss: 38.4052, testing: 0.333333, top2: 0.833333, anv: 0.277778, best: 0.277778 
Epoch: 4, step: 100, training: 0.5, loss: 33.9041, testing: 0.5, top2: 0.666667, anv: 0.333333, best: 0.333333 
Epoch: 5, step: 120, training: 0.6875, loss: 21.7978, testing: 0.666667, top2: 0.666667, anv: 0.5, best: 0.5 
Epoch: 6, step: 140, training: 0.6875, loss: 11.0817, testing: 0.666667, top2: 0.666667, anv: 0.611111, best: 0.611111 
Epoch: 7, step: 160, training: 0.75, loss: 12.6568, testing: 0.5, top2: 1, anv: 0.611111, best: 0.611111 
Epoch: 8, step: 180, training: 0.75, loss: 8.76042, testing: 0.666667, top2: 0.833333, anv: 0.611111, best: 0.611111 
Epoch: 9, step: 200, training: 0.9375, loss: 11.4947, testing: 0.5, top2: 0.666667, anv: 0.555556, best: 0.611111 
Epoch: 10, step: 220, training: 1, loss: 9.36734, testing: 0.833333, top2: 0.833333, anv: 0.666667, best: 0.666667 
Epoch: 11, step: 240, training: 0.9375, loss: 5.37896, testing: 0.833333, top2: 1, anv: 0.722222, best: 0.722222 
Epoch: 12, step: 260, training: 0.9375, loss: 9.86816, testing: 0.833333, top2: 0.833333, anv: 0.833333, best: 0.833333 
Epoch: 13, step: 280, training: 0.9375, loss: 6.37745, testing: 0.833333, top2: 1, anv: 0.833333, best: 0.833333 
Epoch: 14, step: 300, training: 1, loss: 6.33315, testing: 0.666667, top2: 0.833333, anv: 0.777778, best: 0.833333 
Epoch: 15, step: 320, training: 1, loss: 5.19045, testing: 0.666667, top2: 1, anv: 0.722222, best: 0.833333 
Epoch: 16, step: 340, training: 1, loss: 4.18369, testing: 0.666667, top2: 1, anv: 0.666667, best: 0.833333 
Epoch: 17, step: 360, training: 0.875, loss: 4.33075, testing: 0.833333, top2: 0.833333, anv: 0.722222, best: 0.833333 
Epoch: 18, step: 380, training: 1, loss: 6.42239, testing: 0.666667, top2: 0.833333, anv: 0.722222, best: 0.833333 
Epoch: 19, step: 400, training: 1, loss: 8.05063, testing: 0.666667, top2: 0.833333, anv: 0.722222, best: 0.833333 
Epoch: 20, step: 420, training: 0.9375, loss: 8.15649, testing: 0.833333, top2: 0.833333, anv: 0.722222, best: 0.833333 
Epoch: 21, step: 440, training: 1, loss: 7.32462, testing: 0.666667, top2: 0.833333, anv: 0.722222, best: 0.833333 
Epoch: 22, step: 460, training: 1, loss: 7.83756, testing: 0.666667, top2: 0.833333, anv: 0.722222, best: 0.833333 
Epoch: 23, step: 480, training: 1, loss: 5.57336, testing: 0.833333, top2: 0.833333, anv: 0.722222, best: 0.833333 
Epoch: 24, step: 500, training: 1, loss: 5.28684, testing: 0.833333, top2: 0.833333, anv: 0.777778, best: 0.833333 
Epoch: 25, step: 520, training: 1, loss: 6.23216, testing: 0.833333, top2: 0.833333, anv: 0.833333, best: 0.833333 
Epoch: 26, step: 540, training: 1, loss: 6.0646, testing: 0.666667, top2: 0.833333, anv: 0.777778, best: 0.833333 
Epoch: 27, step: 560, training: 1, loss: 5.87302, testing: 0.666667, top2: 0.833333, anv: 0.722222, best: 0.833333 
Epoch: 28, step: 580, training: 1, loss: 5.6356, testing: 0.666667, top2: 0.833333, anv: 0.666667, best: 0.833333 
Epoch: 29, step: 600, training: 1, loss: 5.3939, testing: 0.833333, top2: 0.833333, anv: 0.722222, best: 0.833333 
Epoch: 30, step: 620, training: 1, loss: 5.49305, testing: 0.666667, top2: 0.833333, anv: 0.722222, best: 0.833333 
 The training is finished at Thu May 11 18:21:07 2017 
****************************************
current sequence is 8
****************************************
Epoch: 0, step: 0, training: 0.25, loss: 19539.6, testing: 0.142857, top2: 0.428571, anv: 0.047619, best: 0.047619 
Epoch: 1, step: 20, training: 0.1875, loss: 1291.96, testing: 0.142857, top2: 0.428571, anv: 0.0952381, best: 0.0952381 
Epoch: 2, step: 40, training: 0.0625, loss: 240.666, testing: 0.285714, top2: 0.571429, anv: 0.190476, best: 0.190476 
Epoch: 3, step: 60, training: 0.625, loss: 68.344, testing: 0.285714, top2: 0.571429, anv: 0.238095, best: 0.238095 
Epoch: 4, step: 80, training: 0.375, loss: 73.54, testing: 0.285714, top2: 0.285714, anv: 0.285714, best: 0.285714 
Epoch: 5, step: 100, training: 0.4375, loss: 44.1327, testing: 0.428571, top2: 0.571429, anv: 0.333333, best: 0.333333 
Epoch: 6, step: 120, training: 0.5, loss: 64.6004, testing: 0.285714, top2: 0.428571, anv: 0.333333, best: 0.333333 
Epoch: 7, step: 140, training: 0.8125, loss: 68.9614, testing: 0.285714, top2: 0.285714, anv: 0.333333, best: 0.333333 
Epoch: 8, step: 160, training: 0.8125, loss: 71.2286, testing: 0.285714, top2: 0.428571, anv: 0.285714, best: 0.333333 
Epoch: 9, step: 180, training: 0.625, loss: 89.1819, testing: 0.142857, top2: 0.285714, anv: 0.238095, best: 0.333333 
Epoch: 10, step: 200, training: 0.8125, loss: 64.6757, testing: 0.285714, top2: 0.428571, anv: 0.238095, best: 0.333333 
Epoch: 11, step: 220, training: 0.9375, loss: 61.0247, testing: 0.285714, top2: 0.285714, anv: 0.238095, best: 0.333333 
Epoch: 12, step: 240, training: 1, loss: 47.6294, testing: 0.285714, top2: 0.428571, anv: 0.285714, best: 0.333333 
Epoch: 13, step: 260, training: 0.875, loss: 48.8165, testing: 0.285714, top2: 0.285714, anv: 0.285714, best: 0.333333 
Epoch: 14, step: 280, training: 0.9375, loss: 55.9098, testing: 0.285714, top2: 0.285714, anv: 0.285714, best: 0.333333 
Epoch: 15, step: 300, training: 1, loss: 58.1848, testing: 0.285714, top2: 0.285714, anv: 0.285714, best: 0.333333 
Epoch: 16, step: 320, training: 1, loss: 54.5047, testing: 0.285714, top2: 0.285714, anv: 0.285714, best: 0.333333 
Epoch: 17, step: 340, training: 0.9375, loss: 56.3562, testing: 0.285714, top2: 0.285714, anv: 0.285714, best: 0.333333 
Epoch: 18, step: 360, training: 1, loss: 64.2389, testing: 0.285714, top2: 0.285714, anv: 0.285714, best: 0.333333 
Epoch: 19, step: 380, training: 0.9375, loss: 66.1796, testing: 0.285714, top2: 0.285714, anv: 0.285714, best: 0.333333 
Epoch: 21, step: 400, training: 1, loss: 60.5141, testing: 0.285714, top2: 0.285714, anv: 0.285714, best: 0.333333 
Epoch: 22, step: 420, training: 0.875, loss: 62.8116, testing: 0.285714, top2: 0.428571, anv: 0.285714, best: 0.333333 
Epoch: 23, step: 440, training: 0.9375, loss: 62.4782, testing: 0.285714, top2: 0.285714, anv: 0.285714, best: 0.333333 
Epoch: 24, step: 460, training: 1, loss: 60.5851, testing: 0.285714, top2: 0.285714, anv: 0.285714, best: 0.333333 
Epoch: 25, step: 480, training: 1, loss: 64.4718, testing: 0.285714, top2: 0.285714, anv: 0.285714, best: 0.333333 
Epoch: 26, step: 500, training: 1, loss: 57.1543, testing: 0.285714, top2: 0.285714, anv: 0.285714, best: 0.333333 
Epoch: 27, step: 520, training: 1, loss: 56.5075, testing: 0.285714, top2: 0.285714, anv: 0.285714, best: 0.333333 
Epoch: 28, step: 540, training: 1, loss: 54.5743, testing: 0.285714, top2: 0.285714, anv: 0.285714, best: 0.333333 
Epoch: 29, step: 560, training: 1, loss: 53.8548, testing: 0.285714, top2: 0.285714, anv: 0.285714, best: 0.333333 
Epoch: 30, step: 580, training: 1, loss: 57.073, testing: 0.285714, top2: 0.285714, anv: 0.285714, best: 0.333333 
 The training is finished at Thu May 11 18:33:39 2017 
****************************************
current sequence is 1
****************************************
Epoch: 0, step: 0, training: 0.3125, loss: 46821.1, testing: 0.166667, top2: 0.333333, anv: 0.0555556, best: 0.0555556 
