Fri Jun  9 13:20:26 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
-------------------------------------------------------------------------
---------------------------- RUN 0 ------------------------------
-------------------------------------------------------------------------
****************************************
current sequence is 1
****************************************
seq1, epoch0, step: 0, training: 0.1875, loss_tr: 2.10416, loss_t: 1.96824, testing: 0.5, t2y: 0.5
seq1, epoch0, step: 10, training: 0.3125, loss_tr: 1.70057, loss_t: 1.49532, testing: 0.333333, t2y: 0.5
seq1, epoch0, step: 20, training: 0.5625, loss_tr: 1.87749, loss_t: 1.30325, testing: 0.333333, t2y: 0.666667
seq1, epoch0, step: 30, training: 0.625, loss_tr: 1.66515, loss_t: 1.31594, testing: 0.5, t2y: 0.666667
seq1, epoch0, step: 40, training: 0.5625, loss_tr: 1.26805, loss_t: 1.06976, testing: 0.666667, t2y: 1
seq1, epoch0, step: 50, training: 0.4375, loss_tr: 1.53162, loss_t: 1.0141, testing: 0.5, t2y: 0.833333
seq1, epoch0, step: 60, training: 0.625, loss_tr: 1.22051, loss_t: 0.971015, testing: 0.666667, t2y: 0.666667
seq1, epoch0, step: 70, training: 0.625, loss_tr: 1.45853, loss_t: 0.784427, testing: 0.666667, t2y: 1
seq1, epoch1, step: 80, training: 0.75, loss_tr: 1.54241, loss_t: 0.711555, testing: 0.833333, t2y: 1
seq1, epoch1, step: 90, training: 0.75, loss_tr: 0.834929, loss_t: 0.664025, testing: 0.666667, t2y: 1
seq1, epoch1, step: 100, training: 0.875, loss_tr: 0.82912, loss_t: 0.656522, testing: 0.666667, t2y: 0.833333
seq1, epoch1, step: 110, training: 0.75, loss_tr: 0.842559, loss_t: 0.602528, testing: 0.666667, t2y: 1
seq1, epoch1, step: 120, training: 0.625, loss_tr: 1.17682, loss_t: 0.61533, testing: 0.833333, t2y: 1
seq1, epoch1, step: 130, training: 0.9375, loss_tr: 0.788663, loss_t: 0.577578, testing: 0.833333, t2y: 1
seq1, epoch1, step: 140, training: 0.8125, loss_tr: 1.09814, loss_t: 0.533286, testing: 0.833333, t2y: 0.833333
seq1, epoch1, step: 150, training: 0.9375, loss_tr: 0.662519, loss_t: 0.489077, testing: 0.833333, t2y: 1
seq1, epoch2, step: 160, training: 0.875, loss_tr: 0.541103, loss_t: 0.464549, testing: 0.833333, t2y: 0.833333
seq1, epoch2, step: 170, training: 0.6875, loss_tr: 0.711057, loss_t: 0.542746, testing: 0.833333, t2y: 0.833333
seq1, epoch2, step: 180, training: 0.9375, loss_tr: 0.852657, loss_t: 0.244498, testing: 0.833333, t2y: 1
seq1, epoch2, step: 190, training: 0.875, loss_tr: 0.524753, loss_t: 0.42755, testing: 0.833333, t2y: 1
seq1, epoch2, step: 200, training: 0.875, loss_tr: 0.785916, loss_t: 0.236405, testing: 1, t2y: 1
seq1, epoch2, step: 210, training: 0.875, loss_tr: 0.326606, loss_t: 0.381783, testing: 0.833333, t2y: 1
seq1, epoch2, step: 220, training: 0.9375, loss_tr: 0.169015, loss_t: 0.161958, testing: 1, t2y: 1
 
****************************************
current sequence is 2
****************************************
seq2, epoch0, step: 0, training: 0.3125, loss_tr: 2.21786, loss_t: 2.00956, testing: 0.166667, t2y: 0.333333
