Thu May 11 16:45:37 2017 Finetune the dual-nets model with two independent feature variables on UT-Interaction set1! 
****************************************
current sequence is 1
****************************************
Epoch: 0, step: 0, training: 0.3125, loss: 30695.2, testing: 0.166667, top2: 0.333333, anv: 0.0555556, best: 0.0555556 
Epoch: 0, step: 20, training: 0.1875, loss: 1816.98, testing: 0.166667, top2: 0.333333, anv: 0.111111, best: 0.111111 
Epoch: 1, step: 40, training: 0.375, loss: 212.792, testing: 0.166667, top2: 0.666667, anv: 0.166667, best: 0.166667 
Epoch: 2, step: 60, training: 0.25, loss: 196.77, testing: 0.166667, top2: 0.833333, anv: 0.166667, best: 0.166667 
Epoch: 3, step: 80, training: 0.875, loss: 33.8301, testing: 0.5, top2: 0.833333, anv: 0.277778, best: 0.277778 
Epoch: 4, step: 100, training: 0.6875, loss: 16.1316, testing: 0.5, top2: 0.833333, anv: 0.388889, best: 0.388889 
Epoch: 5, step: 120, training: 0.6875, loss: 6.12396, testing: 0.833333, top2: 1, anv: 0.611111, best: 0.611111 
Epoch: 6, step: 140, training: 0.8125, loss: 10.3537, testing: 0.833333, top2: 0.833333, anv: 0.722222, best: 0.722222 
Epoch: 7, step: 160, training: 0.9375, loss: 10.5366, testing: 0.833333, top2: 0.833333, anv: 0.833333, best: 0.833333 
Epoch: 8, step: 180, training: 0.9375, loss: 7.97576, testing: 0.833333, top2: 0.833333, anv: 0.833333, best: 0.833333 
Epoch: 9, step: 200, training: 1, loss: 13.757, testing: 0.666667, top2: 0.833333, anv: 0.777778, best: 0.833333 
Epoch: 10, step: 220, training: 0.9375, loss: 6.1608, testing: 0.833333, top2: 0.833333, anv: 0.777778, best: 0.833333 
Epoch: 11, step: 240, training: 0.9375, loss: 3.75486, testing: 0.833333, top2: 1, anv: 0.777778, best: 0.833333 
Epoch: 12, step: 260, training: 1, loss: 9.82032, testing: 0.666667, top2: 0.833333, anv: 0.777778, best: 0.833333 
Epoch: 13, step: 280, training: 1, loss: 12.0508, testing: 0.666667, top2: 0.833333, anv: 0.722222, best: 0.833333 
Epoch: 14, step: 300, training: 1, loss: 12.4561, testing: 0.833333, top2: 0.833333, anv: 0.722222, best: 0.833333 
Epoch: 15, step: 320, training: 1, loss: 10.9492, testing: 0.833333, top2: 0.833333, anv: 0.777778, best: 0.833333 
Epoch: 16, step: 340, training: 1, loss: 7.30517, testing: 0.833333, top2: 0.833333, anv: 0.833333, best: 0.833333 
Epoch: 17, step: 360, training: 1, loss: 13.9209, testing: 0.666667, top2: 1, anv: 0.777778, best: 0.833333 
Epoch: 18, step: 380, training: 1, loss: 10.2855, testing: 0.833333, top2: 0.833333, anv: 0.777778, best: 0.833333 
Epoch: 19, step: 400, training: 1, loss: 10.664, testing: 0.833333, top2: 0.833333, anv: 0.777778, best: 0.833333 
Epoch: 20, step: 420, training: 1, loss: 9.71769, testing: 0.833333, top2: 0.833333, anv: 0.833333, best: 0.833333 
Epoch: 21, step: 440, training: 1, loss: 11.8361, testing: 0.833333, top2: 0.833333, anv: 0.833333, best: 0.833333 
Epoch: 22, step: 460, training: 1, loss: 10.315, testing: 0.833333, top2: 0.833333, anv: 0.833333, best: 0.833333 
Epoch: 23, step: 480, training: 1, loss: 10.2259, testing: 0.833333, top2: 0.833333, anv: 0.833333, best: 0.833333 
Epoch: 24, step: 500, training: 1, loss: 10.6691, testing: 0.833333, top2: 0.833333, anv: 0.833333, best: 0.833333 
Epoch: 25, step: 520, training: 1, loss: 10.5967, testing: 0.833333, top2: 0.833333, anv: 0.833333, best: 0.833333 
Epoch: 26, step: 540, training: 1, loss: 9.62278, testing: 0.833333, top2: 1, anv: 0.833333, best: 0.833333 
Epoch: 27, step: 560, training: 1, loss: 10.0272, testing: 0.833333, top2: 0.833333, anv: 0.833333, best: 0.833333 
Epoch: 28, step: 580, training: 1, loss: 8.22888, testing: 0.833333, top2: 1, anv: 0.833333, best: 0.833333 
Epoch: 29, step: 600, training: 1, loss: 9.09679, testing: 0.833333, top2: 1, anv: 0.833333, best: 0.833333 
Epoch: 30, step: 620, training: 1, loss: 7.67021, testing: 0.833333, top2: 1, anv: 0.833333, best: 0.833333 
 The training is finished at Thu May 11 16:58:57 2017 
****************************************
current sequence is 8
****************************************
Epoch: 0, step: 0, training: 0.3125, loss: 40699.8, testing: 0.142857, top2: 0.285714, anv: 0.047619, best: 0.047619 
Epoch: 1, step: 20, training: 0.3125, loss: 759.875, testing: 0.142857, top2: 0.285714, anv: 0.0952381, best: 0.0952381 
Epoch: 2, step: 40, training: 0.25, loss: 146.508, testing: 0.428571, top2: 0.571429, anv: 0.238095, best: 0.238095 
Epoch: 3, step: 60, training: 0.4375, loss: 188.571, testing: 0.285714, top2: 0.571429, anv: 0.285714, best: 0.285714 
Epoch: 4, step: 80, training: 0.5, loss: 216.609, testing: 0.142857, top2: 0.428571, anv: 0.285714, best: 0.285714 
Epoch: 5, step: 100, training: 0.625, loss: 103.196, testing: 0.285714, top2: 0.285714, anv: 0.238095, best: 0.285714 
Epoch: 6, step: 120, training: 0.75, loss: 134.97, testing: 0.285714, top2: 0.285714, anv: 0.238095, best: 0.285714 
Epoch: 7, step: 140, training: 0.5625, loss: 119.493, testing: 0.285714, top2: 0.428571, anv: 0.285714, best: 0.285714 
Epoch: 8, step: 160, training: 0.875, loss: 129.238, testing: 0.285714, top2: 0.428571, anv: 0.285714, best: 0.285714 
Epoch: 9, step: 180, training: 0.8125, loss: 112.782, testing: 0.285714, top2: 0.428571, anv: 0.285714, best: 0.285714 
Epoch: 10, step: 200, training: 0.9375, loss: 104.609, testing: 0.285714, top2: 0.285714, anv: 0.285714, best: 0.285714 
Epoch: 11, step: 220, training: 1, loss: 95.3716, testing: 0.285714, top2: 0.428571, anv: 0.285714, best: 0.285714 
