Mon May  8 17:30:37 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
****************************************
current sequence is 4
****************************************
epoch: 0, step: 0, training: 0.25, loss: 8.5031e+11, testing: 0.166667, t2y: 0.333333, anv: 0.0555556, best: 0.0555556 
epoch: 1, step: 20, training: 0.375, loss: 3.59292e+10, testing: 0.333333, t2y: 0.333333, anv: 0.166667, best: 0.166667 
epoch: 2, step: 40, training: 0.375, loss: 4.91018e+09, testing: 0.166667, t2y: 0.5, anv: 0.222222, best: 0.222222 
epoch: 3, step: 60, training: 0.375, loss: 1.28492e+09, testing: 0.166667, t2y: 0.5, anv: 0.222222, best: 0.222222 
epoch: 4, step: 80, training: 0.5, loss: 3.64199e+08, testing: 0.333333, t2y: 0.666667, anv: 0.222222, best: 0.222222 
epoch: 5, step: 100, training: 0.5625, loss: 1.04996e+08, testing: 0.5, t2y: 0.666667, anv: 0.333333, best: 0.333333 
epoch: 6, step: 120, training: 0.5625, loss: 4.43575e+07, testing: 0.333333, t2y: 0.833333, anv: 0.388889, best: 0.388889 
epoch: 7, step: 140, training: 0.6875, loss: 4.24657e+07, testing: 0.5, t2y: 0.5, anv: 0.444444, best: 0.444444 
epoch: 8, step: 160, training: 0.5625, loss: 1.66514e+07, testing: 0.5, t2y: 0.666667, anv: 0.444444, best: 0.444444 
epoch: 9, step: 180, training: 0.8125, loss: 4368.15, testing: 0.5, t2y: 0.666667, anv: 0.5, best: 0.5 
epoch: 10, step: 200, training: 0.6875, loss: 3.35818e+06, testing: 0.5, t2y: 0.666667, anv: 0.5, best: 0.5 
epoch: 11, step: 220, training: 0.75, loss: 5.71007e+06, testing: 0.5, t2y: 0.666667, anv: 0.5, best: 0.5 
epoch: 12, step: 240, training: 0.625, loss: 1.08343e+07, testing: 0.5, t2y: 0.666667, anv: 0.5, best: 0.5 
epoch: 13, step: 260, training: 0.75, loss: 5.96959e+06, testing: 0.333333, t2y: 0.5, anv: 0.444444, best: 0.5 
epoch: 14, step: 280, training: 0.5625, loss: 3.57572e+06, testing: 0.333333, t2y: 0.5, anv: 0.388889, best: 0.5 
epoch: 15, step: 300, training: 0.5625, loss: 1.19675e+06, testing: 0.333333, t2y: 0.5, anv: 0.333333, best: 0.5 
epoch: 16, step: 320, training: 0.5, loss: 2.64762e+06, testing: 0.166667, t2y: 0.5, anv: 0.277778, best: 0.5 
epoch: 17, step: 340, training: 0.6875, loss: 4.70758e+06, testing: 0.333333, t2y: 0.666667, anv: 0.277778, best: 0.5 
epoch: 18, step: 360, training: 1, loss: 4.91119e+06, testing: 0.333333, t2y: 0.666667, anv: 0.277778, best: 0.5 
epoch: 19, step: 380, training: 0.5625, loss: 3.70978e+06, testing: 0.333333, t2y: 0.666667, anv: 0.333333, best: 0.5 
epoch: 20, step: 400, training: 0.75, loss: 91.1759, testing: 0.333333, t2y: 0.666667, anv: 0.333333, best: 0.5 
epoch: 21, step: 420, training: 0.5625, loss: 399.138, testing: 0.333333, t2y: 0.5, anv: 0.333333, best: 0.5 
epoch: 22, step: 440, training: 0.625, loss: 799192, testing: 0.333333, t2y: 0.666667, anv: 0.333333, best: 0.5 
epoch: 23, step: 460, training: 0.75, loss: 9.76556e+06, testing: 0.333333, t2y: 0.5, anv: 0.333333, best: 0.5 
epoch: 24, step: 480, training: 0.5625, loss: 923125, testing: 0.333333, t2y: 0.5, anv: 0.333333, best: 0.5 
