Wed May 10 14:31:29 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
****************************************
current sequence is 2
****************************************
seq: 2, epoch: 0, step: 0, training: 0.4375, loss: 174234, testing: 0.166667, t2y: 0.333333, anv: 0.0555556, best: 0.0555556 
seq: 2, epoch: 1, step: 20, training: 0.5625, loss: 28505.8, testing: 0.5, t2y: 0.5, anv: 0.222222, best: 0.222222 
seq: 2, epoch: 2, step: 40, training: 0.625, loss: 14366.7, testing: 0.166667, t2y: 0.5, anv: 0.277778, best: 0.277778 
seq: 2, epoch: 3, step: 60, training: 0.75, loss: 9517.63, testing: 0.333333, t2y: 0.666667, anv: 0.333333, best: 0.333333 
seq: 2, epoch: 4, step: 80, training: 0.625, loss: 5701.03, testing: 0.5, t2y: 0.5, anv: 0.333333, best: 0.333333 
seq: 2, epoch: 5, step: 100, training: 0.8125, loss: 3735.68, testing: 0.333333, t2y: 0.5, anv: 0.388889, best: 0.388889 
seq: 2, epoch: 6, step: 120, training: 0.75, loss: 2294.53, testing: 0.5, t2y: 0.666667, anv: 0.444444, best: 0.444444 
seq: 2, epoch: 7, step: 140, training: 1, loss: 2561.38, testing: 0.333333, t2y: 0.666667, anv: 0.388889, best: 0.444444 
seq: 2, epoch: 8, step: 160, training: 0.875, loss: 1049.07, testing: 0.5, t2y: 0.666667, anv: 0.444444, best: 0.444444 
seq: 2, epoch: 9, step: 180, training: 0.9375, loss: 1548.52, testing: 0.666667, t2y: 1, anv: 0.5, best: 0.5 
seq: 2, epoch: 10, step: 200, training: 1, loss: 1426.57, testing: 0.833333, t2y: 1, anv: 0.666667, best: 0.666667 
seq: 2, epoch: 11, step: 220, training: 1, loss: 723.68, testing: 0.833333, t2y: 1, anv: 0.777778, best: 0.777778 
seq: 2, epoch: 12, step: 240, training: 1, loss: 1667.1, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 13, step: 260, training: 1, loss: 923.034, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
