Thu May 18 08:53:19 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
-------------------------------------------------------------------------
---------------------------- RUN 0 ------------------------------
-------------------------------------------------------------------------
****************************************
current sequence is 1
****************************************
seq: 1, epoch: 0, step: 0, training: 0.8125, loss: 10846.8, testing: 0.684211, t2y: 0.736842, anv: 0.22807, best: 0.22807 
seq: 1, epoch: 0, step: 20, training: 0.6875, loss: 4815.42, testing: 0.684211, t2y: 0.736842, anv: 0.45614, best: 0.45614 
seq: 1, epoch: 0, step: 40, training: 0.75, loss: 1783, testing: 0.684211, t2y: 0.736842, anv: 0.684211, best: 0.684211 
seq: 1, epoch: 0, step: 60, training: 0.8125, loss: 1385.69, testing: 0.684211, t2y: 0.736842, anv: 0.684211, best: 0.684211 
seq: 1, epoch: 1, step: 80, training: 0.75, loss: 1166.77, testing: 0.684211, t2y: 0.789474, anv: 0.684211, best: 0.684211 
seq: 1, epoch: 1, step: 100, training: 0.6875, loss: 868.503, testing: 0.684211, t2y: 0.789474, anv: 0.684211, best: 0.684211 
seq: 1, epoch: 1, step: 120, training: 0.75, loss: 965.523, testing: 0.736842, t2y: 0.842105, anv: 0.701754, best: 0.701754 
seq: 1, epoch: 2, step: 140, training: 0.8125, loss: 453.328, testing: 0.736842, t2y: 0.789474, anv: 0.719298, best: 0.719298 
seq: 1, epoch: 2, step: 160, training: 0.9375, loss: 339.336, testing: 0.789474, t2y: 0.894737, anv: 0.754386, best: 0.754386 
seq: 1, epoch: 2, step: 180, training: 0.5, loss: 702.197, testing: 0.736842, t2y: 0.789474, anv: 0.754386, best: 0.754386 
seq: 1, epoch: 2, step: 200, training: 0.75, loss: 654.875, testing: 0.684211, t2y: 0.894737, anv: 0.736842, best: 0.754386 
seq: 1, epoch: 3, step: 220, training: 0.875, loss: 366.639, testing: 0.789474, t2y: 0.947368, anv: 0.736842, best: 0.754386 
seq: 1, epoch: 3, step: 240, training: 0.8125, loss: 388.681, testing: 0.789474, t2y: 0.842105, anv: 0.754386, best: 0.754386 
seq: 1, epoch: 3, step: 260, training: 0.9375, loss: 443.79, testing: 0.789474, t2y: 0.842105, anv: 0.789474, best: 0.789474 
seq: 1, epoch: 4, step: 280, training: 0.75, loss: 230.116, testing: 0.789474, t2y: 0.947368, anv: 0.789474, best: 0.789474 
seq: 1, epoch: 4, step: 300, training: 0.9375, loss: 169.877, testing: 0.789474, t2y: 0.894737, anv: 0.789474, best: 0.789474 
seq: 1, epoch: 4, step: 320, training: 0.9375, loss: 179.527, testing: 0.894737, t2y: 0.894737, anv: 0.824561, best: 0.824561 
seq: 1, epoch: 5, step: 340, training: 1, loss: 156.859, testing: 0.842105, t2y: 0.947368, anv: 0.842105, best: 0.842105 
seq: 1, epoch: 5, step: 360, training: 0.875, loss: 13.5349, testing: 0.789474, t2y: 0.894737, anv: 0.842105, best: 0.842105 
seq: 1, epoch: 5, step: 380, training: 0.9375, loss: 68.6848, testing: 0.789474, t2y: 0.894737, anv: 0.807018, best: 0.842105 
seq: 1, epoch: 5, step: 400, training: 0.875, loss: 82.516, testing: 0.736842, t2y: 0.894737, anv: 0.77193, best: 0.842105 
seq: 1, epoch: 6, step: 420, training: 0.8125, loss: 107.367, testing: 0.736842, t2y: 0.894737, anv: 0.754386, best: 0.842105 
seq: 1, epoch: 6, step: 440, training: 0.9375, loss: 82.0294, testing: 0.842105, t2y: 0.947368, anv: 0.77193, best: 0.842105 
seq: 1, epoch: 6, step: 460, training: 1, loss: 114.442, testing: 0.894737, t2y: 1, anv: 0.824561, best: 0.842105 
seq: 1, epoch: 7, step: 480, training: 0.9375, loss: 70.4305, testing: 0.842105, t2y: 0.894737, anv: 0.859649, best: 0.859649 
seq: 1, epoch: 7, step: 500, training: 0.8125, loss: 49.4893, testing: 0.789474, t2y: 0.894737, anv: 0.842105, best: 0.859649 
seq: 1, epoch: 7, step: 520, training: 1, loss: 101.108, testing: 0.894737, t2y: 0.947368, anv: 0.842105, best: 0.859649 
seq: 1, epoch: 7, step: 540, training: 1, loss: 52.3953, testing: 0.842105, t2y: 0.894737, anv: 0.842105, best: 0.859649 
seq: 1, epoch: 8, step: 560, training: 1, loss: 10.9764, testing: 0.894737, t2y: 0.947368, anv: 0.877193, best: 0.877193 
seq: 1, epoch: 8, step: 580, training: 0.8125, loss: 15.3901, testing: 0.842105, t2y: 1, anv: 0.859649, best: 0.877193 
seq: 1, epoch: 8, step: 600, training: 0.875, loss: 149.818, testing: 0.894737, t2y: 0.947368, anv: 0.877193, best: 0.877193 
seq: 1, epoch: 9, step: 620, training: 1, loss: 8.67883, testing: 0.894737, t2y: 0.947368, anv: 0.877193, best: 0.877193 
seq: 1, epoch: 9, step: 640, training: 1, loss: 59.1797, testing: 0.947368, t2y: 1, anv: 0.912281, best: 0.912281 
seq: 1, epoch: 9, step: 660, training: 0.9375, loss: 17.5843, testing: 0.894737, t2y: 1, anv: 0.912281, best: 0.912281 
seq: 1, epoch: 10, step: 680, training: 1, loss: 31.9338, testing: 0.894737, t2y: 1, anv: 0.912281, best: 0.912281 
seq: 1, epoch: 10, step: 700, training: 1, loss: 13.3767, testing: 0.947368, t2y: 1, anv: 0.912281, best: 0.912281 
seq: 1, epoch: 10, step: 720, training: 1, loss: 93.5266, testing: 0.947368, t2y: 1, anv: 0.929825, best: 0.929825 
seq: 1, epoch: 10, step: 740, training: 1, loss: 41.9323, testing: 0.947368, t2y: 1, anv: 0.947368, best: 0.947368 
seq: 1, epoch: 11, step: 760, training: 1, loss: 7.50911, testing: 0.947368, t2y: 1, anv: 0.947368, best: 0.947368 
seq: 1, epoch: 11, step: 780, training: 1, loss: 28.0641, testing: 0.894737, t2y: 1, anv: 0.929825, best: 0.947368 
seq: 1, epoch: 11, step: 800, training: 1, loss: 33.071, testing: 0.947368, t2y: 1, anv: 0.929825, best: 0.947368 
seq: 1, epoch: 12, step: 820, training: 0.9375, loss: 127.454, testing: 0.947368, t2y: 1, anv: 0.929825, best: 0.947368 
seq: 1, epoch: 12, step: 840, training: 1, loss: 19.5143, testing: 0.947368, t2y: 1, anv: 0.947368, best: 0.947368 
seq: 1, epoch: 12, step: 860, training: 1, loss: 0, testing: 0.894737, t2y: 1, anv: 0.929825, best: 0.947368 
seq: 1, epoch: 12, step: 880, training: 1, loss: 1.71363e-07, testing: 0.947368, t2y: 1, anv: 0.929825, best: 0.947368 
seq: 1, epoch: 13, step: 900, training: 1, loss: 0, testing: 0.947368, t2y: 1, anv: 0.929825, best: 0.947368 
seq: 1, epoch: 13, step: 920, training: 1, loss: 24.498, testing: 0.947368, t2y: 1, anv: 0.947368, best: 0.947368 
seq: 1, epoch: 13, step: 940, training: 1, loss: 3.50692, testing: 0.947368, t2y: 1, anv: 0.947368, best: 0.947368 
seq: 1, epoch: 14, step: 960, training: 1, loss: 46.2494, testing: 0.894737, t2y: 0.947368, anv: 0.929825, best: 0.947368 
seq: 1, epoch: 14, step: 980, training: 1, loss: 17.1886, testing: 0.894737, t2y: 1, anv: 0.912281, best: 0.947368 
seq: 1, epoch: 14, step: 1000, training: 1, loss: 42.9545, testing: 0.947368, t2y: 1, anv: 0.912281, best: 0.947368 
seq: 1, epoch: 15, step: 1020, training: 1, loss: 20.5625, testing: 0.947368, t2y: 1, anv: 0.929825, best: 0.947368 
seq: 1, epoch: 15, step: 1040, training: 1, loss: 0, testing: 0.947368, t2y: 1, anv: 0.947368, best: 0.947368 
seq: 1, epoch: 15, step: 1060, training: 1, loss: 4.8478, testing: 0.947368, t2y: 1, anv: 0.947368, best: 0.947368 
seq: 1, epoch: 15, step: 1080, training: 1, loss: 7.79743, testing: 0.894737, t2y: 1, anv: 0.929825, best: 0.947368 
seq: 1, epoch: 16, step: 1100, training: 1, loss: 0, testing: 0.894737, t2y: 1, anv: 0.912281, best: 0.947368 
seq: 1, epoch: 16, step: 1120, training: 1, loss: 49.5504, testing: 0.894737, t2y: 0.947368, anv: 0.894737, best: 0.947368 
seq: 1, epoch: 16, step: 1140, training: 1, loss: 4.43129, testing: 0.947368, t2y: 1, anv: 0.912281, best: 0.947368 
seq: 1, epoch: 17, step: 1160, training: 1, loss: 0, testing: 0.947368, t2y: 1, anv: 0.929825, best: 0.947368 
seq: 1, epoch: 17, step: 1180, training: 1, loss: 18.5931, testing: 0.947368, t2y: 1, anv: 0.947368, best: 0.947368 
seq: 1, epoch: 17, step: 1200, training: 0.9375, loss: 47.3481, testing: 0.894737, t2y: 1, anv: 0.929825, best: 0.947368 
seq: 1, epoch: 17, step: 1220, training: 1, loss: 0, testing: 0.947368, t2y: 1, anv: 0.929825, best: 0.947368 
seq: 1, epoch: 18, step: 1240, training: 1, loss: 47.0104, testing: 0.947368, t2y: 1, anv: 0.929825, best: 0.947368 
seq: 1, epoch: 18, step: 1260, training: 1, loss: 25.1136, testing: 0.947368, t2y: 1, anv: 0.947368, best: 0.947368 
seq: 1, epoch: 18, step: 1280, training: 1, loss: 0.347632, testing: 0.947368, t2y: 1, anv: 0.947368, best: 0.947368 
seq: 1, epoch: 19, step: 1300, training: 1, loss: 0, testing: 0.947368, t2y: 1, anv: 0.947368, best: 0.947368 
seq: 1, epoch: 19, step: 1320, training: 1, loss: 0, testing: 0.947368, t2y: 1, anv: 0.947368, best: 0.947368 
seq: 1, epoch: 19, step: 1340, training: 1, loss: 0, testing: 0.947368, t2y: 1, anv: 0.947368, best: 0.947368 
seq: 1, epoch: 20, step: 1360, training: 1, loss: 0, testing: 0.947368, t2y: 1, anv: 0.947368, best: 0.947368 
seq: 1, epoch: 20, step: 1380, training: 1, loss: 9.39454, testing: 0.947368, t2y: 1, anv: 0.947368, best: 0.947368 
seq: 1, epoch: 20, step: 1400, training: 1, loss: 3.35387, testing: 0.842105, t2y: 1, anv: 0.912281, best: 0.947368 
