Sat Jun 10 10:28:45 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
-------------------------------------------------------------------------
---------------------------- RUN 0 ------------------------------
-------------------------------------------------------------------------
****************************************
current sequence is 1
****************************************
seq1, epoch0, step: 0, training: 0.3125, loss_tr: 4.77565, loss_t: 8.73262, testing: 0.166667, t2y: 0.333333
seq1, epoch0, step: 10, training: 0.125, loss_tr: 3.84644, loss_t: 6.36404, testing: 0.166667, t2y: 0.5
seq1, epoch0, step: 20, training: 0.4375, loss_tr: 2.80496, loss_t: 3.96245, testing: 0.166667, t2y: 0.5
seq1, epoch0, step: 30, training: 0.375, loss_tr: 1.7415, loss_t: 1.44773, testing: 0.333333, t2y: 0.833333
seq1, epoch0, step: 40, training: 0.6875, loss_tr: 1.41783, loss_t: 1.26297, testing: 0.444444, t2y: 0.666667
seq1, epoch0, step: 50, training: 0.6875, loss_tr: 1.21087, loss_t: 1.0243, testing: 0.611111, t2y: 1
seq1, epoch0, step: 60, training: 0.6875, loss_tr: 1.01834, loss_t: 0.915867, testing: 0.611111, t2y: 0.666667
seq1, epoch0, step: 70, training: 0.5625, loss_tr: 1.01042, loss_t: 0.831742, testing: 0.666667, t2y: 0.833333
seq1, epoch1, step: 80, training: 0.9375, loss_tr: 0.838158, loss_t: 0.79183, testing: 0.722222, t2y: 0.833333
seq1, epoch1, step: 90, training: 0.8125, loss_tr: 0.800435, loss_t: 0.717833, testing: 0.777778, t2y: 0.833333
seq1, epoch1, step: 100, training: 0.9375, loss_tr: 0.550028, loss_t: 0.555866, testing: 0.888889, t2y: 1
seq1, epoch1, step: 110, training: 0.8125, loss_tr: 0.655472, loss_t: 0.451987, testing: 0.944444, t2y: 1
seq1, epoch1, step: 120, training: 1, loss_tr: 0.390318, loss_t: 0.309089, testing: 0.944444, t2y: 1
seq1, epoch1, step: 130, training: 0.6875, loss_tr: 0.47168, loss_t: 0.356868, testing: 0.888889, t2y: 0.833333
seq1, epoch1, step: 140, training: 0.875, loss_tr: 0.361933, loss_t: 0.557592, testing: 0.777778, t2y: 0.833333
seq1, epoch1, step: 150, training: 0.75, loss_tr: 0.53436, loss_t: 0.717904, testing: 0.722222, t2y: 0.833333
seq1, epoch2, step: 160, training: 0.9375, loss_tr: 0.429233, loss_t: 0.613341, testing: 0.777778, t2y: 1
seq1, epoch2, step: 170, training: 0.9375, loss_tr: 0.279574, loss_t: 0.289363, testing: 0.888889, t2y: 1
seq1, epoch2, step: 180, training: 1, loss_tr: 0.102342, loss_t: 0.0860949, testing: 1, t2y: 1
seq1, epoch2, step: 190, training: 0.9375, loss_tr: 0.215971, loss_t: 0.0424535, testing: 1, t2y: 1
seq1, epoch2, step: 200, training: 1, loss_tr: 0.200877, loss_t: 0.0421873, testing: 1, t2y: 1
seq1, epoch2, step: 210, training: 1, loss_tr: 0.216569, loss_t: 0.0607586, testing: 1, t2y: 1
seq1, epoch2, step: 220, training: 0.875, loss_tr: 0.126899, loss_t: 0.0764193, testing: 1, t2y: 1
seq1, epoch2, step: 230, training: 1, loss_tr: 0.127376, loss_t: 0.105241, testing: 1, t2y: 1
seq1, epoch3, step: 240, training: 1, loss_tr: 0.101078, loss_t: 0.0608062, testing: 1, t2y: 1
seq1, epoch3, step: 250, training: 1, loss_tr: 0.0250032, loss_t: 0.0413246, testing: 1, t2y: 1
seq1, epoch3, step: 260, training: 1, loss_tr: 0.026762, loss_t: 0.00952563, testing: 1, t2y: 1
seq1, epoch3, step: 270, training: 1, loss_tr: 0.011512, loss_t: 0.119658, testing: 0.944444, t2y: 1
seq1, epoch3, step: 280, training: 1, loss_tr: 0.00683599, loss_t: 0.112516, testing: 0.944444, t2y: 1
seq1, epoch3, step: 290, training: 1, loss_tr: 0.0279313, loss_t: 0.152011, testing: 0.944444, t2y: 1
seq1, epoch3, step: 300, training: 0.9375, loss_tr: 0.0309598, loss_t: 0.046299, testing: 1, t2y: 1
seq1, epoch3, step: 310, training: 1, loss_tr: 0.0310933, loss_t: 0.0463103, testing: 1, t2y: 1
seq1, epoch4, step: 320, training: 1, loss_tr: 0.0100856, loss_t: 0.00944628, testing: 1, t2y: 1
seq1, epoch4, step: 330, training: 1, loss_tr: 0.0160103, loss_t: 0.00366542, testing: 0.944444, t2y: 1
seq1, epoch4, step: 340, training: 1, loss_tr: 0.0229807, loss_t: 0.0431357, testing: 0.888889, t2y: 1
seq1, epoch4, step: 350, training: 1, loss_tr: 0.0204184, loss_t: 0.0422879, testing: 0.888889, t2y: 1
seq1, epoch4, step: 360, training: 1, loss_tr: 0.0109719, loss_t: 0.0720991, testing: 0.944444, t2y: 1
seq1, epoch4, step: 370, training: 0.875, loss_tr: 0.0387234, loss_t: 0.0377373, testing: 1, t2y: 1
seq1, epoch4, step: 380, training: 1, loss_tr: 0.168989, loss_t: 0.141864, testing: 0.888889, t2y: 1
seq1, epoch4, step: 390, training: 0.8125, loss_tr: 0.226438, loss_t: 0.592163, testing: 0.666667, t2y: 0.666667
seq1, epoch5, step: 400, training: 0.875, loss_tr: 0.237886, loss_t: 0.694595, testing: 0.611111, t2y: 1
seq1, epoch5, step: 410, training: 0.875, loss_tr: 0.206141, loss_t: 0.602113, testing: 0.722222, t2y: 1
seq1, epoch5, step: 420, training: 1, loss_tr: 0.148599, loss_t: 0.134637, testing: 0.944444, t2y: 1
seq1, epoch5, step: 430, training: 1, loss_tr: 0.113875, loss_t: 0.0506041, testing: 1, t2y: 1
seq1, epoch5, step: 440, training: 1, loss_tr: 0.0463596, loss_t: 0.150771, testing: 0.944444, t2y: 1
seq1, epoch5, step: 450, training: 1, loss_tr: 0.115826, loss_t: 0.154975, testing: 0.944444, t2y: 1
seq1, epoch5, step: 460, training: 1, loss_tr: 0.107562, loss_t: 0.13142, testing: 0.944444, t2y: 1
seq1, epoch5, step: 470, training: 0.625, loss_tr: 0.0760248, loss_t: 0.0177762, testing: 1, t2y: 1
seq1, epoch6, step: 480, training: 0.875, loss_tr: 0.00680929, loss_t: 0.0491016, testing: 0.944444, t2y: 1
seq1, epoch6, step: 490, training: 0.8125, loss_tr: 0.0131957, loss_t: 0.0525449, testing: 0.944444, t2y: 1
seq1, epoch6, step: 500, training: 0.875, loss_tr: 0.023594, loss_t: 0.0534455, testing: 0.944444, t2y: 1
