Sat Jun 10 16:13:53 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
-------------------------------------------------------------------------
---------------------------- RUN 0 ------------------------------
-------------------------------------------------------------------------
****************************************
current sequence is 1
****************************************
seq1, epoch0, step: 0, training: 0.25, loss_tr: 1.73109, loss_t: 1.84446, testing: 0.166667, t2y: 0.333333
seq1, epoch0, step: 10, training: 0.1875, loss_tr: 1.85122, loss_t: 1.87806, testing: 0.222222, t2y: 0.333333
seq1, epoch0, step: 20, training: 0.4375, loss_tr: 1.79112, loss_t: 1.79843, testing: 0.277778, t2y: 0.5
seq1, epoch0, step: 30, training: 0.1875, loss_tr: 1.79837, loss_t: 1.75725, testing: 0.277778, t2y: 0.5
seq1, epoch0, step: 40, training: 0.3125, loss_tr: 1.58054, loss_t: 1.63655, testing: 0.222222, t2y: 0.166667
seq1, epoch0, step: 50, training: 0.3125, loss_tr: 1.64926, loss_t: 1.65706, testing: 0.277778, t2y: 0.5
seq1, epoch0, step: 60, training: 0.5, loss_tr: 1.58546, loss_t: 1.59346, testing: 0.388889, t2y: 0.666667
seq1, epoch0, step: 70, training: 0.6875, loss_tr: 1.59164, loss_t: 1.57059, testing: 0.5, t2y: 0.666667
seq1, epoch1, step: 80, training: 0.8125, loss_tr: 1.43102, loss_t: 1.52184, testing: 0.5, t2y: 0.666667
seq1, epoch1, step: 90, training: 0.6875, loss_tr: 1.32309, loss_t: 1.5023, testing: 0.5, t2y: 0.666667
seq1, epoch1, step: 100, training: 0.4375, loss_tr: 1.29911, loss_t: 1.47065, testing: 0.5, t2y: 0.666667
seq1, epoch1, step: 110, training: 0.6875, loss_tr: 1.31145, loss_t: 1.41479, testing: 0.555556, t2y: 0.666667
seq1, epoch1, step: 120, training: 0.5, loss_tr: 1.35226, loss_t: 1.37406, testing: 0.5, t2y: 0.5
seq1, epoch1, step: 130, training: 0.6875, loss_tr: 1.22365, loss_t: 1.3477, testing: 0.555556, t2y: 0.666667
seq1, epoch1, step: 140, training: 0.5, loss_tr: 1.16557, loss_t: 1.32771, testing: 0.555556, t2y: 0.833333
seq1, epoch1, step: 150, training: 0.6875, loss_tr: 1.10584, loss_t: 1.28852, testing: 0.611111, t2y: 1
seq1, epoch2, step: 160, training: 0.875, loss_tr: 1.13869, loss_t: 1.22559, testing: 0.611111, t2y: 1
seq1, epoch2, step: 170, training: 0.375, loss_tr: 1.20259, loss_t: 1.15437, testing: 0.611111, t2y: 0.833333
seq1, epoch2, step: 180, training: 0.8125, loss_tr: 1.18535, loss_t: 1.08829, testing: 0.666667, t2y: 0.833333
seq1, epoch2, step: 190, training: 0.5625, loss_tr: 1.22887, loss_t: 1.04869, testing: 0.666667, t2y: 0.833333
seq1, epoch2, step: 200, training: 0.8125, loss_tr: 1.07052, loss_t: 1.01338, testing: 0.722222, t2y: 1
seq1, epoch2, step: 210, training: 0.8125, loss_tr: 1.05064, loss_t: 0.992324, testing: 0.777778, t2y: 0.833333
seq1, epoch2, step: 220, training: 0.625, loss_tr: 0.945933, loss_t: 0.962852, testing: 0.833333, t2y: 0.833333
seq1, epoch2, step: 230, training: 0.9375, loss_tr: 1.01603, loss_t: 0.93994, testing: 0.833333, t2y: 1
seq1, epoch3, step: 240, training: 0.875, loss_tr: 0.959441, loss_t: 0.906016, testing: 0.833333, t2y: 1
seq1, epoch3, step: 250, training: 0.9375, loss_tr: 0.835943, loss_t: 0.863522, testing: 0.777778, t2y: 1
seq1, epoch3, step: 260, training: 0.8125, loss_tr: 0.74836, loss_t: 0.811822, testing: 0.777778, t2y: 1
seq1, epoch3, step: 270, training: 0.875, loss_tr: 0.630093, loss_t: 0.752357, testing: 0.777778, t2y: 0.833333
seq1, epoch3, step: 280, training: 0.875, loss_tr: 0.66303, loss_t: 0.703812, testing: 0.833333, t2y: 0.833333
seq1, epoch3, step: 290, training: 0.75, loss_tr: 0.540881, loss_t: 0.678709, testing: 0.777778, t2y: 0.833333
seq1, epoch3, step: 300, training: 1, loss_tr: 0.583999, loss_t: 0.653629, testing: 0.833333, t2y: 1
seq1, epoch3, step: 310, training: 0.8125, loss_tr: 0.603551, loss_t: 0.641922, testing: 0.777778, t2y: 1
seq1, epoch4, step: 320, training: 0.9375, loss_tr: 0.623198, loss_t: 0.619231, testing: 0.833333, t2y: 1
seq1, epoch4, step: 330, training: 0.9375, loss_tr: 0.582081, loss_t: 0.590899, testing: 0.833333, t2y: 1
seq1, epoch4, step: 340, training: 0.875, loss_tr: 0.545016, loss_t: 0.543528, testing: 0.944444, t2y: 1
seq1, epoch4, step: 350, training: 0.9375, loss_tr: 0.563199, loss_t: 0.496484, testing: 1, t2y: 1
seq1, epoch4, step: 360, training: 1, loss_tr: 0.489243, loss_t: 0.483268, testing: 0.944444, t2y: 0.833333
seq1, epoch4, step: 370, training: 0.9375, loss_tr: 0.45879, loss_t: 0.470382, testing: 0.888889, t2y: 1
seq1, epoch4, step: 380, training: 0.875, loss_tr: 0.460852, loss_t: 0.470168, testing: 0.833333, t2y: 1
seq1, epoch4, step: 390, training: 0.8125, loss_tr: 0.508239, loss_t: 0.435659, testing: 0.833333, t2y: 1
seq1, epoch5, step: 400, training: 0.9375, loss_tr: 0.431484, loss_t: 0.418416, testing: 0.833333, t2y: 1
seq1, epoch5, step: 410, training: 1, loss_tr: 0.371792, loss_t: 0.386653, testing: 0.833333, t2y: 1
seq1, epoch5, step: 420, training: 0.9375, loss_tr: 0.290704, loss_t: 0.351154, testing: 0.888889, t2y: 1
seq1, epoch5, step: 430, training: 1, loss_tr: 0.284237, loss_t: 0.312795, testing: 0.888889, t2y: 1
seq1, epoch5, step: 440, training: 0.875, loss_tr: 0.281293, loss_t: 0.279264, testing: 0.944444, t2y: 1
seq1, epoch5, step: 450, training: 1, loss_tr: 0.278079, loss_t: 0.273757, testing: 0.944444, t2y: 1
seq1, epoch5, step: 460, training: 1, loss_tr: 0.24174, loss_t: 0.259702, testing: 1, t2y: 1
seq1, epoch5, step: 470, training: 0.9375, loss_tr: 0.224557, loss_t: 0.246503, testing: 1, t2y: 1
