Tue Jun 13 16:47:38 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
-------------------------------------------------------------------------
---------------------------- RUN 0 ------------------------------
-------------------------------------------------------------------------
****************************************
current sequence is 1
****************************************
seq: 1, epoch: 0, step: 0, training: 0.75, testing: 0.888889, loss_tr: 0.684753, loss_t: 0.355367  
seq: 1, epoch: 0, step: 10, training: 0.9375, testing: 0.888889, loss_tr: 0.283372, loss_t: 0.35743  
seq: 1, epoch: 0, step: 20, training: 0.9375, testing: 0.888889, loss_tr: 0.346469, loss_t: 0.334407  
seq: 1, epoch: 0, step: 30, training: 0.8125, testing: 0.888889, loss_tr: 0.594362, loss_t: 0.321568  
seq: 1, epoch: 0, step: 40, training: 0.875, testing: 0.888889, loss_tr: 0.345787, loss_t: 0.358905  
seq: 1, epoch: 0, step: 50, training: 0.9375, testing: 0.888889, loss_tr: 0.247702, loss_t: 0.350202  
seq: 1, epoch: 0, step: 60, training: 0.75, testing: 0.888889, loss_tr: 0.598336, loss_t: 0.33888  
seq: 1, epoch: 0, step: 70, training: 0.875, testing: 0.888889, loss_tr: 0.331112, loss_t: 0.323273  
seq: 1, epoch: 0, step: 80, training: 0.6875, testing: 0.888889, loss_tr: 0.65405, loss_t: 0.311054  
seq: 1, epoch: 0, step: 90, training: 0.9375, testing: 0.833333, loss_tr: 0.369235, loss_t: 0.362438  
seq: 1, epoch: 0, step: 100, training: 0.875, testing: 0.833333, loss_tr: 0.338994, loss_t: 0.366497  
seq: 1, epoch: 0, step: 110, training: 0.875, testing: 0.888889, loss_tr: 0.292371, loss_t: 0.29992  
seq: 1, epoch: 0, step: 120, training: 0.875, testing: 0.888889, loss_tr: 0.382993, loss_t: 0.283452  
seq: 1, epoch: 0, step: 130, training: 0.6875, testing: 0.888889, loss_tr: 0.645557, loss_t: 0.276138  
seq: 1, epoch: 0, step: 140, training: 0.6875, testing: 0.888889, loss_tr: 0.918977, loss_t: 0.277449  
seq: 1, epoch: 0, step: 150, training: 0.875, testing: 0.888889, loss_tr: 0.278618, loss_t: 0.292226  
seq: 1, epoch: 0, step: 160, training: 0.9375, testing: 0.944444, loss_tr: 0.376136, loss_t: 0.271311  
seq: 1, epoch: 0, step: 170, training: 0.8125, testing: 0.888889, loss_tr: 0.429372, loss_t: 0.282921  
seq: 1, epoch: 0, step: 180, training: 0.8125, testing: 0.888889, loss_tr: 0.631457, loss_t: 0.328479  
seq: 1, epoch: 0, step: 190, training: 0.875, testing: 0.944444, loss_tr: 0.349414, loss_t: 0.287589  
seq: 1, epoch: 1, step: 200, training: 0.9375, testing: 0.888889, loss_tr: 0.261636, loss_t: 0.323218  
seq: 1, epoch: 1, step: 210, training: 0.9375, testing: 0.888889, loss_tr: 0.182676, loss_t: 0.314556  
seq: 1, epoch: 1, step: 220, training: 0.625, testing: 0.944444, loss_tr: 0.776691, loss_t: 0.314015  
seq: 1, epoch: 1, step: 230, training: 0.8125, testing: 0.833333, loss_tr: 0.452057, loss_t: 0.326947  
seq: 1, epoch: 1, step: 240, training: 0.8125, testing: 0.944444, loss_tr: 0.484286, loss_t: 0.255369  
