Wed May 10 08:17:09 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
****************************************
current sequence is 2
****************************************
seq: 2, epoch: 0, step: 0, training: 0.3125, loss: 2.67572e+11, testing: 0.166667, t2y: 0.333333, anv: 0.0555556, best: 0.0555556 
seq: 2, epoch: 1, step: 20, training: 0.6875, loss: 1.11656e+09, testing: 0.5, t2y: 0.666667, anv: 0.222222, best: 0.222222 
seq: 2, epoch: 2, step: 40, training: 0.75, loss: 1.48848e+08, testing: 0.666667, t2y: 0.833333, anv: 0.444444, best: 0.444444 
seq: 2, epoch: 3, step: 60, training: 0.875, loss: 8.8395e+07, testing: 0.5, t2y: 0.833333, anv: 0.555556, best: 0.555556 
seq: 2, epoch: 4, step: 80, training: 0.9375, loss: 1.27015e+07, testing: 0.5, t2y: 0.666667, anv: 0.555556, best: 0.555556 
seq: 2, epoch: 5, step: 100, training: 0.9375, loss: 3.21374e+07, testing: 0.833333, t2y: 1, anv: 0.611111, best: 0.611111 
seq: 2, epoch: 6, step: 120, training: 1, loss: 2.40896e+07, testing: 0.5, t2y: 0.833333, anv: 0.611111, best: 0.611111 
seq: 2, epoch: 7, step: 140, training: 1, loss: 5.08898e+06, testing: 0.833333, t2y: 1, anv: 0.722222, best: 0.722222 
seq: 2, epoch: 8, step: 160, training: 1, loss: 2.22132e+07, testing: 0.666667, t2y: 1, anv: 0.666667, best: 0.722222 
seq: 2, epoch: 9, step: 180, training: 1, loss: 1.18176e+07, testing: 0.833333, t2y: 1, anv: 0.777778, best: 0.777778 
seq: 2, epoch: 10, step: 200, training: 1, loss: 1.09538e+07, testing: 0.833333, t2y: 1, anv: 0.777778, best: 0.777778 
seq: 2, epoch: 11, step: 220, training: 1, loss: 6.36705e+06, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 12, step: 240, training: 1, loss: 0, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 13, step: 260, training: 1, loss: 1.38814e+07, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 14, step: 280, training: 1, loss: 4.26541e+06, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 15, step: 300, training: 1, loss: 0, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 16, step: 320, training: 1, loss: 1.24957e+06, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 17, step: 340, training: 1, loss: 1.09182e+07, testing: 0.666667, t2y: 1, anv: 0.777778, best: 0.833333 
seq: 2, epoch: 18, step: 360, training: 1, loss: 5.88644e+06, testing: 0.666667, t2y: 1, anv: 0.722222, best: 0.833333 
seq: 2, epoch: 19, step: 380, training: 1, loss: 0, testing: 0.666667, t2y: 1, anv: 0.666667, best: 0.833333 
seq: 2, epoch: 20, step: 400, training: 1, loss: 872684, testing: 0.833333, t2y: 1, anv: 0.722222, best: 0.833333 
seq: 2, epoch: 21, step: 420, training: 1, loss: 9.89125e+06, testing: 0.666667, t2y: 1, anv: 0.722222, best: 0.833333 
seq: 2, epoch: 22, step: 440, training: 1, loss: 1.40697e+06, testing: 0.833333, t2y: 1, anv: 0.777778, best: 0.833333 
seq: 2, epoch: 23, step: 460, training: 1, loss: 0, testing: 0.833333, t2y: 1, anv: 0.777778, best: 0.833333 
seq: 2, epoch: 24, step: 480, training: 1, loss: 0, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 25, step: 500, training: 1, loss: 0, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 26, step: 520, training: 1, loss: 1.66255e+07, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 27, step: 540, training: 1, loss: 1.30929e+06, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 28, step: 560, training: 1, loss: 882214, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
