Fri Jun  9 23:13:49 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
-------------------------------------------------------------------------
---------------------------- RUN 0 ------------------------------
-------------------------------------------------------------------------
****************************************
current sequence is 1
****************************************
seq1, epoch0, step: 0, training: 0.4375, loss_tr: 6176.79, loss_t: 4173.22, testing: 0.166667, t2y: 0.333333
seq1, epoch0, step: 10, training: 0.375, loss_tr: 5793.21, loss_t: 4471.53, testing: 0.166667, t2y: 0.5
seq1, epoch0, step: 20, training: 0.3125, loss_tr: 5428.78, loss_t: 3870.91, testing: 0.166667, t2y: 0.5
seq1, epoch0, step: 30, training: 0.6875, loss_tr: 4761.18, loss_t: 2944.68, testing: 0.333333, t2y: 0.5
seq1, epoch0, step: 40, training: 0.75, loss_tr: 3660.3, loss_t: 1327.94, testing: 0.666667, t2y: 0.833333
seq1, epoch0, step: 50, training: 0.5, loss_tr: 2570.84, loss_t: 864.754, testing: 0.333333, t2y: 0.5
seq1, epoch0, step: 60, training: 0.5625, loss_tr: 1874.97, loss_t: 526.621, testing: 0.666667, t2y: 0.666667
seq1, epoch0, step: 70, training: 0.625, loss_tr: 1705.02, loss_t: 548.261, testing: 0.666667, t2y: 0.666667
seq1, epoch1, step: 80, training: 0.625, loss_tr: 1546.03, loss_t: 292.444, testing: 0.833333, t2y: 0.833333
seq1, epoch1, step: 90, training: 0.8125, loss_tr: 1149.75, loss_t: 200.462, testing: 0.666667, t2y: 0.833333
seq1, epoch1, step: 100, training: 0.6875, loss_tr: 983.048, loss_t: 226.676, testing: 0.5, t2y: 0.666667
seq1, epoch1, step: 110, training: 0.6875, loss_tr: 741.962, loss_t: 230.614, testing: 0.833333, t2y: 0.833333
seq1, epoch1, step: 120, training: 0.75, loss_tr: 720.592, loss_t: 233.198, testing: 0.833333, t2y: 0.833333
seq1, epoch1, step: 130, training: 0.75, loss_tr: 606.62, loss_t: 184.774, testing: 0.833333, t2y: 0.833333
seq1, epoch1, step: 140, training: 0.6875, loss_tr: 525.346, loss_t: 109.386, testing: 1, t2y: 1
seq1, epoch1, step: 150, training: 0.8125, loss_tr: 430.257, loss_t: 118.291, testing: 0.833333, t2y: 0.833333
seq1, epoch2, step: 160, training: 0.875, loss_tr: 524.833, loss_t: 86.8065, testing: 0.833333, t2y: 0.833333
seq1, epoch2, step: 170, training: 1, loss_tr: 552.223, loss_t: 86.8065, testing: 1, t2y: 1
seq1, epoch2, step: 180, training: 1, loss_tr: 483.964, loss_t: 41.7849, testing: 0.833333, t2y: 1
seq1, epoch2, step: 190, training: 0.9375, loss_tr: 403.578, loss_t: 1.18895, testing: 1, t2y: 1
