Wed May 10 15:40:41 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
****************************************
current sequence is 2
****************************************
seq: 2, epoch: 0, step: 0, training: 0.3125, loss: 157467, testing: 0.166667, t2y: 0.333333, anv: 0.0555556, best: 0.0555556 
seq: 2, epoch: 1, step: 20, training: 0.75, loss: 21230.5, testing: 0.5, t2y: 0.5, anv: 0.222222, best: 0.222222 
seq: 2, epoch: 2, step: 40, training: 0.625, loss: 10733.8, testing: 0.333333, t2y: 0.666667, anv: 0.333333, best: 0.333333 
seq: 2, epoch: 3, step: 60, training: 0.75, loss: 15667.8, testing: 0.333333, t2y: 0.5, anv: 0.388889, best: 0.388889 
seq: 2, epoch: 4, step: 80, training: 0.6875, loss: 6246.96, testing: 0.333333, t2y: 0.666667, anv: 0.333333, best: 0.388889 
seq: 2, epoch: 5, step: 100, training: 0.625, loss: 3526.52, testing: 0.5, t2y: 0.5, anv: 0.388889, best: 0.388889 
seq: 2, epoch: 6, step: 120, training: 0.8125, loss: 3414.18, testing: 0.5, t2y: 0.666667, anv: 0.444444, best: 0.444444 
seq: 2, epoch: 7, step: 140, training: 0.875, loss: 3090.21, testing: 0.666667, t2y: 0.833333, anv: 0.555556, best: 0.555556 
seq: 2, epoch: 8, step: 160, training: 0.875, loss: 1363.53, testing: 0.5, t2y: 0.833333, anv: 0.555556, best: 0.555556 
seq: 2, epoch: 9, step: 180, training: 1, loss: 1498.91, testing: 0.833333, t2y: 0.833333, anv: 0.666667, best: 0.666667 
seq: 2, epoch: 10, step: 200, training: 0.9375, loss: 1433.47, testing: 0.666667, t2y: 0.833333, anv: 0.666667, best: 0.666667 
seq: 2, epoch: 11, step: 220, training: 1, loss: 1965.36, testing: 0.833333, t2y: 1, anv: 0.777778, best: 0.777778 
seq: 2, epoch: 12, step: 240, training: 1, loss: 2201.26, testing: 0.666667, t2y: 0.666667, anv: 0.722222, best: 0.777778 
seq: 2, epoch: 13, step: 260, training: 0.9375, loss: 1365.39, testing: 0.666667, t2y: 0.833333, anv: 0.722222, best: 0.777778 
seq: 2, epoch: 14, step: 280, training: 1, loss: 1384.37, testing: 0.833333, t2y: 0.833333, anv: 0.722222, best: 0.777778 
seq: 2, epoch: 15, step: 300, training: 1, loss: 1860.49, testing: 0.833333, t2y: 1, anv: 0.777778, best: 0.777778 
seq: 2, epoch: 16, step: 320, training: 1, loss: 177.023, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 17, step: 340, training: 1, loss: 452.337, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 18, step: 360, training: 1, loss: 721.381, testing: 0.666667, t2y: 1, anv: 0.777778, best: 0.833333 
seq: 2, epoch: 19, step: 380, training: 1, loss: 1155.46, testing: 0.833333, t2y: 1, anv: 0.777778, best: 0.833333 
seq: 2, epoch: 20, step: 400, training: 1, loss: 903.323, testing: 0.833333, t2y: 1, anv: 0.777778, best: 0.833333 
seq: 2, epoch: 21, step: 420, training: 1, loss: 819.469, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 22, step: 440, training: 1, loss: 265.004, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 23, step: 460, training: 1, loss: 698.135, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 24, step: 480, training: 1, loss: 620.785, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 25, step: 500, training: 1, loss: 828.305, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 26, step: 520, training: 1, loss: 404.471, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 27, step: 540, training: 0.9375, loss: 849.121, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 28, step: 560, training: 1, loss: 1544.31, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
